client,account,description,account_grp,account_type,status,res_bal,bflag,account_rule,period_from,period_to,last_update,head_account
HOL,1107,Accounts Receivable 08,GRP1,GL,N,B,7,9,125,1225,2025-12-05,
HOL,1200,Prepayments 01,GRP1,GL,N,B,9,5,125,1225,2025-07-31,
HOL,1201,Prepayments 02,GRP1,GL,N,B,9,4,125,1225,2025-07-03,
HOL,1202,Prepayments 03,GRP1,GL,N,B,9,3,125,1225,2025-06-17,
HOL,1203,Prepayments 04,GRP1,GL,N,B,9,10,125,1225,2025-08-06,
HOL,1204,Prepayments 05,GRP1,GL,N,B,9,4,125,1225,2025-08-06,
HOL,1205,Prepayments 06,GRP1,GL,N,B,9,7,125,1225,2025-12-29,
HOL,2000,Accounts Payable 01,GRP2,GL,N,B,7,2,125,1225,2026-02-15,
HOL,2001,Accounts Payable 02,GRP2,GL,N,B,7,7,125,1225,2025-10-06,
HOL,2002,Accounts Payable 03,GRP2,GL,N,B,7,7,125,1225,2025-09-07,
HOL,2003,Accounts Payable 04,GRP2,GL,N,B,7,8,125,1225,2026-03-09,
HOL,2004,Accounts Payable 05,GRP2,GL,N,B,7,2,125,1225,2026-03-05,
HOL,2005,Accounts Payable 06,GRP2,GL,N,B,7,7,125,1225,2025-10-14,
HOL,2006,Accounts Payable 07,GRP2,GL,N,B,7,2,125,1225,2025-11-29,
HOL,2007,Accounts Payable 08,GRP2,GL,N,B,7,4,125,1225,2025-12-29,
HOL,2100,Accruals 01,GRP2,GL,N,B,0,9,125,1225,2025-08-19,
HOL,2101,Accruals 02,GRP2,GL,N,B,0,3,125,1225,2025-09-01,
HOL,2102,Accruals 03,GRP2,GL,N,B,0,3,125,1225,2025-11-14,
HOL,2103,Accruals 04,GRP2,GL,N,B,0,8,125,1225,2025-11-29,
HOL,2104,Accruals 05,GRP2,GL,N,B,0,2,125,1225,2025-08-22,
HOL,2105,Accruals 06,GRP2,GL,N,B,0,9,125,1225,2026-02-14,
HOL,3000,Capital 01,GRP3,GL,N,B,0,1,125,1225,2025-05-07,
HOL,3001,Capital 02,GRP3,GL,N,B,0,9,125,1225,2026-03-29,
HOL,3002,Capital 03,GRP3,GL,N,B,0,2,125,1225,2025-12-05,
HOL,3003,Capital 04,GRP3,GL,N,B,0,3,125,1225,2025-09-09,
HOL,3004,Capital 05,GRP3,GL,N,B,0,8,125,1225,2025-08-02,
HOL,3005,Capital 06,GRP3,GL,N,B,0,4,125,1225,2025-09-12,
HOL,3100,Reserves 01,GRP3,GL,N,B,0,1,125,1225,2026-01-11,
HOL,3101,Reserves 02,GRP3,GL,N,B,0,7,125,1225,2026-04-04,
HOL,3102,Reserves 03,GRP3,GL,N,B,0,7,125,1225,2025-11-21,
HOL,3103,Reserves 04,GRP3,GL,N,B,0,8,125,1225,2025-11-10,
HOL,3104,Reserves 05,GRP3,GL,N,B,0,7,125,1225,2025-06-25,
HOL,3105,Reserves 06,GRP3,GL,N,B,0,8,125,1225,2026-01-16,
HOL,5000,Staff Costs 01,GRP5,GL,N,R,0,4,125,1225,2025-11-05,
HOL,5001,Staff Costs 02,GRP5,GL,N,R,0,4,125,1225,2026-03-07,
HOL,5002,Staff Costs 03,GRP5,GL,N,R,0,10,125,1225,2025-07-02,
HOL,5003,Staff Costs 04,GRP5,GL,N,R,0,1,125,1225,2025-10-27,
HOL,5004,Staff Costs 05,GRP5,GL,N,R,0,1,125,1225,2026-03-11,
HOL,5005,Staff Costs 06,GRP5,GL,N,R,0,10,125,1225,2025-08-04,
HOL,5006,Staff Costs 07,GRP5,GL,N,R,0,9,125,1225,2025-07-08,
HOL,5007,Staff Costs 08,GRP5,GL,N,R,0,3,125,1225,2026-03-07,
HOL,5008,Staff Costs 09,GRP5,GL,N,R,0,9,125,1225,2026-02-23,
HOL,5009,Staff Costs 10,GRP5,GL,N,R,0,3,125,1225,2026-03-01,
HOL,5100,Premises 01,GRP5,GL,N,R,0,10,125,1225,2026-03-02,
HOL,5101,Premises 02,GRP5,GL,N,R,0,4,125,1225,2025-09-11,
HOL,5102,Premises 03,GRP5,GL,N,R,0,2,125,1225,2025-06-18,
HOL,5103,Premises 04,GRP5,GL,N,R,0,4,125,1225,2025-06-13,
HOL,5104,Premises 05,GRP5,GL,N,R,0,10,125,1225,2026-03-16,
HOL,5105,Premises 06,GRP5,GL,N,R,0,10,125,1225,2026-02-23,
HOL,5106,Premises 07,GRP5,GL,N,R,0,7,125,1225,2025-06-11,
HOL,5107,Premises 08,GRP5,GL,N,R,0,10,125,1225,2025-07-12,
HOL,5200,IT and Technology 01,GRP5,GL,N,R,0,6,125,1225,2025-11-23,
HOL,5201,IT and Technology 02,GRP5,GL,N,R,0,4,125,1225,2025-10-27,
HOL,5202,IT and Technology 03,GRP5,GL,N,R,0,4,125,1225,2025-11-21,
HOL,5203,IT and Technology 04,GRP5,GL,N,R,0,7,125,1225,2026-01-28,
HOL,5204,IT and Technology 05,GRP5,GL,N,R,0,5,125,1225,2025-08-14,
HOL,5205,IT and Technology 06,GRP5,GL,N,R,0,6,125,1225,2026-02-27,
HOL,5300,Professional Services 01,GRP5,GL,N,R,0,1,125,1225,2025-08-14,
HOL,5301,Professional Services 02,GRP5,GL,N,R,0,10,125,1225,2025-06-21,
HOL,5302,Professional Services 03,GRP5,GL,N,R,0,2,125,1225,2026-02-27,
HOL,5303,Professional Services 04,GRP5,GL,N,R,0,9,125,1225,2025-12-17,
HOL,5304,Professional Services 05,GRP5,GL,N,R,0,9,125,1225,2025-11-21,
HOL,5305,Professional Services 06,GRP5,GL,N,R,0,3,125,1225,2025-10-09,
HOL,9000,Income 01,GRP9,AR,N,R,0,2,125,1225,2025-12-01,
HOL,9001,Income 02,GRP9,AR,N,R,0,6,125,1225,2025-11-11,
HOL,9002,Income 03,GRP9,AR,N,R,0,3,125,1225,2025-08-24,
HOL,9003,Income 04,GRP9,AR,N,R,0,9,125,1225,2025-11-02,
HOL,9004,Income 05,GRP9,AR,N,R,0,10,125,1225,2025-05-06,
HOL,9005,Income 06,GRP9,AR,N,R,0,9,125,1225,2026-04-01,
HOL,9006,Income 07,GRP9,AR,N,R,0,9,125,1225,2025-11-03,
HOL,9007,Income 08,GRP9,AR,N,R,0,2,125,1225,2026-01-27,
HOL,9008,Income 09,GRP9,AR,N,R,0,5,125,1225,2026-02-05,
HOL,9009,Income 10,GRP9,AR,N,R,0,2,125,1225,2025-06-26,
HOC,EC_A001,,GRP5,GL,N,R,0,1,125,1225,2026-03-27,
HOC,EC_A002,EC Missing Group,,GL,N,R,0,1,125,1225,2026-03-19,
HOC,EC_A003,EC Missing ResBal,GRP5,GL,N,,0,1,125,1225,2026-03-18,
HOC,EC_A004,EC Invalid ResBal,GRP5,GL,N,X,0,1,125,1225,2026-02-26,
HOC,EC_A005,EC Invalid Period Range,GRP5,GL,N,R,0,1,1225,125,2026-03-23,
HOC,EC_A006,EC Expired Period Active,GRP5,GL,N,R,0,1,100,200,2026-02-19,
HOC,EC_A007,EC PL in BS Group,GRP1,GL,N,R,0,1,125,1225,2026-03-15,
HOC,EC_A008,EC BS in PL Group,GRP5,GL,N,B,0,1,125,1225,2026-03-23,
HOC,EC_A009,EC Recon Not Control,GRP5,GL,N,R,7,1,125,1225,2026-02-21,
HOC,EC_A010,Duplicate Account Description,GRP5,GL,N,R,0,1,125,1225,2026-02-24,
HOC,EC_A011,Duplicate Account Description,GRP5,GL,N,R,0,1,125,1225,2026-02-10,
HOC,EC_A012,EC Stale Account,GRP5,GL,N,R,0,1,125,1225,2022-03-27,
HOC,EC_A013,EC Closed With Balance,GRP1,GL,C,B,0,1,125,1225,2024-12-21,
