client,asset_id,depr_book_id,status,depr_method,depr_percent,lifetime,res_value,res_val_flag,salvage_amount,cap_date_from,cap_period_from,cap_flag,date_from,date_to,depr_period,depr_limit,depr_max_perc,nbv_rounding,switch,period_exact,frequency,index_id,index_code,repl_amount,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,last_update,user_id,_edge_case
CF,AHOC0019,FINBOOK,N,BAL,23.84,,0.0,0,0.0,2025-03-18,202503,1,2025-02-18,,202603,0.0,,true,false,true,M,IDX1,,,CC779,DEPT91,PROJ6491,,,,,2025-12-25,dpalmer,
CM,AHOC0020,FINBOOK,N,SYD,,6.0,0.0,0,0.0,2020-09-24,202009,1,2020-09-17,,202602,0.0,,true,false,true,M,,,,CC209,DEPT64,PROJ4585,,,,,2026-01-05,richardsonpaula,
CM,AHOC0021,FINBOOK,N,BAL,28.52,,0.0,0,0.0,2023-03-05,202303,1,2023-02-07,,202603,0.0,,false,false,true,M,,,,CC262,DEPT70,PROJ8373,,,,,2026-01-16,nathan46,
CM,AHOC0022,FINBOOK,N,LIN,,39.0,0.0,0,0.0,2018-01-02,201801,1,2017-12-11,,202602,0.0,,false,false,true,M,IDX1,,,CC163,DEPT36,PROJ7883,,,,,2026-02-01,kathleenwalker,
CM,AHOC0023,FINBOOK,N,BAL,32.46,,0.0,0,0.0,2021-09-22,202109,1,2021-09-15,,202602,0.0,,true,false,true,M,,,,CC917,DEPT61,PROJ3704,,,,,2026-02-11,carlpatel,
CA,AHOC0024,FINBOOK,N,LIN,,25.0,0.0,0,0.0,2019-12-04,201912,1,2019-11-24,,202603,0.0,,true,false,true,M,,,,CC183,DEPT70,PROJ1317,,,,,2026-03-19,andersonwendy,
CM,AHOC0025,TAXBOOK,N,BAL,7.85,,0.0,0,0.0,2022-08-22,202208,1,2022-07-23,,202602,0.0,,false,false,true,M,,,,CC721,DEPT24,PROJ3683,,,,,2026-01-22,kevinsmith,
CM,AHOC0025,FINBOOK,N,LIN,,40.0,0.0,0,0.0,2022-08-22,202208,1,2022-07-23,,202603,0.0,,false,false,true,M,,,,CC721,DEPT24,PROJ3683,,,,,2026-01-22,kevinsmith,
CM,AHOC0026,FINBOOK,N,BAL,25.55,,0.0,0,0.0,2020-01-22,202001,1,2020-01-22,,202602,0.0,,false,false,true,M,,,,CC948,DEPT68,PROJ3506,,,,,2026-02-07,stewartstacey,
CF,AHOC0027,FINBOOK,C,SYD,,16.0,0.0,0,0.0,2026-02-27,202602,1,2026-02-13,2026-03-18,202603,0.0,,false,false,true,M,,,,CC129,DEPT73,PROJ6325,,,,,2026-01-06,kmay,
CA,AHOC0028,FINBOOK,N,EXP,,,0.0,0,0.0,2018-12-27,201812,1,2018-12-05,,202602,0.0,,false,false,true,M,,,,CC326,DEPT61,PROJ4986,,,,,2026-01-22,sheilamitchell,
CF,AHOC0029,FINBOOK,N,BAL,13.29,,0.0,0,0.0,2024-08-10,202408,1,2024-07-24,,202603,0.0,,true,false,true,M,,,,CC703,DEPT77,PROJ5636,,,,,2025-12-26,pturner,
CA,AHOC0030,TAXBOOK,N,SYD,,41.0,0.0,0,0.0,2016-06-02,201606,1,2016-05-15,,202602,0.0,,true,false,true,M,,,,CC358,DEPT71,PROJ2869,,,,,2025-12-22,smithphilip,
CA,AHOC0030,FINBOOK,N,SYD,,34.0,0.0,0,0.0,2016-06-02,201606,1,2016-05-15,,202603,0.0,,true,false,true,M,,,,CC358,DEPT71,PROJ2869,,,,,2025-12-22,smithphilip,
CF,AHOC0031,FINBOOK,N,LIN,,13.0,0.0,0,0.0,2024-07-16,202407,1,2024-07-13,,202603,0.0,,false,false,true,M,,,,CC183,DEPT30,PROJ4929,,,,,2026-01-05,joanquinn,
CM,AHOC0032,FINBOOK,C,LIN,,13.0,0.0,0,0.0,2019-04-08,201904,1,2019-03-14,2025-11-22,202602,0.0,,false,false,true,M,,,,CC252,DEPT44,PROJ3330,,,,,2025-12-23,josephhowe,
CM,AHOC0033,FINBOOK,N,LIN,,46.0,0.0,0,0.0,2021-02-23,202102,1,2021-02-21,,202601,0.0,,false,false,true,M,,,,CC126,DEPT21,PROJ4750,,,,,2026-03-10,aimee73,
CF,AHOC0034,FINBOOK,N,SYD,,38.0,0.0,0,0.0,2021-10-02,202110,1,2021-09-30,,202603,0.0,,false,false,true,M,,,,CC437,DEPT62,PROJ9117,,,,,2026-01-19,esmith,
CA,AHOC0035,TAXBOOK,N,LIN,,38.0,0.0,0,0.0,2018-05-19,201805,1,2018-05-03,,202602,0.0,,true,false,true,M,,,,CC308,DEPT44,PROJ9998,,,,,2025-12-30,anixon,
CA,AHOC0035,FINBOOK,N,EXP,,,0.0,0,0.0,2018-05-19,201805,1,2018-05-03,,202602,0.0,,false,false,true,M,,,,CC308,DEPT44,PROJ9998,,,,,2025-12-30,anixon,
CM,AHOC0036,FINBOOK,C,BAL,29.19,,0.0,0,0.0,2021-12-31,202112,1,2021-12-09,2023-07-21,202603,0.0,,false,false,true,M,,,,CC664,DEPT28,PROJ7284,,,,,2026-01-07,longdeclan,
CM,AHOC0037,FINBOOK,T,SYD,,5.0,0.0,0,0.0,2022-04-25,202204,1,2022-04-10,2024-04-15,202603,0.0,,false,false,true,M,,,,CC814,DEPT40,PROJ7274,,,,,2026-01-12,ldavidson,
CA,AHOC0038,FINBOOK,N,SYD,,19.0,0.0,0,0.0,2022-11-17,202211,1,2022-11-07,,202603,0.0,,false,false,true,M,,,,CC247,DEPT62,PROJ3529,,,,,2025-12-23,jmann,
CF,AHOC0039,TAXBOOK,C,SYD,,39.0,0.0,0,0.0,2023-05-15,202305,1,2023-04-24,2025-01-01,202602,0.0,,true,false,true,M,,,,CC820,DEPT22,PROJ8269,,,,,2026-01-04,morganfrank,
CF,AHOC0039,FINBOOK,C,EXP,,,0.0,0,0.0,2023-05-15,202305,1,2023-04-24,2025-01-01,202601,0.0,,true,false,true,M,,,,CC820,DEPT22,PROJ8269,,,,,2026-01-04,morganfrank,
CF,AHOC0040,FINBOOK,T,EXP,,,0.0,0,0.0,2019-02-13,201902,1,2019-01-30,2022-01-09,202602,0.0,,false,false,true,M,,,,CC261,DEPT19,PROJ8237,,,,,2026-01-27,joannepoole,
CA,AHOC0041,FINBOOK,N,BAL,22.0,,0.0,0,0.0,2024-02-06,202402,1,2024-01-28,,202603,0.0,,true,false,true,M,,,,CC863,DEPT73,PROJ5689,,,,,2026-03-23,sandra46,
CA,AHOC0042,FINBOOK,N,EXP,,,0.0,0,0.0,2024-06-15,202406,1,2024-06-11,,202601,0.0,,true,false,true,M,,,,CC235,DEPT79,PROJ6994,,,,,2026-02-19,snash,
CF,AHOC0043,FINBOOK,C,EXP,,,0.0,0,0.0,2024-10-09,202410,1,2024-09-09,2025-05-28,202602,0.0,,true,false,true,M,,,,CC474,DEPT21,PROJ7464,,,,,2025-12-15,morriskevin,
CF,AHOC0044,FINBOOK,N,SYD,,10.0,0.0,0,0.0,2022-07-22,202207,1,2022-07-12,,202603,0.0,,true,false,true,M,,,,CC575,DEPT99,PROJ5951,,,,,2026-03-07,kevinhunt,
CA,AHOC0045,FINBOOK,N,SYD,,20.0,0.0,0,0.0,,,0,2024-01-16,,202603,0.0,,false,false,true,M,,,,CC524,DEPT93,PROJ2622,,,,,2026-02-14,daviesdamian,
CF,AHOC0046,FINBOOK,N,BAL,22.97,,0.0,0,0.0,2023-06-30,202306,1,2023-06-19,,202602,0.0,,true,true,true,M,,,,CC943,DEPT68,PROJ2501,,,,,2026-03-08,bibisamantha,
CA,AHOC0047,TAXBOOK,N,SYD,,36.0,0.0,0,0.0,2024-12-04,202412,1,2024-11-30,,202603,0.0,,true,false,true,M,,,,CC653,DEPT42,PROJ3858,,,,,2025-12-28,elliot35,
CA,AHOC0047,FINBOOK,N,LIN,,11.0,0.0,0,0.0,2024-12-04,202412,1,2024-11-30,,202603,0.0,,false,false,true,M,,,,CC653,DEPT42,PROJ3858,,,,,2025-12-28,elliot35,
CM,AHOC0048,FINBOOK,N,LIN,,34.0,0.0,0,0.0,2026-01-05,202601,1,2025-12-15,,202602,0.0,,false,false,true,M,,,,CC590,DEPT61,PROJ7984,,,,,2026-03-11,clare51,
CM,AHOC0049,FINBOOK,N,SYD,,17.0,0.0,0,0.0,2022-12-22,202212,1,2022-12-06,,202602,0.0,,false,false,true,M,,,,CC818,DEPT24,PROJ4522,,,,,2026-02-07,fordallan,
CF,AHOC0050,TAXBOOK,T,EXP,,,0.0,0,0.0,2017-04-29,201704,1,2017-04-03,2018-04-17,202602,0.0,,false,false,true,M,,,,CC233,DEPT81,PROJ1982,,,,,2026-02-27,shawlauren,
CF,AHOC0050,FINBOOK,T,EXP,,,0.0,0,0.0,2017-04-29,201704,1,2017-04-03,2018-04-17,202602,0.0,,true,false,true,M,,,,CC233,DEPT81,PROJ1982,,,,,2026-02-27,shawlauren,
CA,AHOC0051,FINBOOK,C,EXP,,,0.0,0,0.0,2017-08-02,201708,1,2017-07-09,2020-09-22,202603,0.0,,true,false,true,M,,,,CC938,DEPT89,PROJ1430,,,,,2026-03-01,molly80,
CM,AHOC0052,FINBOOK,N,LIN,,6.0,0.0,0,0.0,2016-07-31,201607,1,2016-07-29,,202603,0.0,,true,false,true,M,,C1,,CC478,DEPT49,PROJ6314,,,,,2026-03-23,singhaaron,
CM,AHOC0053,FINBOOK,N,BAL,16.07,,0.0,0,0.0,2017-07-16,201707,1,2017-07-05,,202602,0.0,,true,true,true,M,,,,CC639,DEPT95,PROJ6053,,,,,2025-12-19,abdulbird,
CA,AHOC0054,FINBOOK,N,LIN,,32.0,0.0,0,0.0,2022-04-07,202204,1,2022-03-16,,202601,0.0,,true,false,true,M,,,,CC173,DEPT60,PROJ1693,,,,,2026-02-07,leanne74,
CA,AHOC0055,FINBOOK,N,SYD,,22.0,0.0,0,0.0,2023-03-15,202303,1,2023-03-01,,202602,0.0,,false,false,true,M,,,,CC703,DEPT61,PROJ9584,,,,,2025-12-24,samuel05,
CA,AHOC0056,FINBOOK,T,SYD,,32.0,0.0,0,0.0,2025-06-21,202506,1,2025-06-01,2025-09-14,202602,0.0,,false,false,true,M,,,,CC878,DEPT93,PROJ2234,,,,,2026-01-05,angelafisher,
CF,AHOC0057,FINBOOK,N,LIN,,42.0,0.0,0,0.0,2019-05-13,201905,1,2019-04-25,,202602,0.0,,false,false,true,M,,,,CC158,DEPT57,PROJ5703,,,,,2025-12-23,hardinghollie,
CA,AHOC0058,FINBOOK,N,SYD,,31.0,0.0,0,0.0,2016-12-18,201612,1,2016-12-04,,202602,0.0,,true,false,true,M,,,,CC761,DEPT32,PROJ1641,,,,,2026-01-14,sharonclarke,
CA,AHOC0059,FINBOOK,N,EXP,,,0.0,0,0.0,2017-05-04,201705,1,2017-04-17,,202602,0.0,,false,false,true,M,,,,CC696,DEPT94,PROJ3317,,,,,2026-01-27,rhys31,
CF,AHOC0060,FINBOOK,C,SYD,,15.0,0.0,0,0.0,2024-07-29,202407,1,2024-07-08,2026-01-28,202603,0.0,,true,false,true,M,,,,CC416,DEPT33,PROJ4509,,,,,2026-01-26,franktaylor,
CA,AHOC0061,FINBOOK,N,BAL,32.15,,0.0,0,0.0,2025-07-03,202411,1,2024-10-28,2025-02-02,202602,0.0,,false,false,true,M,,,,CC144,DEPT62,PROJ6968,,,,,2026-03-10,victoria34,
CA,AHOC0062,FINBOOK,N,BAL,27.44,,0.0,0,0.0,2025-10-11,202312,1,2023-11-03,,202603,0.0,,false,true,true,M,,,,CC614,DEPT77,PROJ7859,,,,,2026-01-03,ecarr,
CA,AHOC0063,FINBOOK,N,EXP,,,0.0,0,0.0,2024-08-06,201905,1,2019-04-17,2025-02-16,202603,0.0,,false,false,true,M,,,,CC457,DEPT13,PROJ7797,,,,,2025-12-20,julian30,
CA,AHOC0064,FINBOOK,N,LIN,,4.0,0.0,0,0.0,2023-07-03,201710,1,2017-10-10,2021-01-27,202603,0.0,,true,false,true,M,,,,CC822,DEPT70,PROJ8349,,,,,2026-03-02,brian45,
CA,AHOC0065,FINBOOK,N,BAL,25.12,,0.0,0,0.0,2025-04-05,201812,1,2018-11-27,,202603,0.0,,false,true,true,M,,,,CC611,DEPT86,PROJ9782,,,,,2025-12-16,matthew14,
CA,AHOC0066,FINBOOK,N,LIN,,25.0,0.0,0,0.0,2024-03-13,,1,2022-05-02,,202602,0.0,,true,false,true,M,,,,CC581,DEPT15,PROJ7338,,,,,2026-01-30,andersonleigh,
CA,AHOC0067,FINBOOK,N,SYD,,5.0,0.0,0,0.0,2025-08-30,202002,1,2020-01-11,,202603,0.0,,true,false,true,M,IDX1,,,CC286,DEPT27,PROJ2033,,,,,2026-03-15,coopermelissa,
CA,AHOC0068,FINBOOK,N,SYD,,50.0,0.0,0,0.0,2024-09-17,201901,1,2019-01-27,,202602,0.0,,false,false,true,M,,,,CC439,DEPT44,PROJ3039,,,,,2026-01-30,zwinter,
CA,AHOC0069,FINBOOK,N,SYD,,13.0,0.0,0,0.0,2024-09-26,201702,1,2017-02-12,,202602,0.0,,false,false,true,M,,C1,,CC181,DEPT51,PROJ5843,,,,,2026-01-22,juliewilliams,
CA,AHOC0070,FINBOOK,N,LIN,,18.0,0.0,0,0.0,2023-11-04,,1,2017-01-27,,202602,0.0,,false,false,true,M,,,,CC246,DEPT87,PROJ8179,,,,,2025-12-18,petersclifford,
CA,AHOC0071,FINBOOK,N,SYD,,38.0,0.0,0,0.0,2024-12-09,201702,1,2017-02-03,,202603,0.0,,false,false,true,M,,,,CC216,DEPT13,PROJ4048,,,,,2026-02-15,sophie48,
CA,AHOC0072,FINBOOK,N,LIN,,38.0,0.0,0,0.0,2024-06-17,201710,1,2017-10-02,,202602,0.0,,false,false,true,M,,,,CC189,DEPT97,PROJ6236,,,,,2026-03-09,ldavies,
CA,AHOC0073,FINBOOK,N,LIN,,7.0,0.0,0,0.0,2025-12-19,201812,1,2018-11-20,,202603,0.0,,false,false,true,M,,,,CC922,DEPT80,PROJ3126,,,,,2026-03-02,rogersrhys,
CA,AHOC0074,FINBOOK,N,LIN,,36.0,0.0,0,0.0,2025-10-26,,1,2023-06-09,2023-09-22,202603,0.0,,false,false,true,M,,,,CC232,DEPT65,PROJ9238,,,,,2025-12-21,natalie77,
CA,AHOC0075,FINBOOK,N,EXP,,,0.0,0,0.0,2025-05-02,202306,1,2023-05-10,2024-12-24,202601,0.0,,true,false,true,M,,,,CC756,DEPT31,PROJ3526,,,,,2026-01-04,katycunningham,
CA,AHOC0076,FINBOOK,N,SYD,,22.0,0.0,0,0.0,2025-09-29,202012,1,2020-11-26,,202602,0.0,,true,false,true,M,,,,CC757,DEPT48,PROJ8912,,,,,2026-01-14,colin34,
CA,AHOC0077,FINBOOK,N,SYD,,10.0,0.0,0,0.0,2024-03-01,201911,1,2019-10-24,,202603,0.0,,false,false,true,M,,,,CC479,DEPT75,PROJ2739,,,,,2026-01-23,smithalice,
CA,AHOC0078,FINBOOK,N,EXP,,,0.0,0,0.0,2024-11-19,201802,1,2018-01-09,,202602,0.0,,true,false,true,M,,,,CC263,DEPT73,PROJ9433,,,,,2026-02-11,kshah,
CA,AHOC0079,FINBOOK,N,SYD,,26.0,0.0,0,0.0,2024-07-06,202301,1,2022-12-07,,202603,0.0,,false,false,true,M,,,,CC541,DEPT27,PROJ5333,,,,,2026-03-17,jmatthews,
CA,AHOC0080,FINBOOK,N,BAL,21.87,,0.0,0,0.0,2023-11-22,202507,1,2025-06-27,,202602,0.0,,true,true,true,M,,,,CC913,DEPT53,PROJ6990,,,,,2026-03-20,zlloyd,
CA,AHOC0081,FINBOOK,N,EXP,,,0.0,0,0.0,2024-11-10,202302,1,2023-02-09,,202602,0.0,,true,false,true,M,,,,CC444,DEPT74,PROJ9351,,,,,2026-02-20,adrianmurphy,
CA,AHOC0082,FINBOOK,N,SYD,,12.0,0.0,0,0.0,2025-04-02,202212,1,2022-12-04,2024-06-29,202601,0.0,,true,false,true,M,IDX1,,,CC697,DEPT71,PROJ3793,,,,,2026-02-19,angela98,
CA,AHOC0083,FINBOOK,N,EXP,,,0.0,0,0.0,2025-01-22,202011,1,2020-10-31,,202602,0.0,,false,false,true,M,,,,CC163,DEPT27,PROJ9498,,,,,2026-01-09,wpower,
CA,,FINBOOK,N,EXP,,,0.0,0,0.0,2026-02-16,202405,1,2024-04-25,,202602,0.0,,false,false,true,M,,,,CC352,DEPT45,PROJ5890,,,,,2026-01-11,rjohnson,DQ-AD-C01
CA,AHOC0085,,N,LIN,,25.0,0.0,0,0.0,2024-04-17,201906,1,2019-06-17,,202601,0.0,,false,false,true,M,,,,CC891,DEPT28,PROJ5758,,,,,2025-12-19,abdulgoodwin,DQ-AD-C02
CA,AHOC0086,FINBOOK,N,,,9.0,0.0,0,0.0,2024-05-31,201707,1,2017-06-16,,202602,0.0,,true,false,true,M,IDX1,,,CC338,DEPT16,PROJ2641,,,,,2026-02-04,jacquelinefaulkner,DQ-AD-C03
CA,AHOC0087,FINBOOK,N,LIN,,,0.0,0,0.0,2025-07-07,202410,1,2024-09-16,2025-08-06,202602,0.0,,true,false,true,M,,C1,,CC687,DEPT39,PROJ9767,,,,,2026-03-18,dbutcher,DQ-AD-C04
CA,AHOC0088,FINBOOK,N,BAL,,,0.0,0,0.0,2024-11-14,,1,2026-01-24,2026-02-24,202602,0.0,,false,false,true,M,,,,CC565,DEPT92,PROJ9901,,,,,2026-02-19,lfranklin,DQ-AD-C05
CA,AHOC0089,FINBOOK,N,SYD,,45.0,0.0,0,0.0,,202208,1,2022-08-07,,202603,0.0,,true,false,true,M,,,,CC515,DEPT64,PROJ9442,,,,,2026-01-24,wjones,DQ-AD-C06
CA,AHOC0090,FINBOOK,N,BAL,16.35,,0.0,0,0.0,2024-05-07,,1,2019-08-14,,,0.0,,false,false,true,M,,,,CC163,DEPT95,PROJ2936,,,,,2026-02-11,hollylloyd,DQ-AD-C07
CA,AHOC0091,FINBOOK,N,INVALID,,36.0,0.0,0,0.0,2025-08-08,202301,1,2023-01-10,2025-06-09,202602,0.0,,false,false,true,M,,,,CC945,DEPT37,PROJ5054,,,,,2026-03-11,aimee62,DQ-AD-V01
CA,AHOC0092,FINBOOK,X,LIN,,32.0,0.0,0,0.0,2025-10-03,201912,1,2019-11-29,,202603,0.0,,false,false,true,M,,,,CC600,DEPT21,PROJ9361,,,,,2026-02-09,walkerjenna,DQ-AD-V02
CA,AHOC0093,FINBOOK,N,BAL,150.0,14.0,0.0,0,0.0,2024-04-16,202408,1,2024-08-05,,202602,0.0,,true,false,true,M,,,,CC161,DEPT18,PROJ8734,,,,,2025-12-18,dkirk,DQ-AD-V03
CA,AHOC0094,FINBOOK,N,LIN,28.38,0.0,0.0,0,0.0,2025-07-12,,1,2020-06-11,,202602,0.0,,true,false,true,M,,,,CC650,DEPT60,PROJ9664,,,,,2025-12-30,phillip75,DQ-AD-V04
CA,AHOC0095,FINBOOK,N,LIN,,31.0,0.0,0,0.0,2023-10-09,201806,1,2024-01-01,2023-01-01,202602,0.0,,true,false,true,M,,C1,,CC116,DEPT40,PROJ4376,,,,,2025-12-22,fsmith,DQ-AD-V05
CA,AHOC0096,FINBOOK,N,EXP,,,0.0,0,0.0,2022-01-01,201906,1,2023-01-01,,202603,0.0,,true,false,true,M,,,,CC997,DEPT28,PROJ9540,,,,,2026-01-11,watkinsbruce,DQ-AD-V06
CA,AHOC0097,FINBOOK,N,BAL,-10.0,18.0,0.0,0,0.0,2024-12-29,202307,1,2023-06-13,,202601,0.0,,true,false,true,M,,,,CC407,DEPT58,PROJ4012,,,,,2026-03-20,mitchelllouis,DQ-AD-V07
CA,AHOC0098,FINBOOK,N,BAL,6.44,,0.0,0,0.0,2025-07-08,202008,1,2020-08-02,,202602,0.0,,true,false,true,M,,,,CC967,DEPT57,PROJ2514,,,,,2099-01-01,malcolmjones,DQ-AD-V08
CA,AHOC0099,FINBOOK,N,BAL,20.46,,0.0,0,0.0,2026-01-20,,1,2016-05-27,2023-01-01,202602,0.0,,false,false,true,M,,,,CC348,DEPT99,PROJ4350,,,,,2026-02-02,laura29,DQ-AD-K01
CA,AHOC0100,FINBOOK,N,LIN,,19.0,0.0,0,0.0,2023-11-24,,1,2021-07-01,,201901,0.0,,false,false,true,M,,,,CC523,DEPT15,PROJ4625,,,,,2026-03-18,graemegriffiths,DQ-AD-K02
CA,AHOC0101,FINBOOK,N,LIN,,36.0,0.0,0,0.0,2026-01-21,,1,2020-01-07,,202603,0.0,,true,true,true,M,,,,CC837,DEPT79,PROJ9000,,,,,2026-01-06,tfrost,DQ-AD-K03
CA,AHOC0102,FINBOOK,N,EXP,,3.0,0.0,0,0.0,2023-07-04,201809,1,2018-09-07,,202603,0.0,,false,false,true,M,IDX,,,CC731,DEPT71,PROJ8993,,,,,2025-12-16,timothyharrison,DQ-AD-K04
CA,AHOC0103,FINBOOK,N,SYD,,32.0,9999999.0,0,0.0,2024-07-14,201705,1,2017-04-24,,202602,0.0,,true,false,true,M,,,,CC462,DEPT44,PROJ7502,,,,,2025-12-24,wardanne,DQ-AD-K05
CA,AHOC0104,FINBOOK,N,LIN,,36.0,0.0,0,0.0,2015-01-01,202007,1,2020-06-17,,202601,0.0,,true,false,true,M,,,,CC965,DEPT65,PROJ6427,,,,,2026-02-24,james67,DQ-AD-X03
CA,AHOC0105,FINBOOK,N,BAL,20.87,,0.0,0,0.0,2023-12-11,202205,1,2022-04-28,2026-02-03,202601,0.0,,false,false,true,M,,,,CC870,DEPT60,PROJ2260,,,,,2026-01-21,bgoddard,
CA,AHOC0106,FINBOOK,N,SYD,,17.0,0.0,0,0.0,2024-10-01,,1,2016-10-31,,202603,0.0,,false,false,true,M,,,,CC434,DEPT13,PROJ5478,,,,,2026-03-24,amber87,
CA,AHOC0107,FINBOOK,N,EXP,,,0.0,0,0.0,2024-09-25,201904,1,2019-03-28,,202602,0.0,,false,false,true,M,,,,CC209,DEPT21,PROJ1085,,,,,2026-01-22,brandon31,
CA,AHOC0108,FINBOOK,N,BAL,21.01,,0.0,0,0.0,2026-01-05,202206,1,2022-06-13,,202603,0.0,,false,false,true,M,,,,CC523,DEPT59,PROJ2387,,,,,2026-03-16,fholt,
CA,AHOC0109,FINBOOK,N,EXP,,,0.0,0,0.0,2024-08-06,202004,1,2020-04-13,,202601,0.0,,false,false,true,M,,,,CC209,DEPT27,PROJ5991,,,,,2025-12-14,garry54,
CA,AHOC0110,FINBOOK,N,BAL,14.12,,0.0,0,0.0,2025-09-05,201911,1,2019-10-30,2022-02-28,202603,0.0,,false,false,true,M,,,,CC398,DEPT98,PROJ9044,,,,,2026-02-25,lewiskarl,
