client,asset_id,depr_book_id,status,depr_method,depr_percent,lifetime,res_value,res_val_flag,salvage_amount,cap_date_from,cap_period_from,cap_flag,date_from,date_to,depr_period,depr_limit,depr_max_perc,nbv_rounding,switch,period_exact,frequency,index_id,index_code,repl_amount,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,last_update,user_id,_edge_case
LA,AHOL0011,FINBOOK,N,EXP,,,0.0,0,0.0,2025-04-26,202504,1,2025-03-28,,202603,0.0,,true,false,true,M,,,,CC837,DEPT50,PROJ5444,,,,,2025-12-23,howardmohammad,
LA,AHOL0012,FINBOOK,N,SYD,,15.0,0.0,0,0.0,2021-05-09,202105,1,2021-05-09,,202602,0.0,,true,false,true,M,,,,CC737,DEPT41,PROJ8600,,,,,2026-01-30,sharvey,
LA,AHOL0013,TAXBOOK,T,SYD,,7.0,0.0,0,0.0,2025-10-25,202510,1,2025-10-02,2026-01-18,202602,0.0,,true,false,true,M,,,,CC161,DEPT28,PROJ5584,,,,,2025-12-25,mwilliams,
LA,AHOL0013,FINBOOK,T,LIN,,17.0,0.0,0,0.0,2025-10-25,202510,1,2025-10-02,2026-01-18,202601,0.0,,false,false,true,M,,,,CC161,DEPT28,PROJ5584,,,,,2025-12-25,mwilliams,
LA,AHOL0014,FINBOOK,T,LIN,,13.0,0.0,0,0.0,2019-12-02,201912,1,2019-11-22,2025-01-18,202602,0.0,,false,false,true,M,,,,CC888,DEPT84,PROJ2785,,,,,2026-01-02,richard13,
LA,AHOL0015,FINBOOK,N,LIN,,46.0,0.0,0,0.0,2023-12-14,202312,1,2023-12-05,,202603,0.0,,false,false,true,M,,,,CC828,DEPT41,PROJ6828,,,,,2026-02-02,melissa02,
LA,AHOL0016,FINBOOK,N,EXP,,,0.0,0,0.0,2017-08-05,201708,1,2017-08-05,,202601,0.0,,true,false,true,M,,,,CC745,DEPT92,PROJ2376,,,,,2026-02-26,jeremy96,
LA,AHOL0017,FINBOOK,N,EXP,,,0.0,0,0.0,2022-09-14,202209,1,2022-09-01,,202603,0.0,,false,false,true,M,,,,CC276,DEPT55,PROJ4517,,,,,2026-01-06,michelle55,
LA,AHOL0018,FINBOOK,C,SYD,,25.0,0.0,0,0.0,2020-07-15,202007,1,2020-07-11,2025-04-23,202601,0.0,,false,false,true,M,,,,CC491,DEPT55,PROJ8859,,,,,2026-02-21,sfaulkner,
LA,AHOL0019,FINBOOK,N,SYD,,25.0,0.0,0,0.0,2024-11-17,202411,1,2024-10-30,,202601,0.0,,true,false,true,M,,,,CC935,DEPT17,PROJ4594,,,,,2026-02-25,murphyguy,
LA,AHOL0020,FINBOOK,T,SYD,,3.0,0.0,0,0.0,2018-06-01,201806,1,2018-05-06,2023-12-12,202603,0.0,,true,false,true,M,,,,CC716,DEPT38,PROJ1326,,,,,2026-02-19,mossjoanna,
LA,AHOL0021,FINBOOK,N,EXP,,,0.0,0,0.0,,,0,2024-11-30,,202603,0.0,,true,false,true,M,,,,CC778,DEPT60,PROJ2655,,,,,2026-01-26,brenda77,
LA,AHOL0022,FINBOOK,N,BAL,25.41,,0.0,0,0.0,2023-03-08,202303,1,2023-02-11,,202601,0.0,,false,false,true,M,,,,CC851,DEPT98,PROJ5825,,,,,2025-12-30,gerardwilliams,
LA,AHOL0023,FINBOOK,N,LIN,,19.0,0.0,0,0.0,2020-01-04,202001,1,2019-12-12,,202603,0.0,,true,false,true,M,,,,CC190,DEPT95,PROJ6500,,,,,2026-02-09,carolynsteele,
LA,AHOL0024,FINBOOK,T,SYD,,7.0,0.0,0,0.0,2020-07-05,202007,1,2020-06-24,2024-10-08,202602,0.0,,true,false,true,M,,,,CC876,DEPT97,PROJ4695,,,,,2026-01-03,wilsongeoffrey,
LA,AHOL0025,FINBOOK,N,SYD,,13.0,0.0,0,0.0,2017-04-21,201704,1,2017-04-11,,202603,0.0,,true,false,true,M,,,,CC541,DEPT93,PROJ3703,,,,,2026-03-01,sbegum,
LA,AHOL0026,FINBOOK,N,LIN,,4.0,0.0,0,0.0,2020-09-08,202009,1,2020-08-21,,202603,0.0,,true,false,true,M,,,,CC189,DEPT47,PROJ8869,,,,,2026-01-08,probinson,
LA,AHOL0027,FINBOOK,N,EXP,,,0.0,0,0.0,2022-05-14,202205,1,2022-05-02,,202602,0.0,,true,false,true,M,,,,CC550,DEPT69,PROJ5315,,,,,2026-01-11,junebuckley,
LA,AHOL0028,TAXBOOK,T,SYD,,14.0,0.0,0,0.0,2025-09-10,202509,1,2025-08-29,2026-02-08,202601,0.0,,true,false,true,M,,,,CC686,DEPT40,PROJ8803,,,,,2026-01-21,kathleen40,
LA,AHOL0028,FINBOOK,T,LIN,,28.0,0.0,0,0.0,2025-09-10,202509,1,2025-08-29,2026-02-08,202601,0.0,,true,false,true,M,,,,CC686,DEPT40,PROJ8803,,,,,2026-01-21,kathleen40,
LA,AHOL0029,FINBOOK,N,LIN,,47.0,0.0,0,0.0,2022-12-05,202212,1,2022-11-27,,202602,0.0,,false,false,true,M,,,,CC977,DEPT45,PROJ9514,,,,,2026-02-10,ctaylor,
LA,AHOL0030,FINBOOK,T,SYD,,12.0,0.0,0,0.0,2019-07-07,201907,1,2019-06-10,2025-07-11,202602,0.0,,false,false,true,M,IDX1,,,CC584,DEPT14,PROJ3821,,,,,2026-01-18,umurphy,
LA,AHOL0031,FINBOOK,N,SYD,,23.0,0.0,0,0.0,2025-07-28,202506,1,2025-05-26,2025-11-27,202603,0.0,,false,false,true,M,,,,CC989,DEPT39,PROJ3201,,,,,2026-01-21,xbarnes,
LA,AHOL0032,FINBOOK,N,BAL,28.44,,0.0,0,0.0,2024-01-11,202006,1,2020-06-04,,202603,0.0,,true,false,true,M,,,,CC899,DEPT77,PROJ1474,,,,,2026-01-05,qcooper,
LA,AHOL0033,FINBOOK,N,LIN,,21.0,0.0,0,0.0,2025-08-02,201608,1,2016-07-29,,202603,0.0,,false,false,true,M,IDX1,,,CC458,DEPT54,PROJ3679,,,,,2026-01-16,stephaniearnold,
LA,AHOL0034,FINBOOK,N,EXP,,,0.0,0,0.0,2025-03-11,202112,1,2021-12-27,,202602,0.0,,false,false,true,M,,,,CC715,DEPT11,PROJ4666,,,,,2026-01-15,jbrown,
LA,AHOL0035,FINBOOK,N,LIN,,33.0,0.0,0,0.0,2025-05-28,202009,1,2020-09-07,,202603,0.0,,false,false,true,M,,,,CC959,DEPT57,PROJ5631,,,,,2026-01-21,qporter,
LA,AHOL0036,FINBOOK,N,SYD,,28.0,0.0,0,0.0,2024-03-19,202202,1,2022-01-12,2023-06-18,202602,0.0,,true,false,true,M,,,,CC838,DEPT13,PROJ9148,,,,,2026-01-20,bartonfrances,
LA,AHOL0037,FINBOOK,N,EXP,,,0.0,0,0.0,2023-11-06,202310,1,2023-10-07,,202602,0.0,,true,false,true,M,,,,CC285,DEPT47,PROJ2599,,,,,2026-02-12,ccarr,
LA,AHOL0038,FINBOOK,N,BAL,19.01,,0.0,0,0.0,2025-12-24,201912,1,2019-12-13,,202601,0.0,,false,false,true,M,,,,CC987,DEPT91,PROJ2166,,,,,2026-02-12,julian16,
LA,AHOL0039,FINBOOK,N,LIN,,31.0,0.0,0,0.0,2023-08-26,202105,1,2021-05-13,,202603,0.0,,true,false,true,M,,,,CC746,DEPT32,PROJ6134,,,,,2026-03-05,williamsannette,
LA,AHOL0040,FINBOOK,N,BAL,5.5,,0.0,0,0.0,2025-08-11,202101,1,2021-01-17,,202603,0.0,,true,false,true,M,,,,CC848,DEPT57,PROJ1230,,,,,2026-01-24,harriskaren,
LA,AHOL0041,FINBOOK,N,BAL,9.62,,0.0,0,0.0,2024-06-29,201907,1,2019-06-30,,202601,0.0,,false,true,true,M,,,,CC803,DEPT27,PROJ6615,,,,,2026-02-14,yarmstrong,
LA,AHOL0042,FINBOOK,N,LIN,,6.0,0.0,0,0.0,2025-10-31,202502,1,2025-02-11,,202602,0.0,,true,false,true,M,,,,CC708,DEPT16,PROJ2771,,,,,2026-03-07,pbibi,
LA,AHOL0043,FINBOOK,N,LIN,,34.0,0.0,0,0.0,2023-10-22,201908,1,2019-08-11,,202603,0.0,,true,false,true,M,,,,CC207,DEPT75,PROJ2928,,,,,2026-01-19,ddawson,
LA,AHOL0044,FINBOOK,N,LIN,,49.0,0.0,0,0.0,2023-09-28,201808,1,2018-07-24,,202602,0.0,,true,false,true,M,,,,CC213,DEPT83,PROJ9095,,,,,2026-01-02,sian82,
LA,AHOL0045,FINBOOK,N,LIN,,3.0,0.0,0,0.0,2025-12-25,202601,1,2026-01-13,,202601,0.0,,true,false,true,M,,,,CC856,DEPT24,PROJ2556,,,,,2026-03-21,ruth64,
LA,AHOL0046,FINBOOK,N,BAL,8.17,,0.0,0,0.0,2025-04-22,202002,1,2020-01-28,,202602,0.0,,true,false,true,M,,,,CC494,DEPT98,PROJ8835,,,,,2026-02-05,ydean,
LA,AHOL0047,FINBOOK,N,EXP,,,0.0,0,0.0,2024-03-21,202004,1,2020-04-02,,202603,0.0,,true,false,true,M,,,,CC521,DEPT66,PROJ1753,,,,,2025-12-22,daniel64,
LA,AHOL0048,FINBOOK,N,BAL,7.1,,0.0,0,0.0,2025-12-04,201901,1,2019-01-08,,202602,0.0,,false,false,true,M,,,,CC260,DEPT74,PROJ8688,,,,,2026-02-15,slee,
LA,AHOL0049,FINBOOK,N,SYD,,5.0,0.0,0,0.0,2024-08-14,202504,1,2025-03-20,,202602,0.0,,true,false,true,M,,,,CC863,DEPT93,PROJ1291,,,,,2025-12-27,heatherbates,
LA,AHOL0050,FINBOOK,N,EXP,,,0.0,0,0.0,2025-04-30,202002,1,2020-01-21,,202602,0.0,,false,false,true,M,,,,CC885,DEPT89,PROJ8751,,,,,2026-03-15,teresaglover,
LA,AHOL0051,FINBOOK,N,SYD,,16.0,0.0,0,0.0,2026-02-04,202202,1,2022-02-01,2026-02-07,202602,0.0,,true,false,true,M,,,,CC725,DEPT35,PROJ4072,,,,,2025-12-29,xrhodes,
LA,AHOL0052,FINBOOK,N,BAL,24.37,,0.0,0,0.0,2024-11-03,202104,1,2021-04-14,2025-01-21,202603,0.0,,true,false,true,M,,,,CC853,DEPT16,PROJ8091,,,,,2026-02-26,elizabeth23,
LA,AHOL0053,FINBOOK,N,EXP,,,0.0,0,0.0,2025-06-13,201901,1,2019-01-06,,202601,0.0,,false,false,true,M,,,,CC236,DEPT27,PROJ7762,,,,,2026-03-01,roger47,
LA,,FINBOOK,N,SYD,,46.0,0.0,0,0.0,2024-10-31,,1,2017-09-20,,202602,0.0,,false,false,true,M,,,,CC430,DEPT24,PROJ6771,,,,,2026-02-23,jrobson,DQ-AD-C01
LA,AHOL0055,,N,LIN,,25.0,0.0,0,0.0,2025-08-07,201904,1,2019-03-24,,202601,0.0,,false,false,true,M,,,,CC163,DEPT98,PROJ5835,,,,,2026-01-09,zmorgan,DQ-AD-C02
LA,AHOL0056,FINBOOK,N,,,50.0,0.0,0,0.0,2023-08-22,202503,1,2025-03-02,,202603,0.0,,true,false,true,M,,,,CC907,DEPT97,PROJ6122,,,,,2026-02-22,pritchardharry,DQ-AD-C03
LA,AHOL0057,FINBOOK,N,LIN,31.95,,0.0,0,0.0,2023-09-12,202211,1,2022-10-31,,202602,0.0,,true,false,true,M,,,,CC401,DEPT67,PROJ3906,,,,,2026-03-11,fiona65,DQ-AD-C04
LA,AHOL0058,FINBOOK,N,BAL,,,0.0,0,0.0,2025-09-13,201712,1,2017-12-20,,202603,0.0,,false,false,true,M,,,,CC740,DEPT88,PROJ5934,,,,,2026-02-14,bibichelsea,DQ-AD-C05
LA,AHOL0059,FINBOOK,N,LIN,,10.0,0.0,0,0.0,,202003,1,2020-02-25,,202602,0.0,,false,false,true,M,,,,CC870,DEPT89,PROJ9691,,,,,2026-02-12,woodsgillian,DQ-AD-C06
LA,AHOL0060,FINBOOK,N,SYD,,5.0,0.0,0,0.0,2024-09-26,202503,1,2025-02-28,2025-05-27,,0.0,,true,false,true,M,,,,CC629,DEPT57,PROJ9426,,,,,2026-02-17,davidsonian,DQ-AD-C07
LA,AHOL0061,FINBOOK,N,INVALID,,50.0,0.0,0,0.0,2025-10-11,202310,1,2023-10-01,,202602,0.0,,true,false,true,M,IDX1,,,CC948,DEPT99,PROJ8130,,,,,2026-03-06,shannonkirk,DQ-AD-V01
LA,AHOL0062,FINBOOK,X,LIN,,50.0,0.0,0,0.0,2023-07-04,202506,1,2025-06-12,,202602,0.0,,true,false,true,M,,,,CC117,DEPT59,PROJ2938,,,,,2026-02-20,ufox,DQ-AD-V02
LA,AHOL0063,FINBOOK,N,BAL,150.0,,0.0,0,0.0,2025-04-07,202103,1,2021-02-20,,202601,0.0,,false,false,true,M,IDX1,,,CC864,DEPT60,PROJ9941,,,,,2026-01-20,rrichards,DQ-AD-V03
LA,AHOL0064,FINBOOK,N,LIN,23.79,0.0,0.0,0,0.0,2023-10-23,201703,1,2017-03-09,,202602,0.0,,true,false,true,M,,,,CC288,DEPT38,PROJ5140,,,,,2026-01-07,pwilliams,DQ-AD-V04
LA,AHOL0065,FINBOOK,N,SYD,,24.0,0.0,0,0.0,2024-11-06,202406,1,2024-01-01,2023-01-01,202602,0.0,,false,false,true,M,,,,CC734,DEPT18,PROJ4170,,,,,2026-01-23,benjamin64,DQ-AD-V05
LA,AHOL0066,FINBOOK,N,EXP,,,0.0,0,0.0,2022-01-01,202501,1,2023-01-01,2026-02-14,202602,0.0,,false,false,true,M,,,,CC850,DEPT52,PROJ8863,,,,,2026-02-11,jemmadawson,DQ-AD-V06
LA,AHOL0067,FINBOOK,N,BAL,-10.0,,0.0,0,0.0,2025-02-21,201904,1,2019-03-09,2020-02-15,202602,0.0,,false,false,true,M,,,,CC932,DEPT84,PROJ7637,,,,,2026-03-22,malcolmgreenwood,DQ-AD-V07
LA,AHOL0068,FINBOOK,N,BAL,17.49,,0.0,0,0.0,2024-12-05,201710,1,2017-09-25,2023-06-08,202603,0.0,,true,false,true,M,,,,CC968,DEPT88,PROJ3717,,,,,2099-01-01,katestevens,DQ-AD-V08
LA,AHOL0069,FINBOOK,N,EXP,,,0.0,0,0.0,2025-06-17,201808,1,2018-07-20,2023-01-01,202601,0.0,,false,false,true,M,,,,CC140,DEPT93,PROJ6309,,,,,2025-12-27,whitejacob,DQ-AD-K01
LA,AHOL0070,FINBOOK,N,LIN,,35.0,0.0,0,0.0,2025-12-22,201902,1,2019-01-20,,201901,0.0,,true,false,true,M,,,,CC988,DEPT54,PROJ8976,,,,,2026-02-13,bensonrichard,DQ-AD-K02
LA,AHOL0071,FINBOOK,N,LIN,23.12,,0.0,0,0.0,2024-01-29,202505,1,2025-05-24,,202602,0.0,,true,true,true,M,,,,CC593,DEPT96,PROJ8844,,,,,2026-02-13,andrew24,DQ-AD-K03
LA,AHOL0072,FINBOOK,N,EXP,,41.0,0.0,0,0.0,2024-02-04,201804,1,2018-04-02,2022-11-17,202602,0.0,,false,false,true,M,IDX,,,CC845,DEPT94,PROJ5644,,,,,2025-12-24,morrisalice,DQ-AD-K04
LA,AHOL0073,FINBOOK,N,SYD,,12.0,9999999.0,0,0.0,2024-01-21,201903,1,2019-03-14,2023-02-14,202602,0.0,,true,false,true,M,,,,CC494,DEPT26,PROJ2778,,,,,2025-12-16,priceross,DQ-AD-K05
LA,AHOL0074,FINBOOK,N,EXP,,,0.0,0,0.0,2015-01-01,202308,1,2023-08-17,,202601,0.0,,true,false,true,M,,,,CC893,DEPT96,PROJ8069,,,,,2026-02-18,clare00,DQ-AD-X03
LA,AHOL0075,FINBOOK,N,SYD,,19.0,0.0,0,0.0,2025-12-11,,1,2025-08-15,,202603,0.0,,true,false,true,M,,,,CC338,DEPT20,PROJ5641,,,,,2026-02-28,joneslouise,
LA,AHOL0076,FINBOOK,N,SYD,,16.0,0.0,0,0.0,2024-04-05,201910,1,2019-10-10,,202602,0.0,,false,false,true,M,,,,CC648,DEPT64,PROJ6990,,,,,2026-03-02,garyclarke,
LA,AHOL0077,FINBOOK,N,SYD,,24.0,0.0,0,0.0,2024-11-29,201711,1,2017-10-12,,202602,0.0,,true,false,true,M,,,,CC816,DEPT30,PROJ2642,,,,,2026-01-10,margaret98,
LA,AHOL0078,FINBOOK,N,LIN,,14.0,0.0,0,0.0,2025-06-25,201612,1,2016-12-13,,202602,0.0,,false,false,true,M,,,,CC510,DEPT88,PROJ9536,,,,,2026-01-19,sgibson,
LA,AHOL0079,FINBOOK,N,SYD,,28.0,0.0,0,0.0,2025-05-13,202302,1,2023-02-17,,202602,0.0,,true,false,true,M,,,,CC188,DEPT45,PROJ7544,,,,,2026-01-28,sharonprice,
LA,AHOL0080,FINBOOK,N,SYD,,35.0,0.0,0,0.0,2023-12-24,,1,2020-02-19,,202603,0.0,,true,false,true,M,,,,CC513,DEPT83,PROJ1076,,,,,2026-01-16,gsanderson,
LA,AHOL0081,FINBOOK,N,LIN,,33.0,0.0,0,0.0,2025-11-26,202401,1,2024-01-07,2025-02-26,202603,0.0,,false,false,true,M,,,,CC569,DEPT97,PROJ8548,,,,,2026-02-27,karen27,
LA,AHOL0082,FINBOOK,N,EXP,,,0.0,0,0.0,2024-02-06,202203,1,2022-03-29,2023-10-19,202603,0.0,,true,false,true,M,,,,CC282,DEPT70,PROJ6142,,,,,2026-01-28,vglover,
LA,AHOL0083,FINBOOK,N,LIN,,33.0,0.0,0,0.0,2025-11-21,202003,1,2020-03-23,,202603,0.0,,false,false,true,M,,,,CC779,DEPT73,PROJ1108,,,,,2026-03-21,vanessa16,
LA,AHOL0084,FINBOOK,N,BAL,17.8,,0.0,0,0.0,2024-08-04,202009,1,2020-09-10,,202603,0.0,,false,false,true,M,IDX1,,,CC653,DEPT14,PROJ9232,,,,,2026-01-27,morgangrace,
LA,AHOL0085,FINBOOK,N,SYD,,20.0,0.0,0,0.0,2025-11-18,201903,1,2019-03-07,,202602,0.0,,true,false,true,M,,,,CC315,DEPT63,PROJ7099,,,,,2026-01-29,deanmoss,
LA,AHOL0086,FINBOOK,N,EXP,,,0.0,0,0.0,2025-07-04,202007,1,2020-07-03,,202602,0.0,,false,false,true,M,,,,CC611,DEPT27,PROJ9470,,,,,2026-02-20,geoffrey49,
LA,AHOL0087,FINBOOK,N,SYD,,10.0,0.0,0,0.0,2023-07-18,202108,1,2021-07-29,,202603,0.0,,true,false,true,M,,,,CC468,DEPT81,PROJ5222,,,,,2026-01-27,johnsylvia,
LA,AHOL0088,FINBOOK,N,SYD,,7.0,0.0,0,0.0,2025-04-04,202412,1,2024-12-02,,202603,0.0,,true,false,true,M,,,,CC248,DEPT31,PROJ6527,,,,,2026-02-05,rita45,
LA,AHOL0089,FINBOOK,N,BAL,23.54,,0.0,0,0.0,2025-07-12,202512,1,2025-11-28,,202601,0.0,,true,false,true,M,,,,CC271,DEPT33,PROJ1378,,,,,2025-12-30,vrees,
LA,ORPHAN_DEPR,FINBOOK,N,BAL,5.8,,0.0,0,0.0,,,0,2017-05-25,,202602,0.0,,false,false,true,M,,,,CC553,DEPT90,PROJ3071,,,,,2025-12-30,nicolaburton,DQ-AD-X01
