client,apar_id,voucher_no,sequence_no,voucher_type,voucher_date,trans_date,due_date,description,amount,cur_amount,currency,rest_amount,rest_curr,discount,dc_flag,status,pay_method,payment_date,pay_flag,period,payperiod,ext_inv_ref,orig_reference,order_id,contract_id,tax_code,exch_rate,last_update,wf_state,_edge_case
2000,SUP0068,AP904812,1,INVOICE,2026-03-26,2026-03-26,2026-06-24,Neque quam nesciunt cupiditate occaecati nulla sapiente corporis.,28468.11,,GBP,6197.04,,,D,N,INT,,N,202603,,INV-78039,,PO9570,,Z0,,2026-05-05,T,
2000,SUP0013,AP553873,1,INVOICE,2024-05-24,2024-05-24,2024-07-23,Adipisci veniam beatae accusantium et.,17614.6,,GBP,8084.46,,,D,N,CHQ,,N,202405,,INV-29484,,PO1894,,S20,,2026-05-05,T,
2000,SUP0021,AP630126,1,INVOICE,2025-08-19,2025-08-19,2025-10-18,Impedit dignissimos magnam nostrum.,43536.07,,GBP,40928.6,,,D,N,CHQ,,N,202508,,INV-52026,,PO4946,,EX,,2026-05-05,T,
2000,SUP0036,AP152796,1,INVOICE,2025-11-04,2025-11-04,2025-12-04,Sit quasi aperiam consequuntur dignissimos eveniet optio.,27749.53,,GBP,19343.92,,,D,N,CHAPS,,N,202511,,INV-20332,,PO8521,,EX,,2026-05-05,T,
2000,SUP0074,AP569865,1,INVOICE,2023-06-30,2023-06-30,2023-08-29,Fugiat vero itaque modi molestias perspiciatis sint.,22629.87,,GBP,20480.81,,,D,N,CHQ,,N,202306,,INV-95638,,PO1291,,S20,,2026-05-05,T,
2000,SUP0052,AP532368,1,INVOICE,2023-03-15,2023-03-15,2023-06-13,Nostrum deleniti doloribus nam dolore.,27680.39,,GBP,9391.21,,,D,N,INT,,N,202303,,INV-76628,,PO4389,,Z0,,2026-05-05,T,
2000,SUP0059,AP457411,1,INVOICE,2025-01-14,2025-01-14,2025-02-13,Quo provident porro laborum laboriosam.,40921.14,,GBP,13280.79,,,D,N,INT,,N,202501,,INV-83420,,PO8751,,Z0,,2026-05-05,T,
2000,SUP0047,AP850689,1,INVOICE,2025-07-15,2025-07-15,2025-08-14,Ut recusandae earum commodi perspiciatis fugit voluptatem.,5323.13,,GBP,2517.16,,,D,N,BACS,,N,202507,,INV-54742,,PO6818,,Z0,,2026-05-05,T,
2000,SUP0038,AP674295,1,INVOICE,2025-12-05,2025-12-05,2026-02-03,Veritatis rem enim enim quae expedita.,35253.75,,GBP,33962.67,,,D,N,CHAPS,,N,202512,,INV-74542,,PO3301,,Z0,,2026-05-05,T,
2000,SUP0053,AP212157,1,INVOICE,2024-06-04,2024-06-04,2024-09-02,Omnis quibusdam distinctio repudiandae earum natus.,10198.11,,GBP,9213.01,,,D,N,CHQ,,N,202406,,INV-38257,,PO8488,,S20,,2026-05-05,T,
2000,SUP0044,AP213000,1,INVOICE,2025-04-28,2025-04-28,2025-05-28,Consequatur nulla nesciunt doloribus pariatur.,46368.01,,GBP,15302.7,,,D,N,BACS,,N,202504,,INV-69048,,PO8493,,Z0,,2026-05-05,T,
2000,SUP0065,AP241176,1,INVOICE,2025-10-18,2025-10-18,2025-11-17,Dolorem doloremque aut ex iusto perspiciatis consequuntur.,26753.04,,GBP,25713.49,,,D,N,CHQ,,N,202510,,INV-86692,,PO8912,,Z0,,2026-05-05,T,
2000,SUP0023,AP825423,1,INVOICE,2026-03-30,2026-03-30,2026-04-29,Voluptate culpa officiis sunt labore officiis quidem.,36659.49,,GBP,32894.36,,,D,N,CHQ,,N,202603,,INV-96182,,PO6273,,Z0,,2026-05-05,T,
2000,SUP0050,AP539001,1,INVOICE,2024-05-23,2024-05-23,2024-07-22,Eum officia tenetur at nemo.,20194.56,,GBP,14655.45,,,D,N,INT,,N,202405,,INV-69355,,PO3185,,S20,,2026-05-05,T,
2000,SUP0053,AP731792,1,INVOICE,2025-11-15,2025-11-15,2026-01-14,Qui sed alias ullam in saepe ut.,42232.18,,GBP,23724.15,,,D,N,INT,,N,202511,,INV-82559,,PO4560,,S20,,2026-05-05,T,
2000,SUP0027,AP754487,1,INVOICE,2024-08-18,2024-08-18,2024-11-16,Voluptatum id libero.,17592.03,,GBP,8129.3,,,D,N,CHAPS,,N,202408,,INV-76046,,PO9888,,Z0,,2026-05-05,T,
2000,SUP0042,AP844858,1,INVOICE,2023-08-25,2023-08-25,2023-10-24,Soluta ab necessitatibus autem voluptatem.,28332.87,,GBP,15122.81,,,D,N,CHQ,,N,202308,,INV-98374,,PO9747,,EX,,2026-05-05,T,
2000,SUP0055,AP947568,1,INVOICE,2023-01-27,2023-01-27,2023-04-27,Iste odit minima suscipit consequatur.,5770.29,,GBP,4012.1,,,D,N,BACS,,N,202301,,INV-97851,,PO1927,,S20,,2026-05-05,T,
2000,SUP0035,AP886626,1,INVOICE,2023-11-26,2023-11-26,2024-01-25,Iusto deserunt beatae cum itaque ducimus delectus.,34327.82,,GBP,30306.57,,,D,N,BACS,,N,202311,,INV-48684,,PO4342,,Z0,,2026-05-05,T,
2000,SUP0005,AP476105,1,INVOICE,2025-07-15,2025-07-15,2025-08-14,Ratione necessitatibus quidem cupiditate sequi tempore.,30997.39,,GBP,14245.76,,,D,N,CHAPS,,N,202507,,INV-94819,,PO7371,,S20,,2026-05-05,T,
2000,SUP0066,AP922405,1,INVOICE,2024-08-12,2024-08-12,2024-11-10,Maiores assumenda pariatur delectus consequuntur eum.,33392.43,,GBP,8642.37,,,D,N,CHQ,,N,202408,,INV-64600,,PO6122,,Z0,,2026-05-05,T,
2000,SUP0007,AP113595,1,INVOICE,2024-05-29,2024-05-29,2024-06-28,Ab fugit ipsum eaque eveniet.,31217.8,,GBP,11714.79,,,D,N,CHQ,,N,202405,,INV-39563,,PO7025,,Z0,,2026-05-05,T,
2000,SUP0070,AP874320,1,INVOICE,2024-02-07,2024-02-07,2024-05-07,Quam accusamus officiis possimus aperiam blanditiis esse illo.,48232.35,,GBP,36881.24,,,D,N,CHAPS,,N,202402,,INV-99477,,PO2220,,S20,,2026-05-05,T,
2000,SUP0023,AP870786,1,INVOICE,2025-11-18,2025-11-18,2025-12-18,Unde suscipit quo porro odit velit facilis.,19171.31,,GBP,12599.27,,,D,N,INT,,N,202511,,INV-27048,,PO3636,,Z0,,2026-05-05,T,
2000,SUP0033,AP105919,1,INVOICE,2024-11-07,2024-11-07,2025-01-06,Dolor consequatur corrupti quibusdam non.,35629.62,,GBP,31217.09,,,D,N,CHAPS,,N,202411,,INV-52287,,PO1833,,Z0,,2026-05-05,T,
2000,SUP0039,AP614379,1,INVOICE,2026-03-18,2026-03-18,2026-06-16,Praesentium totam quidem reiciendis repudiandae quis.,18225.24,,GBP,6793.91,,,D,N,INT,,N,202603,,INV-78864,,PO4603,,S20,,2026-05-05,T,
2000,SUP0067,AP171488,1,INVOICE,2025-10-31,2025-10-31,2025-11-30,Sit aspernatur ipsum provident aspernatur natus aperiam molestias.,21088.6,,GBP,12028.33,,,D,N,BACS,,N,202510,,INV-55796,,PO4624,,S20,,2026-05-05,T,
2000,SUP0043,AP447148,1,INVOICE,2025-01-08,2025-01-08,2025-03-09,Dicta modi cum sequi ipsam perspiciatis quaerat.,11313.04,,GBP,4501.18,,,D,N,CHQ,,N,202501,,INV-83575,,PO1144,,S20,,2026-05-05,T,
2000,SUP0045,AP567315,1,INVOICE,2024-05-07,2024-05-07,2024-08-05,At magni repellat iste maiores itaque animi.,30878.2,,GBP,15534.66,,,D,N,BACS,,N,202405,,INV-99463,,PO6258,,EX,,2026-05-05,T,
2000,SUP0015,AP504620,1,INVOICE,2024-06-09,2024-06-09,2024-09-07,Perferendis est accusantium ducimus a dolor asperiores.,36336.79,,GBP,35618.61,,,D,N,INT,,N,202406,,INV-77411,,PO9335,,EX,,2026-05-05,T,
2000,SUP0063,AP145981,1,INVOICE,2024-08-30,2024-08-30,2024-11-28,Exercitationem aperiam voluptatibus vel architecto ut.,10029.36,,GBP,5906.13,,,D,N,BACS,,N,202408,,INV-31940,,PO9814,,Z0,,2026-05-05,T,
2000,SUP0001,AP757386,1,INVOICE,2023-05-15,2023-05-15,2023-06-14,Enim debitis consequatur.,33681.59,,GBP,12837.21,,,D,N,CHQ,,N,202305,,INV-23621,,PO4368,,Z0,,2026-05-05,T,
2000,SUP0056,AP777968,1,INVOICE,2023-05-28,2023-05-28,2023-08-26,Fugiat tempora ipsum totam fugiat aspernatur.,34459.16,,GBP,33804.35,,,D,N,INT,,N,202305,,INV-14965,,PO2433,,S20,,2026-05-05,T,
2000,SUP0007,AP286638,1,INVOICE,2024-05-30,2024-05-30,2024-08-28,Consequatur similique blanditiis voluptatibus hic consectetur voluptatem.,3986.88,,GBP,1366.32,,,D,N,INT,,N,202405,,INV-63429,,PO7357,,EX,,2026-05-05,T,
2000,SUP0052,AP554059,1,INVOICE,2024-10-09,2024-10-09,2024-11-08,Quidem voluptatem iure.,19780.34,,GBP,17908.24,,,D,N,BACS,,N,202410,,INV-94072,,PO2036,,Z0,,2026-05-05,T,
2000,SUP0006,AP834928,1,INVOICE,2023-05-29,2023-05-29,2023-07-28,Incidunt fugit dolorem itaque culpa deleniti soluta.,46438.36,,GBP,42495.35,,,D,N,INT,,N,202305,,INV-89503,,PO2417,,EX,,2026-05-05,T,
2000,SUP0057,AP499941,1,INVOICE,2025-03-20,2025-03-20,2025-06-18,Adipisci optio nostrum vel.,2025.55,,GBP,1772.24,,,D,N,CHAPS,,N,202503,,INV-27875,,PO7406,,Z0,,2026-05-05,T,
2000,SUP0038,AP764845,1,INVOICE,2023-10-23,2023-10-23,2023-12-22,Dolores architecto nisi.,34025.81,,GBP,9141.54,,,D,N,INT,,N,202310,,INV-11461,,PO3316,,S20,,2026-05-05,T,
2000,SUP0006,AP105274,1,INVOICE,2026-03-18,2026-03-18,2026-06-16,Nisi praesentium aliquid qui illo doloremque dolor.,20007.04,,GBP,11243.55,,,D,N,BACS,,N,202603,,INV-49936,,PO4441,,Z0,,2026-05-05,T,
2000,SUP0045,AP322022,1,INVOICE,2025-04-25,2025-04-25,2025-07-24,Consequuntur voluptatibus doloremque totam.,42647.21,,GBP,37786.96,,,D,N,CHAPS,,N,202504,,INV-38939,,PO5140,,S20,,2026-05-05,T,
2000,SUP0015,AP290167,1,INVOICE,2026-03-07,2026-03-07,2026-04-06,Eum nisi perferendis eum error corporis optio.,42643.69,,GBP,10835.94,,,D,N,CHQ,,N,202603,,INV-94498,,PO2198,,EX,,2026-05-05,T,
2000,SUP0009,AP362865,1,INVOICE,2023-07-21,2023-07-21,2023-08-20,Impedit eius nam nihil quasi.,36416.67,,GBP,22223.19,,,D,N,INT,,N,202307,,INV-56810,,PO3100,,Z0,,2026-05-05,T,
2000,SUP0031,AP204904,1,INVOICE,2024-08-06,2024-08-06,2024-11-04,Numquam incidunt libero voluptas.,3955.54,,GBP,3343.23,,,D,N,CHQ,,N,202408,,INV-69067,,PO6379,,Z0,,2026-05-05,T,
2000,SUP0040,AP827143,1,INVOICE,2026-04-11,2026-04-11,2026-05-11,Ratione eum impedit corrupti fugiat quidem.,28494.82,,GBP,20185.88,,,D,N,INT,,N,202604,,INV-66139,,PO3762,,S20,,2026-05-05,T,
2000,SUP0041,AP358133,1,INVOICE,2024-03-29,2024-03-29,2024-06-27,Dolores dolorem similique corporis iure animi impedit.,37120.9,,GBP,24169.45,,,D,N,INT,,N,202403,,INV-27603,,PO6432,,EX,,2026-05-05,T,
2000,SUP0060,AP566991,1,INVOICE,2025-01-04,2025-01-04,2025-03-05,Nam consequatur doloribus dignissimos officia ullam.,24605.08,,GBP,22462.81,,,D,N,BACS,,N,202501,,INV-46780,,PO3293,,Z0,,2026-05-05,T,
2000,SUP0026,AP376021,1,INVOICE,2023-06-06,2023-06-06,2023-09-04,At quam deleniti eaque perferendis nobis.,4232.3,,GBP,4169.22,,,D,N,BACS,,N,202306,,INV-86269,,PO7637,,Z0,,2026-05-05,T,
2000,SUP0028,AP138436,1,INVOICE,2026-02-03,2026-02-03,2026-04-04,Deleniti quis quam nam.,27401.73,,GBP,5508.23,,,D,N,CHQ,,N,202602,,INV-95709,,PO3435,,EX,,2026-05-05,T,
2000,SUP0051,AP334153,1,INVOICE,2026-04-22,2026-04-22,2026-07-21,Distinctio tenetur esse tenetur distinctio deleniti qui.,42929.63,,GBP,38331.65,,,D,N,BACS,,N,202604,,INV-62007,,PO6961,,Z0,,2026-05-05,T,
2000,SUP0002,AP794868,1,INVOICE,2024-05-04,2024-05-04,2024-08-02,Totam possimus provident id dolores eum eligendi.,34366.0,,GBP,13548.28,,,D,N,CHAPS,,N,202405,,INV-68487,,PO3608,,S20,,2026-05-05,T,
2000,SUP0073,AP693297,1,INVOICE,2023-10-27,2023-10-27,2024-01-25,Modi facere ea maiores libero atque voluptatem.,36734.22,,GBP,9134.32,,,D,N,BACS,,N,202310,,INV-38681,,PO8989,,S20,,2026-05-05,T,
2000,SUP0009,AP377198,1,INVOICE,2025-01-26,2025-01-26,2025-02-25,Quis eum dicta est aliquid sint qui.,2619.02,,GBP,2185.78,,,D,N,INT,,N,202501,,INV-60868,,PO8695,,EX,,2026-05-05,T,
2000,SUP0006,AP141843,1,INVOICE,2024-10-25,2024-10-25,2024-11-24,Ea vel neque.,35334.94,,GBP,20596.8,,,D,N,INT,,N,202410,,INV-44513,,PO9918,,Z0,,2026-05-05,T,
2000,SUP0023,AP494956,1,INVOICE,2025-02-14,2025-02-14,2025-04-15,Eos deserunt dolorem necessitatibus doloribus mollitia.,29590.1,,GBP,8327.21,,,D,N,BACS,,N,202502,,INV-77720,,PO5121,,EX,,2026-05-05,T,
2000,SUP0029,AP641455,1,INVOICE,2025-04-11,2025-04-11,2025-06-10,Ducimus reprehenderit vitae odit laudantium cumque.,40953.22,,GBP,29649.07,,,D,N,CHQ,,N,202504,,INV-89195,,PO1108,,Z0,,2026-05-05,T,
2000,SUP0018,AP561267,1,INVOICE,2023-12-06,2023-12-06,2024-01-05,Cumque quam laborum totam molestiae odit.,4315.87,,GBP,2094.14,,,D,N,CHAPS,,N,202312,,INV-29692,,PO4062,,S20,,2026-05-05,T,
2000,SUP0047,AP731264,1,INVOICE,2023-08-31,2023-08-31,2023-11-29,Minima saepe asperiores repellendus.,11902.14,,GBP,4178.39,,,D,N,BACS,,N,202308,,INV-73113,,PO8844,,EX,,2026-05-05,T,
2000,SUP0027,AP719489,1,INVOICE,2023-11-27,2023-11-27,2024-02-25,Quisquam impedit sapiente.,41751.57,,GBP,41001.84,,,D,N,BACS,,N,202311,,INV-26762,,PO3639,,S20,,2026-05-05,T,
2000,SUP0066,AP141094,1,INVOICE,2026-03-18,2026-03-18,2026-04-17,Architecto corrupti dolor iste aperiam.,3267.64,,GBP,2592.52,,,D,N,CHAPS,,N,202603,,INV-77717,,PO7642,,Z0,,2026-05-05,T,
2000,SUP0073,AP768595,1,INVOICE,2023-02-08,2023-02-08,2023-05-09,Totam omnis accusamus minus illum accusantium quam modi.,36534.73,,GBP,12529.85,,,D,N,BACS,,N,202302,,INV-38389,,PO8359,,Z0,,2026-05-05,T,
2000,SUP0061,AP605065,1,INVOICE,2023-12-16,2023-12-16,2024-01-15,Accusantium repellat perferendis rem tenetur.,41603.0,,GBP,21605.65,,,D,N,CHAPS,,N,202312,,INV-91685,,PO9369,,EX,,2026-05-05,T,
2000,SUP0022,AP859364,1,INVOICE,2024-12-02,2024-12-02,2025-01-31,Ullam minima dolores nulla.,30028.4,,GBP,28374.61,,,D,N,CHQ,,N,202412,,INV-60523,,PO3166,,S20,,2026-05-05,T,
2000,SUP0003,AP312177,1,INVOICE,2025-12-06,2025-12-06,2026-03-06,Repellendus eaque id fuga illo.,34376.21,,GBP,11646.27,,,D,N,BACS,,N,202512,,INV-33255,,PO8796,,Z0,,2026-05-05,T,
2000,SUP0005,AP921945,1,INVOICE,2025-12-24,2025-12-24,2026-03-24,Doloribus possimus error repudiandae aspernatur voluptatibus officiis.,37742.97,,GBP,34929.16,,,D,N,CHAPS,,N,202512,,INV-89098,,PO9835,,S20,,2026-05-05,T,
2000,SUP0056,AP647403,1,INVOICE,2025-05-11,2025-05-11,2025-07-10,Atque fugit mollitia.,43803.8,,GBP,19356.28,,,D,N,CHQ,,N,202505,,INV-40079,,PO8899,,EX,,2026-05-05,T,
2000,SUP0045,AP717661,1,INVOICE,2026-03-25,2026-03-25,2026-04-24,Odio praesentium assumenda sapiente.,21561.73,,GBP,17171.45,,,D,N,CHAPS,,N,202603,,INV-20986,,PO5641,,Z0,,2026-05-05,T,
2000,SUP0070,AP528497,1,INVOICE,2024-06-11,2024-06-11,2024-07-11,Natus similique atque minus aliquam distinctio.,770.74,,GBP,312.21,,,D,N,BACS,,N,202406,,INV-85757,,PO9561,,S20,,2026-05-05,T,
2000,SUP0067,AP107543,1,INVOICE,2025-02-07,2025-02-07,2025-05-08,Labore aliquid asperiores unde tempore natus adipisci.,10668.23,,GBP,3803.97,,,D,N,CHQ,,N,202502,,INV-57483,,PO2746,,S20,,2026-05-05,T,
2000,SUP0055,AP783226,1,INVOICE,2026-04-13,2026-04-13,2026-06-12,Accusamus dignissimos corporis reprehenderit reprehenderit ut.,13434.49,,GBP,7672.65,,,D,N,INT,,N,202604,,INV-90200,,PO5514,,Z0,,2026-05-05,T,
2000,SUP0051,AP891645,1,INVOICE,2024-02-22,2024-02-22,2024-04-22,Cum dolores rerum harum tempore.,27829.19,,GBP,15415.98,,,D,N,CHAPS,,N,202402,,INV-58524,,PO8925,,EX,,2026-05-05,T,
2000,SUP0040,AP705711,1,INVOICE,2024-12-06,2024-12-06,2025-03-06,Fugit qui ratione porro aspernatur quia.,20207.42,,GBP,17975.41,,,D,N,BACS,,N,202412,,INV-40116,,PO8317,,Z0,,2026-05-05,T,
2000,SUP0021,AP205149,1,INVOICE,2024-03-15,2024-03-15,2024-06-13,Amet ipsa saepe excepturi quisquam veritatis.,20327.76,,GBP,14824.01,,,D,N,BACS,,N,202403,,INV-31068,,PO7375,,Z0,,2026-05-05,T,
2000,SUP0001,AP943442,1,INVOICE,2023-07-06,2023-07-06,2023-08-05,Voluptas eveniet odio quos iste dolorem.,23847.6,,GBP,12396.07,,,D,N,BACS,,N,202307,,INV-18399,,PO5310,,S20,,2026-05-05,T,
2000,SUP0048,AP183927,1,INVOICE,2023-03-19,2023-03-19,2023-06-17,Velit inventore perspiciatis optio assumenda nulla reiciendis.,19524.14,,GBP,4147.74,,,D,N,INT,,N,202303,,INV-88311,,PO1941,,S20,,2026-05-05,T,
2000,SUP0064,AP560295,1,INVOICE,2023-01-22,2023-01-22,2023-02-21,Aspernatur culpa quae odio.,42603.1,,GBP,10880.54,,,D,N,INT,,N,202301,,INV-35525,,PO1550,,Z0,,2026-05-05,T,
2000,SUP0066,AP640869,1,INVOICE,2024-04-19,2024-04-19,2024-07-18,Et autem a est facere earum.,8889.4,,GBP,8632.95,,,D,N,CHAPS,,N,202404,,INV-95854,,PO1004,,S20,,2026-05-05,T,
2000,SUP0012,AP389340,1,INVOICE,2025-03-29,2025-03-29,2025-05-28,Assumenda inventore nam maiores.,33648.27,,GBP,22734.09,,,D,N,CHAPS,,N,202503,,INV-77861,,PO1251,,Z0,,2026-05-05,T,
2000,SUP0009,AP194545,1,INVOICE,2026-01-30,2026-01-30,2026-03-31,Ad explicabo at nisi.,36443.87,,GBP,20142.85,,,D,N,INT,,N,202601,,INV-55544,,PO5530,,S20,,2026-05-05,T,
2000,SUP0025,AP576849,1,INVOICE,2025-04-07,2025-04-07,2025-07-06,Sint accusamus impedit quod quam nam.,730.25,,GBP,627.99,,,D,N,BACS,,N,202504,,INV-83220,,PO2185,,Z0,,2026-05-05,T,
2000,SUP0038,AP456480,1,INVOICE,2023-08-28,2023-08-28,2023-11-26,Nemo cumque fugit consequuntur error.,47857.11,,GBP,14314.52,,,D,N,INT,,N,202308,,INV-68034,,PO7178,,Z0,,2026-05-05,T,
2000,SUP0062,AP907369,1,INVOICE,2024-05-13,2024-05-13,2024-07-12,Corporis cumque eius error quos facere velit.,48081.32,,GBP,30431.69,,,D,N,CHQ,,N,202405,,INV-86916,,PO1448,,EX,,2026-05-05,T,
2000,SUP0015,AP370343,1,INVOICE,2023-05-19,2023-05-19,2023-07-18,Libero nulla itaque consequatur ab id sapiente fugit.,31866.26,,GBP,6521.16,,,D,N,CHAPS,,N,202305,,INV-51383,,PO7757,,EX,,2026-05-05,T,
2000,SUP0067,AP661671,1,INVOICE,2023-01-20,2023-01-20,2023-04-20,Ipsam inventore reprehenderit officiis nisi error.,41692.76,,GBP,33412.32,,,D,N,BACS,,N,202301,,INV-62288,,PO6603,,S20,,2026-05-05,T,
2000,SUP0071,AP287155,1,INVOICE,2025-09-02,2025-09-02,2025-11-01,Veniam dicta et vitae voluptas eos possimus laudantium.,18000.13,,GBP,5121.88,,,D,N,INT,,N,202509,,INV-33957,,PO4115,,EX,,2026-05-05,T,
2000,SUP0026,AP346269,1,INVOICE,2024-05-10,2024-05-10,2024-07-09,Quos eveniet eligendi ratione facilis ut dicta.,10735.54,,GBP,8994.09,,,D,N,CHAPS,,N,202405,,INV-91080,,PO6833,,S20,,2026-05-05,T,
2000,SUP0014,AP225701,1,INVOICE,2023-06-10,2023-06-10,2023-09-08,Debitis quisquam ad quas velit distinctio reiciendis.,47811.09,,GBP,28967.21,,,D,N,BACS,,N,202306,,INV-80972,,PO1692,,EX,,2026-05-05,T,
2000,SUP0048,AP750817,1,INVOICE,2024-10-07,2024-10-07,2024-12-06,Reprehenderit recusandae illum libero.,44957.0,,GBP,13271.77,,,D,N,INT,,N,202410,,INV-74330,,PO3996,,Z0,,2026-05-05,T,
2000,SUP0036,AP517206,1,INVOICE,2024-03-30,2024-03-30,2024-06-28,Doloribus omnis quaerat ratione asperiores.,6848.17,,GBP,3967.91,,,D,N,CHQ,,N,202403,,INV-72694,,PO9859,,S20,,2026-05-05,T,
2000,SUP0065,AP464158,1,INVOICE,2025-03-17,2025-03-17,2025-06-15,Laboriosam id magni ullam porro molestiae ratione facere.,38907.25,,GBP,24676.66,,,D,N,BACS,,N,202503,,INV-77922,,PO8537,,EX,,2026-05-05,T,
2000,SUP0002,AP112394,1,INVOICE,2024-03-07,2024-03-07,,Nisi totam autem dolorum optio cumque nostrum.,29259.91,,GBP,21642.12,,,D,N,INT,,N,202403,,INV-34530,,PO9987,,EX,,2026-05-05,T,AP_DUE_DATE_MISSING
2000,SUP0002,AP348658,1,INVOICE,2024-07-05,2024-07-05,2024-09-03,Voluptates perspiciatis id quibusdam vitae inventore ab.,47947.08,,GBP,34786.7,,,D,N,CHAPS,,N,202407,,,,PO7945,,S20,,2026-05-05,T,AP_EXT_REF_MISSING
2000,SUP0002,AP539450,1,INVOICE,2025-02-01,2025-02-01,2025-04-02,Dolore quia nam porro dolore.,,,GBP,33217.05,,,D,N,CHAPS,,N,202502,,INV-84895,,PO3148,,Z0,,2026-05-05,T,AP_AMOUNT_MISSING
2000,SUP0002,AP819335,1,INVOICE,2024-04-13,2024-04-13,2024-05-13,Hic quo nihil magnam exercitationem ad.,36180.37,,GBP,12906.62,,,D,N,CHQ,,N,202404,,INV-59923,,,,S20,,2026-05-05,T,AP_PO_CONTRACT_MISSING
2000,SUP0002,AP938900,1,INVOICE,2023-11-03,2023-11-03,2024-01-02,Eos ullam assumenda rerum.,40380.58,1200.0,USD,34675.38,,,D,N,CHQ,,N,202311,,INV-27625,,PO9470,,Z0,,2026-05-05,T,AP_FX_NO_RATE
2000,SUP0002,AP855562,1,CREDIT,2024-10-08,2024-10-08,2024-12-07,Expedita exercitationem quos maxime.,-410.35,,GBP,-410.35,,,D,N,BACS,,N,202410,,INV-62219,,PO2621,,Z0,,2026-05-05,T,AP_CN_NO_REF
2000,SUP0002,AP325933,1,INVOICE,2024-06-04,2024-06-04,2024-08-03,Labore ipsa possimus eum error repellat.,-1500.0,,GBP,38791.11,,,D,N,INT,,N,202406,,INV-44048,,PO6914,,EX,,2026-05-05,T,AP_NEG_INV
2000,SUP0002,AP687569,1,INVOICE,2026-02-15,2026-02-15,2026-04-16,Ad exercitationem autem reiciendis.,17534.94,,EUR,11758.78,,,D,N,INT,,N,202602,,INV-99074,,PO4259,,Z0,1.17,2026-05-05,T,AP_FX_NO_CUR_AMT
2000,SUP0002,AP703869,1,INVOICE,2026-01-07,2026-01-07,2026-02-06,Maiores mollitia ex incidunt iure.,48978.97,,GBP,0.0,,,D,N,INT,,N,202601,,INV-98236,,PO9363,,EX,,2026-05-05,T,AP_REST_ZERO
