client,apar_id,voucher_no,sequence_no,voucher_type,voucher_date,trans_date,status,amount,rest_amount,currency,orig_reference,_edge_case
1000,SUP0026,APH445888,1,INVOICE,2025-06-26,2025-06-26,C,11519.23,0.0,GBP,,
1000,SUP0032,APH623555,1,INVOICE,2025-10-14,2025-10-14,C,7868.34,0.0,GBP,,
1000,SUP0063,APH858705,1,INVOICE,2026-03-20,2026-03-20,C,13932.7,0.0,GBP,,
1000,SUP0046,APH277487,1,INVOICE,2025-03-26,2025-03-26,C,21665.34,0.0,GBP,,
1000,SUP0063,APH292988,1,INVOICE,2025-01-02,2025-01-02,C,15813.54,0.0,GBP,,
1000,SUP0010,APH957730,1,INVOICE,2024-12-22,2024-12-22,C,22977.3,0.0,GBP,,
1000,SUP0053,APH244170,1,INVOICE,2025-06-27,2025-06-27,C,2225.44,0.0,GBP,,
1000,SUP0020,APH109585,1,INVOICE,2025-06-14,2025-06-14,C,15270.84,0.0,GBP,,
1000,SUP0048,APH163386,1,INVOICE,2026-03-12,2026-03-12,C,19846.67,0.0,GBP,,
1000,SUP0003,APH106933,1,INVOICE,2025-12-29,2025-12-29,C,553.16,0.0,GBP,,
1000,SUP0068,APH857273,1,INVOICE,2025-08-11,2025-08-11,C,16165.0,0.0,GBP,,
1000,SUP0037,APH117975,1,INVOICE,2026-04-01,2026-04-01,C,24432.09,0.0,GBP,,
1000,SUP0056,APH945328,1,INVOICE,2025-05-05,2025-05-05,C,3389.09,0.0,GBP,,
1000,SUP0013,APH649857,1,INVOICE,2025-04-04,2025-04-04,C,7380.87,0.0,GBP,,
1000,SUP0068,APH364679,1,INVOICE,2025-10-31,2025-10-31,C,8166.28,0.0,GBP,,
1000,SUP0051,APH182857,1,INVOICE,2025-11-20,2025-11-20,C,28787.07,0.0,GBP,,
1000,SUP0059,APH692447,1,INVOICE,2025-07-10,2025-07-10,C,29708.94,0.0,GBP,,
1000,SUP0029,APH414546,1,INVOICE,2025-01-24,2025-01-24,C,19681.32,0.0,GBP,,
1000,SUP0005,APH198042,1,INVOICE,2025-12-23,2025-12-23,C,11502.07,0.0,GBP,,
1000,SUP0071,APH599127,1,INVOICE,2024-12-30,2024-12-30,C,19175.09,0.0,GBP,,
1000,SUP0022,APH186702,1,INVOICE,2026-03-29,2026-03-29,C,25390.83,0.0,GBP,,
1000,SUP0043,APH693343,1,INVOICE,2025-02-08,2025-02-08,C,26864.78,0.0,GBP,,
1000,SUP0006,APH340927,1,INVOICE,2025-06-07,2025-06-07,C,27057.93,0.0,GBP,,
1000,SUP0073,APH598598,1,INVOICE,2025-08-07,2025-08-07,C,1587.55,0.0,GBP,,
1000,SUP0010,APH817675,1,INVOICE,2025-08-17,2025-08-17,C,26999.49,0.0,GBP,,
1000,SUP0073,APH790077,1,INVOICE,2024-12-06,2024-12-06,C,5544.76,0.0,GBP,,
1000,SUP0041,APH116418,1,INVOICE,2025-06-03,2025-06-03,C,17693.68,0.0,GBP,,
1000,SUP0051,APH180674,1,INVOICE,2025-09-05,2025-09-05,C,5041.02,0.0,GBP,,
1000,SUP0031,APH694223,1,INVOICE,2025-12-06,2025-12-06,C,20375.64,0.0,GBP,,
1000,SUP0070,APH447843,1,INVOICE,2025-12-01,2025-12-01,C,22717.16,0.0,GBP,,
1000,SUP0018,APH928897,1,INVOICE,2025-01-22,2025-01-22,C,15123.63,0.0,GBP,,
1000,SUP0045,APH156304,1,INVOICE,2025-02-11,2025-02-11,C,13225.23,0.0,GBP,,
1000,SUP0010,APH457137,1,INVOICE,2025-12-14,2025-12-14,C,29073.83,0.0,GBP,,
1000,SUP0042,APH131064,1,INVOICE,2025-08-09,2025-08-09,C,23549.73,0.0,GBP,,
1000,SUP0058,APH614435,1,INVOICE,2025-06-24,2025-06-24,C,10803.17,0.0,GBP,,
1000,SUP0049,APH552825,1,INVOICE,2025-05-12,2025-05-12,C,20454.91,0.0,GBP,,
1000,SUP0049,APH189856,1,INVOICE,2025-09-01,2025-09-01,C,23982.04,0.0,GBP,,
1000,SUP0010,APH186023,1,INVOICE,2025-08-04,2025-08-04,C,4795.78,0.0,GBP,,
1000,SUP0020,APH875584,1,INVOICE,2025-12-06,2025-12-06,C,9637.01,0.0,GBP,,
1000,SUP0014,APH195966,1,INVOICE,2024-11-08,2024-11-08,C,28300.21,0.0,GBP,,
1000,SUP0057,APH477400,1,INVOICE,2025-08-06,2025-08-06,C,3246.5,0.0,GBP,,
1000,SUP0012,APH296494,1,INVOICE,2026-01-18,2026-01-18,C,13575.54,0.0,GBP,,
1000,SUP0072,APH637333,1,INVOICE,2025-12-25,2025-12-25,C,3278.13,0.0,GBP,,
1000,SUP0012,APH471106,1,INVOICE,2025-02-06,2025-02-06,C,17988.35,0.0,GBP,,
1000,SUP0042,APH503951,1,INVOICE,2024-11-15,2024-11-15,C,8897.05,0.0,GBP,,
1000,SUP0050,APH917018,1,INVOICE,2025-01-28,2025-01-28,C,21800.35,0.0,GBP,,
1000,SUP0072,APH354533,1,INVOICE,2025-04-25,2025-04-25,C,20622.42,0.0,GBP,,
1000,SUP0022,APH245584,1,INVOICE,2025-08-05,2025-08-05,C,9173.71,0.0,GBP,,
1000,SUP0064,APH253023,1,INVOICE,2025-01-06,2025-01-06,C,5182.78,0.0,GBP,,
1000,SUP0036,APH541557,1,INVOICE,2025-09-05,2025-09-05,C,14630.09,0.0,GBP,,
1000,SUP0010,APH478666,1,INVOICE,2025-07-18,2025-07-18,C,28337.82,0.0,GBP,,
1000,SUP0064,APH722651,1,INVOICE,2025-05-22,2025-05-22,C,13844.28,0.0,GBP,,
1000,SUP0018,APH419457,1,INVOICE,2024-11-09,2024-11-09,C,28474.94,0.0,GBP,,
1000,SUP0043,APH982495,1,INVOICE,2025-11-27,2025-11-27,C,24161.48,0.0,GBP,,
1000,SUP0043,APH561607,1,INVOICE,2025-10-11,2025-10-11,C,13032.36,0.0,GBP,,
1000,SUP0018,APH415029,1,INVOICE,2025-09-27,2025-09-27,C,18175.7,0.0,GBP,,
1000,SUP0026,APH602278,1,INVOICE,2025-09-20,2025-09-20,C,5493.59,0.0,GBP,,
1000,SUP0051,APH434640,1,INVOICE,2025-08-28,2025-08-28,C,22099.26,0.0,GBP,,
1000,SUP0063,APH703853,1,INVOICE,2025-07-09,2025-07-09,C,9911.41,0.0,GBP,,
1000,SUP0036,APH956156,1,INVOICE,2025-12-10,2025-12-10,C,11077.46,0.0,GBP,,
1000,SUP0073,APH309505,1,INVOICE,2025-05-06,2025-05-06,C,20515.04,0.0,GBP,,
1000,SUP0071,APH128223,1,INVOICE,2026-02-18,2026-02-18,C,28300.65,0.0,GBP,,
1000,SUP0027,APH559753,1,INVOICE,2025-08-28,2025-08-28,C,24972.2,0.0,GBP,,
1000,SUP0009,APH958747,1,INVOICE,2025-12-26,2025-12-26,C,20254.73,0.0,GBP,,
1000,SUP0018,APH764100,1,INVOICE,2025-09-09,2025-09-09,C,7412.23,0.0,GBP,,
1000,SUP0020,APH849979,1,INVOICE,2026-01-10,2026-01-10,C,23714.49,0.0,GBP,,
1000,SUP0010,APH570880,1,INVOICE,2026-03-08,2026-03-08,C,17550.87,0.0,GBP,,
1000,SUP0069,APH631221,1,INVOICE,2026-01-05,2026-01-05,C,16400.63,0.0,GBP,,
1000,SUP0047,APH835716,1,INVOICE,2025-01-29,2025-01-29,C,3459.21,0.0,GBP,,
1000,SUP0032,APH789545,1,INVOICE,2025-11-01,2025-11-01,C,5156.89,0.0,GBP,,
1000,SUP0006,APH690579,1,INVOICE,2025-12-17,2025-12-17,C,29010.97,0.0,GBP,,
1000,SUP0043,APH934908,1,INVOICE,2026-01-17,2026-01-17,C,3357.15,0.0,GBP,,
1000,SUP0013,APH371306,1,INVOICE,2025-06-18,2025-06-18,C,15418.15,0.0,GBP,,
1000,SUP0067,APH685098,1,INVOICE,2025-06-17,2025-06-17,C,13484.2,0.0,GBP,,
1000,SUP0051,APH585556,1,INVOICE,2026-03-30,2026-03-30,C,4692.2,0.0,GBP,,
1000,SUP0004,APH606222,1,INVOICE,2025-02-18,2025-02-18,C,9003.88,0.0,GBP,,
1000,SUP0011,APH221707,1,INVOICE,2025-03-28,2025-03-28,C,10580.19,0.0,GBP,,
1000,SUP0044,APH577450,1,INVOICE,2025-06-02,2025-06-02,C,15729.22,0.0,GBP,,
1000,SUP0045,APH599292,1,INVOICE,2025-02-10,2025-02-10,C,13257.34,0.0,GBP,,
1000,SUP0058,APH434400,1,INVOICE,2025-01-10,2025-01-10,C,9147.87,0.0,GBP,,
1000,SUP0015,APH123682,1,INVOICE,2025-10-20,2025-10-20,C,19509.5,0.0,GBP,,
1000,SUP0022,APH876459,1,INVOICE,2025-07-10,2025-07-10,C,15576.62,0.0,GBP,,
1000,SUP0071,APH267914,1,INVOICE,2025-10-07,2025-10-07,C,16883.5,0.0,GBP,,
1000,SUP0060,APH343118,1,INVOICE,2025-12-22,2025-12-22,C,18966.86,0.0,GBP,,
1000,SUP0024,APH771590,1,INVOICE,2026-01-19,2026-01-19,C,11988.35,0.0,GBP,,
1000,SUP0026,APH571413,1,INVOICE,2026-01-16,2026-01-16,C,11787.31,0.0,GBP,,
1000,SUP0028,APH315780,1,INVOICE,2025-08-15,2025-08-15,C,22619.3,0.0,GBP,,
1000,SUP0009,APH705393,1,INVOICE,2025-02-15,2025-02-15,C,24025.17,0.0,GBP,,
1000,SUP0069,APH296041,1,INVOICE,2025-11-12,2025-11-12,C,9914.35,0.0,GBP,,
1000,SUP0059,APH219490,1,INVOICE,2025-07-29,2025-07-29,C,20186.9,244.75,GBP,,HIS_REST_NOT_ZERO
1000,SUP0059,APH770153,1,INVOICE,2025-09-19,,C,17989.73,0.0,GBP,,HIS_DATE_MISSING
1000,SUP0059,APH741003,1,CREDIT,2025-12-09,2025-12-09,C,-413.13,0.0,GBP,,HIS_CN_NO_REF
1000,SUP0059,APH986589,1,INVOICE,2026-02-14,2026-02-14,C,18597.41,0.0,GBP,,HIS_DUP
1000,SUP0059,APH986589,1,INVOICE,2025-09-03,2025-09-03,C,27576.74,0.0,GBP,,HIS_DUP
1000,SUPGHOST9999,APH718836,1,INVOICE,2025-01-28,2025-01-28,C,20228.88,0.0,GBP,,HIS_ORPHANED
