client,apar_id,voucher_no,sequence_no,voucher_type,voucher_date,trans_date,due_date,description,amount,cur_amount,currency,rest_amount,rest_curr,discount,dc_flag,status,pay_method,payment_date,pay_flag,period,payperiod,ext_inv_ref,orig_reference,order_id,contract_id,tax_code,exch_rate,last_update,wf_state,_edge_case
1000,SUP0064,AP586490,1,INVOICE,2026-02-28,2026-02-28,2026-05-29,Officia laudantium recusandae at dolore porro esse.,22720.81,,GBP,5922.78,,,D,N,INT,,N,202602,,INV-92210,,PO6179,,S20,,2026-05-05,T,
1000,SUP0057,AP171603,1,INVOICE,2025-08-18,2025-08-18,2025-10-17,Fuga mollitia exercitationem voluptatum mollitia explicabo iste esse.,31753.56,,GBP,11524.52,,,D,N,BACS,,N,202508,,INV-56129,,PO9312,,S20,,2026-05-05,T,
1000,SUP0040,AP584172,1,INVOICE,2025-07-14,2025-07-14,2025-08-13,Blanditiis deserunt blanditiis modi quis.,3316.06,,GBP,1109.7,,,D,N,BACS,,N,202507,,INV-94497,,PO2479,,Z0,,2026-05-05,T,
1000,SUP0065,AP503159,1,INVOICE,2025-08-05,2025-08-05,2025-11-03,Deleniti qui eius nihil.,27938.66,,GBP,10240.8,,,D,N,BACS,,N,202508,,INV-68947,,PO4084,,EX,,2026-05-05,T,
1000,SUP0061,AP625721,1,INVOICE,2023-11-05,2023-11-05,2023-12-05,Nisi voluptatem rerum eos facere esse provident.,22800.89,,GBP,8008.28,,,D,N,INT,,N,202311,,INV-21053,,PO9266,,Z0,,2026-05-05,T,
1000,SUP0023,AP141043,1,INVOICE,2024-05-22,2024-05-22,2024-08-20,Earum voluptate mollitia possimus.,22169.03,,GBP,14375.79,,,D,N,CHAPS,,N,202405,,INV-57696,,PO7108,,EX,,2026-05-05,T,
1000,SUP0050,AP528625,1,INVOICE,2024-11-23,2024-11-23,2025-02-21,Odit quidem aut accusamus.,30095.35,,GBP,11093.7,,,D,N,INT,,N,202411,,INV-18639,,PO6401,,S20,,2026-05-05,T,
1000,SUP0072,AP811332,1,INVOICE,2025-03-02,2025-03-02,2025-05-01,Iusto ipsam delectus amet velit.,12973.79,,GBP,4135.36,,,D,N,CHAPS,,N,202503,,INV-53694,,PO2335,,Z0,,2026-05-05,T,
1000,SUP0019,AP466813,1,INVOICE,2024-09-27,2024-09-27,2024-12-26,Beatae aperiam laudantium neque placeat corrupti repellat.,35074.76,,GBP,24076.49,,,D,N,BACS,,N,202409,,INV-50577,,PO7171,,Z0,,2026-05-05,T,
1000,SUP0043,AP952686,1,INVOICE,2023-09-19,2023-09-19,2023-12-18,Assumenda dolorum nam impedit nisi.,35290.13,,GBP,8551.26,,,D,N,BACS,,N,202309,,INV-94675,,PO7937,,Z0,,2026-05-05,T,
1000,SUP0047,AP119116,1,INVOICE,2025-01-12,2025-01-12,2025-03-13,Dolorem minima ipsum ipsam similique voluptatibus esse numquam.,9423.01,,GBP,7808.34,,,D,N,CHQ,,N,202501,,INV-35166,,PO4711,,S20,,2026-05-05,T,
1000,SUP0020,AP180913,1,INVOICE,2024-08-28,2024-08-28,2024-09-27,Vero aut quis numquam eaque aspernatur dolores mollitia.,25630.64,,GBP,14562.9,,,D,N,BACS,,N,202408,,INV-96760,,PO6517,,Z0,,2026-05-05,T,
1000,SUP0017,AP726258,1,INVOICE,2025-02-10,2025-02-10,2025-03-12,A ipsum nisi eos.,8531.24,,GBP,2857.32,,,D,N,CHAPS,,N,202502,,INV-67366,,PO1715,,EX,,2026-05-05,T,
1000,SUP0047,AP809217,1,INVOICE,2024-05-01,2024-05-01,2024-06-30,Enim eligendi similique architecto doloremque.,30724.47,,GBP,12231.01,,,D,N,CHQ,,N,202405,,INV-40671,,PO9749,,S20,,2026-05-05,T,
1000,SUP0040,AP947903,1,INVOICE,2025-08-18,2025-08-18,2025-09-17,Ratione numquam optio ut incidunt.,18708.13,,GBP,4532.9,,,D,N,CHQ,,N,202508,,INV-70513,,PO5616,,EX,,2026-05-05,T,
1000,SUP0065,AP653081,1,INVOICE,2025-05-07,2025-05-07,2025-06-06,Dolore corrupti eaque consequuntur animi recusandae nisi.,40936.12,,GBP,14695.76,,,D,N,CHAPS,,N,202505,,INV-42768,,PO1854,,Z0,,2026-05-05,T,
1000,SUP0062,AP489244,1,INVOICE,2026-02-09,2026-02-09,2026-03-11,Ullam ipsa iusto esse illo earum molestiae.,35714.35,,GBP,20974.06,,,D,N,BACS,,N,202602,,INV-47363,,PO2374,,S20,,2026-05-05,T,
1000,SUP0035,AP571145,1,INVOICE,2025-11-17,2025-11-17,2025-12-17,Aspernatur aliquam inventore eum dolorum at.,41636.81,,GBP,38581.88,,,D,N,CHAPS,,N,202511,,INV-69130,,PO6727,,S20,,2026-05-05,T,
1000,SUP0054,AP155843,1,INVOICE,2025-03-22,2025-03-22,2025-06-20,Nesciunt accusantium quisquam reprehenderit nemo quis cupiditate.,19011.09,,GBP,13137.94,,,D,N,BACS,,N,202503,,INV-59140,,PO4678,,S20,,2026-05-05,T,
1000,SUP0041,AP203896,1,INVOICE,2024-11-17,2024-11-17,2024-12-17,Officiis totam delectus nesciunt odio laudantium at.,7311.18,,GBP,5633.24,,,D,N,CHQ,,N,202411,,INV-28191,,PO8685,,EX,,2026-05-05,T,
1000,SUP0001,AP183074,1,INVOICE,2023-02-08,2023-02-08,2023-04-09,Illum eum autem cum illum libero.,11174.91,,GBP,9838.22,,,D,N,CHQ,,N,202302,,INV-24573,,PO5720,,S20,,2026-05-05,T,
1000,SUP0039,AP227767,1,INVOICE,2023-04-08,2023-04-08,2023-05-08,Repellendus mollitia iste et eum voluptas.,21281.36,,GBP,7765.16,,,D,N,CHQ,,N,202304,,INV-18232,,PO2816,,EX,,2026-05-05,T,
1000,SUP0069,AP117233,1,INVOICE,2025-11-21,2025-11-21,2026-02-19,Sint repudiandae a sit iure amet.,12475.94,,GBP,11042.94,,,D,N,CHQ,,N,202511,,INV-10205,,PO6780,,S20,,2026-05-05,T,
1000,SUP0074,AP536802,1,INVOICE,2024-01-19,2024-01-19,2024-04-18,Facere quidem numquam quis dignissimos molestias unde.,33576.64,,GBP,19515.16,,,D,N,INT,,N,202401,,INV-18870,,PO9618,,Z0,,2026-05-05,T,
1000,SUP0065,AP924613,1,INVOICE,2025-11-05,2025-11-05,2026-02-03,Sunt laborum adipisci occaecati reiciendis quae.,1506.55,,GBP,453.98,,,D,N,BACS,,N,202511,,INV-93318,,PO7338,,EX,,2026-05-05,T,
1000,SUP0033,AP883618,1,INVOICE,2023-02-03,2023-02-03,2023-04-04,Mollitia mollitia at voluptatibus totam.,39531.74,,GBP,28627.23,,,D,N,BACS,,N,202302,,INV-86271,,PO6447,,S20,,2026-05-05,T,
1000,SUP0006,AP469412,1,INVOICE,2026-01-23,2026-01-23,2026-03-24,Veniam officia culpa ut eos provident impedit.,40768.69,,GBP,35058.17,,,D,N,CHQ,,N,202601,,INV-72722,,PO3986,,S20,,2026-05-05,T,
1000,SUP0009,AP850827,1,INVOICE,2025-07-26,2025-07-26,2025-08-25,Voluptatem doloribus mollitia fugit ullam magni sunt.,15025.41,,GBP,14498.84,,,D,N,CHAPS,,N,202507,,INV-15492,,PO6170,,EX,,2026-05-05,T,
1000,SUP0066,AP517568,1,INVOICE,2026-01-17,2026-01-17,2026-03-18,Eius ratione impedit vel.,13039.03,,GBP,5181.28,,,D,N,CHAPS,,N,202601,,INV-47501,,PO6848,,S20,,2026-05-05,T,
1000,SUP0043,AP386488,1,INVOICE,2023-09-12,2023-09-12,2023-11-11,Eaque a quas saepe neque optio sint.,22129.09,,GBP,15047.4,,,D,N,CHQ,,N,202309,,INV-60678,,PO6554,,S20,,2026-05-05,T,
1000,SUP0064,AP825686,1,INVOICE,2025-10-15,2025-10-15,2025-12-14,Molestiae exercitationem mollitia molestiae iste eum deleniti.,46253.37,,GBP,27038.76,,,D,N,BACS,,N,202510,,INV-65640,,PO2293,,EX,,2026-05-05,T,
1000,SUP0024,AP671971,1,INVOICE,2024-08-24,2024-08-24,2024-10-23,Nemo doloremque quod aliquam quia.,5578.6,,GBP,4115.13,,,D,N,INT,,N,202408,,INV-50173,,PO8305,,Z0,,2026-05-05,T,
1000,SUP0055,AP274739,1,INVOICE,2025-06-28,2025-06-28,2025-08-27,Harum optio reprehenderit voluptatem libero alias.,22632.92,,GBP,9472.97,,,D,N,INT,,N,202506,,INV-90589,,PO8126,,EX,,2026-05-05,T,
1000,SUP0008,AP178686,1,INVOICE,2025-04-11,2025-04-11,2025-06-10,Vitae ex aut sapiente aut tenetur accusamus.,25897.76,,GBP,10361.22,,,D,N,CHAPS,,N,202504,,INV-14081,,PO3339,,Z0,,2026-05-05,T,
1000,SUP0057,AP136489,1,INVOICE,2023-09-16,2023-09-16,2023-10-16,Illum omnis culpa iusto.,12181.77,,GBP,5894.39,,,D,N,INT,,N,202309,,INV-60181,,PO1530,,Z0,,2026-05-05,T,
1000,SUP0020,AP812048,1,INVOICE,2025-07-10,2025-07-10,2025-09-08,Excepturi possimus officiis sequi sequi.,18914.66,,GBP,7367.87,,,D,N,CHAPS,,N,202507,,INV-79397,,PO7012,,EX,,2026-05-05,T,
1000,SUP0041,AP781113,1,INVOICE,2024-07-24,2024-07-24,2024-08-23,Fugit et quaerat quis sit alias architecto.,48045.74,,GBP,47049.72,,,D,N,CHAPS,,N,202407,,INV-75410,,PO9482,,EX,,2026-05-05,T,
1000,SUP0072,AP223481,1,INVOICE,2024-06-20,2024-06-20,2024-08-19,Placeat enim dolorem at voluptatem quis provident aut.,35349.87,,GBP,29281.84,,,D,N,INT,,N,202406,,INV-74382,,PO4279,,S20,,2026-05-05,T,
1000,SUP0018,AP994253,1,INVOICE,2023-06-01,2023-06-01,2023-07-31,Possimus temporibus aliquid recusandae.,9046.49,,GBP,3883.7,,,D,N,BACS,,N,202306,,INV-99381,,PO6236,,Z0,,2026-05-05,T,
1000,SUP0045,AP844007,1,INVOICE,2023-05-13,2023-05-13,2023-08-11,Facere inventore doloribus illum placeat.,27337.48,,GBP,7844.07,,,D,N,CHAPS,,N,202305,,INV-93584,,PO3852,,EX,,2026-05-05,T,
1000,SUP0066,AP335134,1,INVOICE,2023-09-06,2023-09-06,2023-10-06,Cumque aspernatur sit nulla.,39707.25,,GBP,32187.14,,,D,N,CHQ,,N,202309,,INV-13445,,PO6912,,Z0,,2026-05-05,T,
1000,SUP0074,AP486831,1,INVOICE,2025-08-15,2025-08-15,2025-11-13,Libero nesciunt doloremque odit itaque.,6923.68,,GBP,2025.89,,,D,N,BACS,,N,202508,,INV-50539,,PO7523,,Z0,,2026-05-05,T,
1000,SUP0062,AP651231,1,INVOICE,2025-04-21,2025-04-21,2025-06-20,Tempore iure enim.,41255.3,,GBP,38821.21,,,D,N,INT,,N,202504,,INV-94192,,PO2215,,EX,,2026-05-05,T,
1000,SUP0060,AP813145,1,INVOICE,2025-11-25,2025-11-25,2026-01-24,Culpa ipsam exercitationem nesciunt odit incidunt dolorum.,6852.56,,GBP,2307.65,,,D,N,CHAPS,,N,202511,,INV-26912,,PO8088,,Z0,,2026-05-05,T,
1000,SUP0008,AP971776,1,INVOICE,2023-09-12,2023-09-12,2023-12-11,Dicta harum laboriosam dolores nemo.,8074.27,,GBP,7010.68,,,D,N,INT,,N,202309,,INV-39552,,PO6669,,Z0,,2026-05-05,T,
1000,SUP0037,AP987025,1,INVOICE,2023-06-11,2023-06-11,2023-08-10,Eos praesentium accusantium rerum id ab sint.,10216.95,,GBP,2400.15,,,D,N,INT,,N,202306,,INV-26406,,PO5961,,Z0,,2026-05-05,T,
1000,SUP0069,AP197966,1,INVOICE,2025-10-26,2025-10-26,2026-01-24,Tenetur quia rerum.,8847.48,,GBP,2182.8,,,D,N,CHAPS,,N,202510,,INV-32439,,PO6531,,Z0,,2026-05-05,T,
1000,SUP0006,AP965322,1,INVOICE,2023-02-28,2023-02-28,2023-03-30,Quod dolorem reiciendis dolor deleniti.,2750.36,,GBP,1338.98,,,D,N,INT,,N,202302,,INV-95344,,PO4453,,Z0,,2026-05-05,T,
1000,SUP0054,AP748133,1,INVOICE,2023-03-04,2023-03-04,2023-05-03,Perspiciatis quam omnis saepe occaecati.,44505.35,,GBP,25080.46,,,D,N,INT,,N,202303,,INV-73300,,PO5012,,Z0,,2026-05-05,T,
1000,SUP0052,AP411882,1,INVOICE,2025-07-17,2025-07-17,2025-08-16,Officia est ipsam neque quasi at eos quibusdam.,34586.37,,GBP,30212.43,,,D,N,CHQ,,N,202507,,INV-73471,,PO8609,,S20,,2026-05-05,T,
1000,SUP0044,AP736129,1,INVOICE,2023-10-22,2023-10-22,2023-12-21,Dicta ratione soluta facilis.,43143.51,,GBP,32122.37,,,D,N,INT,,N,202310,,INV-62260,,PO3142,,EX,,2026-05-05,T,
1000,SUP0066,AP688933,1,INVOICE,2023-08-06,2023-08-06,2023-10-05,Totam rerum ducimus repudiandae laboriosam rem quia.,12466.02,,GBP,11244.13,,,D,N,CHQ,,N,202308,,INV-42495,,PO3308,,S20,,2026-05-05,T,
1000,SUP0007,AP404309,1,INVOICE,2025-02-25,2025-02-25,2025-05-26,Rem iusto asperiores quidem dolorem perspiciatis.,21197.67,,GBP,4872.31,,,D,N,CHAPS,,N,202502,,INV-52917,,PO6123,,S20,,2026-05-05,T,
1000,SUP0021,AP622469,1,INVOICE,2025-11-20,2025-11-20,2026-01-19,Voluptas rem facilis ratione accusamus modi.,25188.61,,GBP,18971.25,,,D,N,BACS,,N,202511,,INV-21802,,PO7442,,Z0,,2026-05-05,T,
1000,SUP0059,AP352422,1,INVOICE,2024-03-16,2024-03-16,2024-06-14,Fuga quibusdam ea fugit odit fuga perferendis.,17968.31,,GBP,17241.81,,,D,N,CHQ,,N,202403,,INV-88317,,PO8710,,EX,,2026-05-05,T,
1000,SUP0069,AP108574,1,INVOICE,2023-08-09,2023-08-09,2023-10-08,Ad sunt natus totam dolore aperiam reprehenderit.,7129.78,,GBP,5621.27,,,D,N,INT,,N,202308,,INV-62855,,PO6995,,S20,,2026-05-05,T,
1000,SUP0052,AP153642,1,INVOICE,2026-03-13,2026-03-13,2026-06-11,Officiis blanditiis aliquid alias voluptatum.,10135.44,,GBP,5649.71,,,D,N,BACS,,N,202603,,INV-60639,,PO9261,,EX,,2026-05-05,T,
1000,SUP0071,AP393308,1,INVOICE,2023-09-01,2023-09-01,2023-10-01,Atque suscipit consequatur iste.,48766.6,,GBP,33399.12,,,D,N,INT,,N,202309,,INV-83116,,PO6990,,S20,,2026-05-05,T,
1000,SUP0026,AP731728,1,INVOICE,2025-11-08,2025-11-08,2026-01-07,In quia culpa impedit aut laudantium illum.,25253.86,,GBP,24338.59,,,D,N,CHAPS,,N,202511,,INV-53652,,PO8761,,Z0,,2026-05-05,T,
1000,SUP0059,AP256175,1,INVOICE,2025-11-21,2025-11-21,2025-12-21,Adipisci fuga ipsam veritatis sequi.,16734.31,,GBP,8526.89,,,D,N,CHAPS,,N,202511,,INV-61505,,PO5902,,Z0,,2026-05-05,T,
1000,SUP0044,AP631958,1,INVOICE,2025-11-09,2025-11-09,2026-02-07,Voluptatem facilis temporibus officia.,24747.41,,GBP,13602.68,,,D,N,CHQ,,N,202511,,INV-12180,,PO7035,,EX,,2026-05-05,T,
1000,SUP0015,AP536774,1,INVOICE,2026-04-10,2026-04-10,2026-06-09,Id deleniti commodi sed.,39939.36,,GBP,16764.17,,,D,N,BACS,,N,202604,,INV-88238,,PO8775,,EX,,2026-05-05,T,
1000,SUP0074,AP338596,1,INVOICE,2023-04-16,2023-04-16,2023-07-15,At distinctio odit voluptas amet ex voluptates.,24282.21,,GBP,14098.59,,,D,N,CHQ,,N,202304,,INV-29369,,PO4968,,S20,,2026-05-05,T,
1000,SUP0074,AP834549,1,INVOICE,2023-08-14,2023-08-14,2023-09-13,Dignissimos rerum mollitia nesciunt repellat doloremque quo.,1437.4,,GBP,1076.68,,,D,N,CHAPS,,N,202308,,INV-64127,,PO4340,,EX,,2026-05-05,T,
1000,SUP0065,AP912617,1,INVOICE,2025-08-23,2025-08-23,2025-11-21,A similique corporis consectetur dolorum cupiditate optio ad.,36506.4,,GBP,15894.15,,,D,N,CHAPS,,N,202508,,INV-83516,,PO6325,,Z0,,2026-05-05,T,
1000,SUP0062,AP651002,1,INVOICE,2025-02-10,2025-02-10,2025-04-11,Facere ratione nihil.,47855.93,,GBP,30257.83,,,D,N,INT,,N,202502,,INV-81601,,PO6804,,Z0,,2026-05-05,T,
1000,SUP0034,AP739711,1,INVOICE,2025-09-18,2025-09-18,2025-10-18,Cupiditate amet qui.,47888.2,,GBP,37199.31,,,D,N,INT,,N,202509,,INV-39473,,PO5876,,EX,,2026-05-05,T,
1000,SUP0027,AP823769,1,INVOICE,2025-09-28,2025-09-28,2025-11-27,Beatae aperiam ipsum facere nisi iste dolore.,24250.27,,GBP,13376.69,,,D,N,INT,,N,202509,,INV-47721,,PO2996,,Z0,,2026-05-05,T,
1000,SUP0070,AP498138,1,INVOICE,2025-03-19,2025-03-19,2025-05-18,Aliquam quos sint maxime itaque vitae aperiam laboriosam.,47753.14,,GBP,17014.79,,,D,N,INT,,N,202503,,INV-15513,,PO5712,,Z0,,2026-05-05,T,
1000,SUP0011,AP463188,1,INVOICE,2025-06-24,2025-06-24,2025-09-22,Incidunt autem quae ipsam tempore eum.,13193.98,,GBP,8137.21,,,D,N,CHAPS,,N,202506,,INV-80592,,PO5442,,Z0,,2026-05-05,T,
1000,SUP0035,AP243941,1,INVOICE,2023-08-12,2023-08-12,2023-11-10,Aperiam eius odio molestias.,37174.1,,GBP,30058.02,,,D,N,BACS,,N,202308,,INV-97796,,PO9700,,S20,,2026-05-05,T,
1000,SUP0030,AP155040,1,INVOICE,2023-07-25,2023-07-25,2023-09-23,Fugit nisi eos magni inventore recusandae.,16849.53,,GBP,10481.7,,,D,N,CHAPS,,N,202307,,INV-10679,,PO3587,,EX,,2026-05-05,T,
1000,SUP0061,AP600641,1,INVOICE,2024-02-13,2024-02-13,2024-04-13,Sequi officiis quisquam quam.,16397.8,,GBP,7924.76,,,D,N,BACS,,N,202402,,INV-95498,,PO4804,,Z0,,2026-05-05,T,
1000,SUP0005,AP283568,1,INVOICE,2025-05-05,2025-05-05,2025-06-04,Inventore suscipit impedit repudiandae id.,46729.17,,GBP,45370.67,,,D,N,CHQ,,N,202505,,INV-74930,,PO4052,,Z0,,2026-05-05,T,
1000,SUP0038,AP139286,1,INVOICE,2023-01-19,2023-01-19,2023-03-20,Est est ducimus veritatis.,28614.11,,GBP,26157.86,,,D,N,INT,,N,202301,,INV-47298,,PO8444,,Z0,,2026-05-05,T,
1000,SUP0070,AP649787,1,INVOICE,2025-10-08,2025-10-08,2025-11-07,Architecto rerum at atque qui repellat nam.,42627.46,,GBP,26667.03,,,D,N,CHAPS,,N,202510,,INV-24764,,PO6417,,S20,,2026-05-05,T,
1000,SUP0059,AP779776,1,INVOICE,2024-06-10,2024-06-10,,Vero natus pariatur illum sit velit in totam.,9716.85,,GBP,3990.77,,,D,N,INT,,N,202406,,INV-84420,,PO4164,,S20,,2026-05-05,T,AP_DUE_DATE_MISSING
1000,SUP0059,AP740632,1,INVOICE,2025-04-10,2025-04-10,2025-06-09,Voluptas nobis expedita.,26006.39,,GBP,24201.8,,,D,N,BACS,,N,202504,,,,PO3303,,EX,,2026-05-05,T,AP_EXT_REF_MISSING
1000,SUP0059,AP439320,1,INVOICE,2024-05-23,2024-05-23,2024-06-22,Magni culpa laboriosam sed expedita nam beatae.,,,GBP,10882.41,,,D,N,INT,,N,202405,,INV-53204,,PO5947,,Z0,,2026-05-05,T,AP_AMOUNT_MISSING
1000,SUP0059,AP857997,1,INVOICE,2026-03-19,2026-03-19,2026-04-18,Nemo rem sapiente voluptate repellendus.,13446.88,,GBP,9579.0,,,D,N,CHAPS,,N,202603,,INV-18142,,,,EX,,2026-05-05,T,AP_PO_CONTRACT_MISSING
1000,SUP0059,AP421709,1,INVOICE,2023-11-24,2023-11-24,2024-01-23,Perferendis nam non omnis possimus adipisci earum quis.,34460.64,1200.0,USD,9011.98,,,D,N,INT,,N,202311,,INV-25389,,PO5833,,EX,,2026-05-05,T,AP_FX_NO_RATE
1000,SUP0059,AP744481,1,CREDIT,2024-03-28,2024-03-28,2024-04-27,Expedita delectus corporis omnis architecto qui.,-1433.69,,GBP,-1433.69,,,D,N,CHQ,,N,202403,,INV-89395,,PO7121,,EX,,2026-05-05,T,AP_CN_NO_REF
1000,SUP0059,AP593699,1,INVOICE,2026-01-05,2026-01-05,2026-04-05,At minus fugiat.,-1500.0,,GBP,16154.47,,,D,N,BACS,,N,202601,,INV-78879,,PO8319,,Z0,,2026-05-05,T,AP_NEG_INV
1000,SUP0059,AP837952,1,INVOICE,2025-01-10,2025-01-10,2025-02-09,Exercitationem fuga quam quod necessitatibus assumenda amet.,45903.61,,EUR,41782.98,,,D,N,CHAPS,,N,202501,,INV-85065,,PO9792,,S20,1.17,2026-05-05,T,AP_FX_NO_CUR_AMT
1000,SUP0059,AP272529,1,INVOICE,2024-11-02,2024-11-02,2025-01-31,Quidem amet aspernatur ipsam.,22371.11,,GBP,0.0,,,D,N,CHQ,,N,202411,,INV-21919,,PO9361,,EX,,2026-05-05,T,AP_REST_ZERO
1000,SUP0059,AP947975,1,INVOICE,2023-04-24,2023-04-24,2023-06-23,Laborum ipsam earum quidem beatae inventore.,1000.0,,GBP,1500.0,,,D,N,BACS,,N,202304,,INV-83242,,PO8575,,Z0,,2026-05-05,T,AP_REST_OVER_AMT
