client,apar_id,apar_name,short_name,apar_gr_id,status,apar_once,vat_reg_no,comp_reg_no,country_code,tax_code,tax_system,terms_id,pay_method,currency,pay_delay,clearing_code,bank_account,iban,swift,expired_date,last_update,wf_state,_edge_case
2000,SUP0019,"Davison, Evans and Evans",Watson LLC,IT,N,N,GB927175323,19796799,GB,S20,UKVAT,30DAYS,CHAPS,GBP,0,43-37-15,18115992,,,,2026-04-27,T,
2000,SUP0020,Lucas-Watkins,Hamilton I,PROF,N,N,GB407613928,94365330,GB,Z0,UKVAT,COD,CHQ,GBP,5,,,,,,2024-12-08,T,
2000,SUP0021,"Welch, Lee and Young",Adams PLC,UTIL,N,N,GB787771674,82016510,GB,Z0,UKVAT,14DAYS,CHQ,GBP,0,,,,,,2021-06-21,T,
2000,SUP0022,Anderson and Sons,Farrell Lt,UTIL,N,N,GB649009234,37272705,GB,S20,UKVAT,60DAYS,INT,GBP,5,,,GB85146303161799042102,SEYNGB2Z,,2021-12-08,T,
2000,SUP0023,"Law, Thompson and Williams",Hargreaves,GEN,N,N,GB905066256,46072958,GB,Z0,UKVAT,30DAYS,INT,GBP,0,,,GB52648149177850792524,UXRCGB0A,,2025-10-25,T,
2000,SUP0024,Morrison-Mitchell,Barnes-Smi,GEN,N,N,GB149372289,73319171,GB,EX,UKVAT,COD,BACS,GBP,0,32-14-80,98007006,,,,2023-05-09,T,
2000,SUP0025,Cooke-O'Connor,"May, Robin",CONS,N,N,GB366570563,65869014,GB,Z0,UKVAT,60DAYS,CHAPS,GBP,0,19-83-57,26025721,,,,2023-10-26,T,
2000,SUP0026,Marsh-Kerr,Morgan-War,GEN,N,N,GB339643129,79226031,GB,S20,UKVAT,COD,BACS,GBP,0,69-46-49,53929586,,,,2021-06-26,T,
2000,SUP0027,"Khan, Smith and Hart",Naylor-Web,UTIL,N,N,GB496124146,36933626,GB,EX,UKVAT,60DAYS,CHQ,GBP,10,,,,,,2022-05-12,T,
2000,SUP0028,"Barton, Kirby and Miller",Patterson-,CONS,N,N,GB735323297,76217748,GB,S20,UKVAT,14DAYS,CHQ,GBP,0,,,,,,2021-01-14,T,
2000,SUP0029,Green-Walker,Young-Begu,UTIL,N,N,GB350179421,82684966,GB,EX,UKVAT,30DAYS,CHQ,GBP,0,,,,,,2021-01-03,T,
2000,SUP0030,Manning-Knight,Cooper Inc,CONS,N,N,GB211614410,37540722,GB,Z0,UKVAT,14DAYS,CHQ,GBP,5,,,,,,2023-10-05,T,
2000,SUP0031,Wilson-Newton,Bryant Ltd,GEN,N,N,GB864131026,47557512,GB,S20,UKVAT,30DAYS,BACS,GBP,0,76-62-99,59995026,,,,2023-07-28,T,
2000,SUP0032,James-Khan,Bell-Jones,PROF,N,N,GB202625025,77837366,GB,S20,UKVAT,COD,BACS,GBP,0,85-82-17,68382413,,,,2024-09-18,T,
2000,SUP0033,Reed Group,Richards-H,GEN,N,N,GB413184748,45029610,GB,EX,UKVAT,COD,CHAPS,GBP,0,50-67-44,41354768,,,,2021-06-02,T,
2000,SUP0034,Smith and Sons,"Singh, Jen",GEN,N,N,GB937450959,88478184,GB,S20,UKVAT,14DAYS,CHAPS,GBP,0,31-67-69,52148834,,,,2023-04-13,T,
2000,SUP0035,Smith-Blake,Burton PLC,PROF,N,N,GB484708210,37868462,GB,EX,UKVAT,60DAYS,BACS,GBP,5,43-25-21,31154777,,,,2025-07-12,T,
2000,SUP0036,Collins-Lee,Anderson-B,PROF,N,N,GB143303806,38859601,GB,EX,UKVAT,14DAYS,INT,GBP,0,,,GB41568044206788317121,AVZDGB3N,,2024-07-14,T,
2000,SUP0037,"Allen, Edwards and Harris",Richards a,PROF,N,N,GB729340221,44738319,GB,S20,UKVAT,30DAYS,BACS,GBP,0,35-92-66,27286109,,,,2021-07-08,T,
2000,SUP0038,"Fletcher, Adams and Cunningham",Townsend-C,UTIL,N,N,GB145844821,71873691,GB,S20,UKVAT,14DAYS,INT,GBP,10,,,GB65670662532447209993,QMWMGBDN,,2023-05-09,T,
2000,SUP0039,"Fitzgerald, Buckley and Brown",Thomas-Coo,PROF,N,N,GB367520363,94658420,GB,Z0,UKVAT,30DAYS,CHAPS,GBP,5,55-71-79,75052579,,,,2022-12-06,T,
2000,SUP0040,Smith-Brown,Ward Ltd,IT,N,N,GB390378111,34134478,GB,S20,UKVAT,60DAYS,INT,GBP,10,,,GB38040785932133480396,JVVEGBV3,,2024-11-29,T,
2000,SUP0041,"Johnson, Vaughan and Newman",Browne-Par,PROF,N,N,GB130286569,57201978,GB,Z0,UKVAT,14DAYS,INT,GBP,10,,,GB34784270103930870593,UIEUGB5C,,2021-10-30,T,
2000,SUP0042,Bradley-Jarvis,"Hall, Boot",UTIL,N,N,GB665104817,58974686,GB,S20,UKVAT,60DAYS,CHAPS,GBP,5,85-22-53,50502233,,,,2022-10-23,T,
2000,SUP0043,Collins Group,Harris Inc,GEN,N,N,GB886356993,68635481,GB,Z0,UKVAT,COD,CHAPS,GBP,0,32-81-98,92370625,,,,2025-05-31,T,
2000,SUP0044,Young LLC,Lewis-Scot,GEN,N,N,GB814609188,89047551,GB,S20,UKVAT,COD,INT,GBP,0,,,GB98422096902959391725,TGZEGB5D,,2024-12-22,T,
2000,SUP0045,"Jones, Sims and Willis",Evans-Port,IT,N,N,GB112235959,45596211,GB,S20,UKVAT,14DAYS,INT,GBP,0,,,GB54410067626765861793,EBVHGBL8,,2021-06-01,T,
2000,SUP0046,"Ross, Harvey and Chan",Reid-Lawre,GEN,N,N,GB503144836,31596235,GB,Z0,UKVAT,30DAYS,INT,GBP,10,,,GB21599706296201533688,GHGBGBU4,,2021-11-11,T,
2000,SUP0047,Cook-Birch,Stephenson,CONS,N,N,GB104096941,67392300,GB,S20,UKVAT,60DAYS,BACS,GBP,10,71-35-22,13454186,,,,2022-02-28,T,
2000,SUP0048,Wood Inc,Foster-Ful,CONS,N,N,GB187978213,73561576,GB,S20,UKVAT,60DAYS,CHAPS,GBP,5,70-72-94,45568288,,,,2021-07-06,T,
2000,SUP0049,"Harris, Webb and Mills",Rogers-Fos,GEN,N,N,GB498380251,61196706,GB,EX,UKVAT,14DAYS,CHQ,GBP,5,,,,,,2021-04-02,T,
2000,SUP0050,Thompson-Williams,Thomas-Tay,IT,N,N,GB599352182,45353058,GB,S20,UKVAT,60DAYS,INT,GBP,10,,,GB17211586938068687937,HKWAGBUS,,2024-03-16,T,
2000,SUP0051,Richards-Williams,"Robinson, ",UTIL,N,N,GB913025234,70269093,GB,S20,UKVAT,14DAYS,CHAPS,GBP,0,34-26-15,66824417,,,,2021-06-10,T,
2000,SUP0052,"Stevenson, Lewis and Banks",Watson and,GEN,N,N,GB983221403,94184877,GB,S20,UKVAT,60DAYS,CHQ,GBP,0,,,,,,2026-02-09,T,
2000,SUP0053,"Davies, Williams and Clarke",Marsh LLC,UTIL,N,N,GB516718295,84673939,GB,EX,UKVAT,60DAYS,BACS,GBP,0,76-68-11,93625419,,,,2024-04-18,T,
2000,SUP0054,Cooper-Swift,"Dyer, Powe",UTIL,N,N,GB545004139,30084652,GB,S20,UKVAT,30DAYS,CHQ,GBP,0,,,,,,2024-02-27,T,
2000,SUP0055,Miller-Allen,"Owen, McLe",CONS,N,N,GB675132064,56153339,GB,EX,UKVAT,60DAYS,BACS,GBP,5,93-72-83,91733516,,,,2023-08-27,T,
2000,SUP0056,Payne and Sons,Weston-Joh,GEN,N,N,GB395723682,64086249,GB,S20,UKVAT,COD,BACS,GBP,0,60-52-98,41887353,,,,2021-04-11,T,
2000,SUP0057,Smith LLC,"Williams, ",CONS,N,N,GB499905152,12715612,GB,EX,UKVAT,60DAYS,CHQ,GBP,0,,,,,,2022-07-29,T,
2000,SUP0058,Thorpe-Kirk,Price Ltd,UTIL,N,N,GB344767409,28036919,GB,EX,UKVAT,COD,CHQ,GBP,0,,,,,,2022-07-06,T,
2000,SUP0059,Turner-Barker,King-Ellis,PROF,N,N,GB793159203,21983878,GB,S20,UKVAT,COD,CHQ,GBP,0,,,,,,2026-02-14,T,
2000,SUP0060,"Freeman, Ball and Barton","Ellis, Har",IT,N,N,GB915499713,79323646,GB,EX,UKVAT,30DAYS,CHQ,GBP,10,,,,,,2025-06-09,T,
2000,SUP0061,Bond-O'Neill,James and ,UTIL,N,N,,78020910,GB,EX,UKVAT,14DAYS,CHAPS,GBP,10,82-13-32,35872271,,,,2025-11-28,T,SUP_VAT_MISSING
2000,SUP0062,Payne-Naylor,Jones-Robi,UTIL,N,N,GB367888133,14438720,GB,EX,UKVAT,30DAYS,,GBP,0,,,,,,2023-11-01,T,SUP_PAY_METHOD_MISSING
2000,SUP0063,Blackburn Inc,Gordon Ltd,UTIL,N,N,GB831405402,14102122,GB,S20,UKVAT,60DAYS,BACS,GBP,5,,,,,,2024-05-01,T,SUP_BANK_MISSING
2000,SUP0064,"Jones, Ali and Bolton","Ford, Page",GEN,N,N,GB609578849,88769733,GB,Z0,UKVAT,,CHQ,GBP,0,,,,,,2021-12-01,T,SUP_TERMS_MISSING
2000,SUP0065,Hall-Weston,Shaw PLC,UTIL,N,N,GB406090918,13684342,GB,EX,UKVAT,30DAYS,INT,,0,,,GB83333346800722903494,SSHXGB4Q,,2022-03-23,T,SUP_CURRENCY_MISSING
2000,SUP0066,"Fox, Read and Clarke","Walker, Ha",CONS,N,N,12345INVALID,79878835,GB,Z0,UKVAT,COD,CHQ,GBP,10,,,,,,2021-07-29,T,SUP_VAT_FORMAT
2000,SUP0067,Rogers and Sons,Hudson-Wil,PROF,N,N,GB795078308,89694801,GB,Z0,UKVAT,60DAYS,BACS,GBP,0,123456,10986174,GB97171545444328309652,SRZGGBPN,,2021-03-14,T,SUP_SORT_FORMAT
2000,SUP0068,"Bowen, Baker and Smith","Andrews, R",CONS,N,N,GB802693852,21985619,GB,S20,UKVAT,60DAYS,INT,GBP,0,49-63-52,59886371,GB84935387584282417248,TOOSHORT,,2022-06-18,T,SUP_SWIFT_FORMAT
2000,SUP0069,"Ashton, Kerr and Thompson","Nash, Slat",IT,N,N,GB226466892,73154349,GB,S20,UKVAT,30DAYS,INT,GBP,5,,,GB34816846022356972521,MQEQGBAJ,2023-08-23,2025-04-08,T,SUP_EXPIRED_ACTIVE
2000,SUP0070,"Haynes, Bennett and Thomas",Francis Lt,PROF,N,N,GB920858166,31264801,GB,EX,UKVAT,30DAYS,CHAPS,GBP,0,88-65-91,67634397,,,,2023-04-07,W,SUP_WF_STUCK
2000,SUP0071,"Pritchard, Kelly and Allen","Dawson, St",IT,N,Y,GB511582876,10626681,GB,S20,UKVAT,14DAYS,CHQ,GBP,0,,,,,,2026-04-30,T,SUP_SUNDRY
2000,SUP0072,Graham-Atkins,Nelson Ltd,CONS,N,N,GB912659064,81274148,GB,S20,UKVAT,30DAYS,BACS,GBP,0,90-41-38,56217844,,,,2022-05-06,T,SUP_STALE
2000,SUP0073,Jordan-Ford,Steele Gro,UTIL,N,N,GB511834185,77556678,GB,Z0,UKVAT,60DAYS,BACS,GBP,0,,,,,,2023-07-23,T,SUP_BACS_NO_BANK
2000,SUP0074,Hall-Cook,Webster Lt,IT,N,N,GB356165519,27956913,GB,EX,UKVAT,COD,INT,GBP,0,,,GB34260332309821506489,BZRQGBAY,,2023-05-04,T,SUP_VAT_DUP
2000,SUP0075,Hunter-Taylor,Clarke-Mid,IT,C,N,GB232709191,83454998,GB,EX,UKVAT,COD,CHQ,GBP,0,,,,,2020-01-20,2022-02-25,T,SUP_INACTIVE_FOR_TRANS_JOIN
