client,apar_id,voucher_no,sequence_no,voucher_type,voucher_date,trans_date,status,amount,rest_amount,currency,orig_reference,_edge_case
2000,SUP0042,APH737967,1,INVOICE,2025-07-07,2025-07-07,C,16981.71,0.0,GBP,,
2000,SUP0028,APH493282,1,INVOICE,2025-07-21,2025-07-21,C,10928.25,0.0,GBP,,
2000,SUP0058,APH569237,1,INVOICE,2025-12-14,2025-12-14,C,205.83,0.0,GBP,,
2000,SUP0005,APH398301,1,INVOICE,2024-11-19,2024-11-19,C,15624.76,0.0,GBP,,
2000,SUP0039,APH106887,1,INVOICE,2025-09-06,2025-09-06,C,29534.95,0.0,GBP,,
2000,SUP0028,APH997287,1,INVOICE,2025-09-21,2025-09-21,C,846.7,0.0,GBP,,
2000,SUP0036,APH680557,1,INVOICE,2025-04-10,2025-04-10,C,3009.76,0.0,GBP,,
2000,SUP0059,APH472932,1,INVOICE,2025-04-11,2025-04-11,C,4324.56,0.0,GBP,,
2000,SUP0047,APH710434,1,INVOICE,2025-07-16,2025-07-16,C,7143.23,0.0,GBP,,
2000,SUP0039,APH196369,1,INVOICE,2025-12-17,2025-12-17,C,17158.14,0.0,GBP,,
2000,SUP0028,APH869933,1,INVOICE,2025-01-21,2025-01-21,C,21762.7,0.0,GBP,,
2000,SUP0062,APH281301,1,INVOICE,2026-03-17,2026-03-17,C,24806.02,0.0,GBP,,
2000,SUP0074,APH959324,1,INVOICE,2025-02-08,2025-02-08,C,17937.89,0.0,GBP,,
2000,SUP0039,APH139186,1,INVOICE,2025-11-28,2025-11-28,C,2538.63,0.0,GBP,,
2000,SUP0008,APH908348,1,INVOICE,2025-10-11,2025-10-11,C,10568.32,0.0,GBP,,
2000,SUP0056,APH536754,1,INVOICE,2025-03-06,2025-03-06,C,26119.64,0.0,GBP,,
2000,SUP0030,APH883997,1,INVOICE,2024-11-14,2024-11-14,C,19089.84,0.0,GBP,,
2000,SUP0049,APH156757,1,INVOICE,2025-09-11,2025-09-11,C,15826.62,0.0,GBP,,
2000,SUP0041,APH666157,1,INVOICE,2025-04-05,2025-04-05,C,9939.58,0.0,GBP,,
2000,SUP0029,APH260639,1,INVOICE,2024-12-24,2024-12-24,C,20274.33,0.0,GBP,,
2000,SUP0051,APH567262,1,INVOICE,2026-04-03,2026-04-03,C,2884.47,0.0,GBP,,
2000,SUP0056,APH403859,1,INVOICE,2025-12-11,2025-12-11,C,4610.77,0.0,GBP,,
2000,SUP0044,APH186554,1,INVOICE,2026-03-05,2026-03-05,C,17228.93,0.0,GBP,,
2000,SUP0007,APH674779,1,INVOICE,2025-12-16,2025-12-16,C,8024.23,0.0,GBP,,
2000,SUP0052,APH626199,1,INVOICE,2026-01-21,2026-01-21,C,23259.99,0.0,GBP,,
2000,SUP0017,APH899049,1,INVOICE,2025-03-21,2025-03-21,C,14531.49,0.0,GBP,,
2000,SUP0026,APH611559,1,INVOICE,2025-12-12,2025-12-12,C,19637.0,0.0,GBP,,
2000,SUP0026,APH688426,1,INVOICE,2025-07-13,2025-07-13,C,7420.99,0.0,GBP,,
2000,SUP0035,APH914504,1,INVOICE,2026-01-17,2026-01-17,C,9837.67,0.0,GBP,,
2000,SUP0074,APH193946,1,INVOICE,2025-02-26,2025-02-26,C,20218.08,0.0,GBP,,
2000,SUP0055,APH483010,1,INVOICE,2025-10-25,2025-10-25,C,5876.59,0.0,GBP,,
2000,SUP0045,APH722725,1,INVOICE,2024-11-27,2024-11-27,C,23136.5,0.0,GBP,,
2000,SUP0022,APH466704,1,INVOICE,2026-01-29,2026-01-29,C,18770.83,0.0,GBP,,
2000,SUP0057,APH147057,1,INVOICE,2025-06-30,2025-06-30,C,6150.62,0.0,GBP,,
2000,SUP0048,APH263568,1,INVOICE,2025-01-29,2025-01-29,C,3548.68,0.0,GBP,,
2000,SUP0007,APH354854,1,INVOICE,2025-04-03,2025-04-03,C,26088.82,0.0,GBP,,
2000,SUP0037,APH114400,1,INVOICE,2025-10-20,2025-10-20,C,20875.1,0.0,GBP,,
2000,SUP0015,APH419939,1,INVOICE,2026-02-06,2026-02-06,C,14241.47,0.0,GBP,,
2000,SUP0043,APH319162,1,INVOICE,2025-06-07,2025-06-07,C,6273.28,0.0,GBP,,
2000,SUP0067,APH886804,1,INVOICE,2025-07-25,2025-07-25,C,16554.24,0.0,GBP,,
2000,SUP0019,APH828834,1,INVOICE,2024-11-21,2024-11-21,C,11422.88,0.0,GBP,,
2000,SUP0068,APH145594,1,INVOICE,2025-07-22,2025-07-22,C,5275.53,0.0,GBP,,
2000,SUP0037,APH310445,1,INVOICE,2025-08-07,2025-08-07,C,1781.94,0.0,GBP,,
2000,SUP0002,APH169832,1,INVOICE,2025-12-05,2025-12-05,C,19879.11,0.0,GBP,,
2000,SUP0047,APH213132,1,INVOICE,2024-11-22,2024-11-22,C,8916.37,441.7,GBP,,HIS_REST_NOT_ZERO
2000,SUP0047,APH505298,1,INVOICE,2025-06-27,,C,29397.83,0.0,GBP,,HIS_DATE_MISSING
2000,SUP0047,APH633243,1,CREDIT,2025-02-12,2025-02-12,C,-536.2,0.0,GBP,,HIS_CN_NO_REF
2000,SUP0047,APH726111,1,INVOICE,2025-02-01,2025-02-01,C,5755.24,0.0,GBP,,HIS_DUP
2000,SUP0047,APH726111,1,INVOICE,2026-03-30,2026-03-30,C,29010.38,0.0,GBP,,HIS_DUP
2000,SUPGHOST9999,APH687923,1,INVOICE,2024-11-25,2024-11-25,C,1384.62,0.0,GBP,,HIS_ORPHANED
