client,asset_id,asset_group,description,short_info,status,wf_state,cap_date_from,cap_period_from,date_from,date_to,apar_id,parent_asset,grant_flag,org_amount,org_amt_date,base_amount,std_amount,ins_amount,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,last_update,user_id,_edge_case
CA,AHOC0013,SOFT,Team-oriented next generation definition,vitae,N,,2024-02-23,202402,2024-02-14,,SUPP5905,,0,306227.21,2024-02-23,306227.21,306227.21,336849.93,CC206,DEPT27,PROJ5333,,,,,2025-12-28,william30,
CM,AHOC0014,VEH,Intuitive impactful flexibility,at,N,T,2017-04-28,201704,2017-04-08,,SUPP6464,,0,212364.31,2017-04-28,212364.31,212364.31,233600.74,CC752,DEPT43,PROJ3647,,,,,2026-03-18,kirstyhawkins,
CM,AHOC0015,VEH,Intuitive didactic projection,praesentium,N,,2025-03-26,202503,2025-02-27,,SUPP5088,,0,20907.54,2025-03-26,20907.54,20907.54,22998.29,CC462,DEPT81,PROJ7658,,,,,2026-03-03,pyoung,
CF,AHOC0016,IT_EQ,Persevering client-server firmware,deserunt,C,T,2019-03-28,201903,2019-03-23,2020-07-07,,,0,191888.32,2019-03-28,191888.32,191888.32,211077.15,CC936,DEPT68,PROJ6728,,,,,2026-01-22,chelseapowell,
CM,AHOC0017,VEH,User-friendly optimal interface,reprehenderit,N,,2019-03-05,201903,2019-02-28,,SUPP8119,,0,290714.28,2019-03-05,290714.28,290714.28,319785.71,CC905,DEPT50,PROJ8149,,,,,2026-03-01,ievans,
CM,AHOC0018,SOFT,Profound modular array,architecto,T,N,2021-01-27,202101,2021-01-25,2024-11-15,SUPP3041,,0,460464.66,2021-01-27,460464.66,460464.66,506511.13,CC407,DEPT74,PROJ6067,,,,,2026-03-09,gouldsam,
CF,AHOC0019,FURN,Synergized interactive policy,at,N,N,2025-03-18,202503,2025-02-18,,,,0,479956.17,2025-03-18,479956.17,479956.17,527951.79,CC779,DEPT91,PROJ6491,,,,,2025-12-25,dpalmer,
CM,AHOC0020,IT_EQ,Progressive eco-centric neural-net,accusamus,N,N,2020-09-24,202009,2020-09-17,,,,0,74638.1,2020-09-24,74638.1,74638.1,82101.91,CC209,DEPT64,PROJ4585,,,,,2026-01-05,richardsonpaula,
CM,AHOC0021,SOFT,Versatile encompassing throughput,temporibus,N,T,2023-03-05,202303,2023-02-07,,SUPP9976,,0,359917.71,2023-03-05,359917.71,359917.71,395909.48,CC262,DEPT70,PROJ8373,,,,,2026-01-16,nathan46,
CM,AHOC0022,BLDG,Diverse logistical ability,fuga,N,,2018-01-02,201801,2017-12-11,,SUPP9890,,0,107762.49,2018-01-02,107762.49,107762.49,118538.74,CC163,DEPT36,PROJ7883,,,,,2026-02-01,kathleenwalker,
CM,AHOC0023,BLDG,Self-enabling exuding productivity,quae,N,N,2021-09-22,202109,2021-09-15,,SUPP6507,,0,137194.72,2021-09-22,137194.72,137194.72,150914.19,CC917,DEPT61,PROJ3704,,,,,2026-02-11,carlpatel,
CA,AHOC0024,BLDG,Diverse needs-based time-frame,quia,N,,2019-12-04,201912,2019-11-24,,SUPP7906,,0,380853.62,2019-12-04,380853.62,380853.62,418938.98,CC183,DEPT70,PROJ1317,,,,,2026-03-19,andersonwendy,
CM,AHOC0025,VEH,Ameliorated bifurcated hierarchy,inventore,N,,2022-08-22,202208,2022-07-23,,,,0,109764.31,2022-08-22,109764.31,109764.31,120740.74,CC721,DEPT24,PROJ3683,,,,,2026-01-22,kevinsmith,
CM,AHOC0026,BLDG,Re-contextualized attitude-oriented artificial intelligence,placeat,N,,2020-01-22,202001,2020-01-22,,SUPP6934,,0,424938.24,2020-01-22,424938.24,424938.24,467432.06,CC948,DEPT68,PROJ3506,,,,,2026-02-07,stewartstacey,
CF,AHOC0027,SOFT,Visionary clear-thinking capacity,unde,C,T,2026-02-27,202602,2026-02-13,2026-03-18,,,0,375487.66,2026-02-27,375487.66,375487.66,413036.43,CC129,DEPT73,PROJ6325,,,,,2026-01-06,kmay,
CA,AHOC0028,BLDG,Fundamental multi-tasking portal,nisi,N,,2018-12-27,201812,2018-12-05,,SUPP1282,,0,238570.46,2018-12-27,238570.46,238570.46,262427.51,CC326,DEPT61,PROJ4986,,,,,2026-01-22,sheilamitchell,
CF,AHOC0029,FURN,Team-oriented dedicated structure,ipsa,N,N,2024-08-10,202408,2024-07-24,,SUPP8933,,0,475487.9,2024-08-10,475487.9,475487.9,523036.69,CC703,DEPT77,PROJ5636,,,,,2025-12-26,pturner,
CA,AHOC0030,BLDG,Multi-layered leadingedge model,odio,N,N,2016-06-02,201606,2016-05-15,,SUPP4020,,0,142885.32,2016-06-02,142885.32,142885.32,157173.85,CC358,DEPT71,PROJ2869,,,,,2025-12-22,smithphilip,
CF,AHOC0031,FURN,Mandatory 3rdgeneration parallelism,quod,N,N,2024-07-16,202407,2024-07-13,,,,0,473847.51,2024-07-16,473847.51,473847.51,521232.26,CC183,DEPT30,PROJ4929,,,,,2026-01-05,joanquinn,
CM,AHOC0032,FURN,Compatible tertiary product,assumenda,C,,2019-04-08,201904,2019-03-14,2025-11-22,SUPP9922,,0,330930.34,2019-04-08,330930.34,330930.34,364023.37,CC252,DEPT44,PROJ3330,,,,,2025-12-23,josephhowe,
CM,AHOC0033,BLDG,Managed asynchronous migration,ex,N,,2021-02-23,202102,2021-02-21,,,,0,299420.29,2021-02-23,299420.29,299420.29,329362.32,CC126,DEPT21,PROJ4750,,,,,2026-03-10,aimee73,
CF,AHOC0034,BLDG,Quality-focused clear-thinking success,rem,N,N,2021-10-02,202110,2021-09-30,,SUPP2713,,0,235535.19,2021-10-02,235535.19,235535.19,259088.71,CC437,DEPT62,PROJ9117,,,,,2026-01-19,esmith,
CA,AHOC0035,BLDG,Open-source content-based attitude,consequatur,N,N,2018-05-19,201805,2018-05-03,,,,0,181527.9,2018-05-19,181527.9,181527.9,199680.69,CC308,DEPT44,PROJ9998,,,,,2025-12-30,anixon,
CM,AHOC0036,BLDG,Persistent upward-trending application,veniam,C,,2021-12-31,202112,2021-12-09,2023-07-21,,,0,208329.68,2021-12-31,208329.68,208329.68,229162.65,CC664,DEPT28,PROJ7284,,,,,2026-01-07,longdeclan,
CM,AHOC0037,SOFT,Customer-focused dynamic core,eaque,T,,2022-04-25,202204,2022-04-10,2024-04-15,SUPP6272,,0,166887.54,2022-04-25,166887.54,166887.54,183576.29,CC814,DEPT40,PROJ7274,,,,,2026-01-12,ldavidson,
CA,AHOC0038,BLDG,Grass-roots maximized encryption,autem,N,,2022-11-17,202211,2022-11-07,,SUPP8486,,1,434980.46,2022-11-17,434980.46,434980.46,478478.51,CC247,DEPT62,PROJ3529,,,,,2025-12-23,jmann,
CF,AHOC0039,IT_EQ,Cross-platform actuating projection,quis,C,,2023-05-15,202305,2023-04-24,2025-01-01,SUPP2612,,0,498715.54,2023-05-15,498715.54,498715.54,548587.09,CC820,DEPT22,PROJ8269,,,,,2026-01-04,morganfrank,
CF,AHOC0040,BLDG,Down-sized incremental matrix,perspiciatis,T,,2019-02-13,201902,2019-01-30,2022-01-09,,,0,333753.52,2019-02-13,333753.52,333753.52,367128.87,CC261,DEPT19,PROJ8237,,,,,2026-01-27,joannepoole,
CA,AHOC0041,BLDG,Down-sized homogeneous ability,molestias,N,N,2024-02-06,202402,2024-01-28,,SUPP1803,,0,11947.86,2024-02-06,11947.86,11947.86,13142.65,CC863,DEPT73,PROJ5689,,,,,2026-03-23,sandra46,
CA,AHOC0042,VEH,Total upward-trending toolset,quos,N,,2024-06-15,202406,2024-06-11,,SUPP7807,,0,45976.55,2024-06-15,45976.55,45976.55,50574.21,CC235,DEPT79,PROJ6994,,,,,2026-02-19,snash,
CF,AHOC0043,BLDG,Extended analyzing paradigm,quis,C,,2024-10-09,202410,2024-09-09,2025-05-28,,,0,430210.16,2024-10-09,430210.16,430210.16,473231.18,CC474,DEPT21,PROJ7464,,,,,2025-12-15,morriskevin,
CF,AHOC0044,FURN,Business-focused optimal matrices,provident,N,,2022-07-22,202207,2022-07-12,,,,0,457712.7,2022-07-22,457712.7,457712.7,503483.97,CC575,DEPT99,PROJ5951,,,,,2026-03-07,kevinhunt,
CA,AHOC0045,BLDG,Configurable contextually-based architecture,saepe,N,,,,2024-01-16,,,,0,,,,,,CC524,DEPT93,PROJ2622,,,,,2026-02-14,daviesdamian,
CF,AHOC0046,VEH,Open-architected bottom-line open system,expedita,N,N,2023-06-30,202306,2023-06-19,,SUPP3001,,0,31214.49,2023-06-30,31214.49,31214.49,34335.94,CC943,DEPT68,PROJ2501,,,,,2026-03-08,bibisamantha,
CA,AHOC0047,SOFT,Switchable optimal open system,quasi,N,T,2024-12-04,202412,2024-11-30,,SUPP3370,,0,394533.23,2024-12-04,394533.23,394533.23,433986.55,CC653,DEPT42,PROJ3858,,,,,2025-12-28,elliot35,
CM,AHOC0048,BLDG,Front-line empowering infrastructure,delectus,N,N,2026-01-05,202601,2025-12-15,,,,1,261204.16,2026-01-05,261204.16,261204.16,287324.58,CC590,DEPT61,PROJ7984,,,,,2026-03-11,clare51,
CM,AHOC0049,SOFT,Advanced logistical process improvement,recusandae,N,N,2022-12-22,202212,2022-12-06,,,,0,148153.98,2022-12-22,148153.98,148153.98,162969.38,CC818,DEPT24,PROJ4522,,,,,2026-02-07,fordallan,
CF,AHOC0050,IT_EQ,Profit-focused empowering capacity,laudantium,T,N,2017-04-29,201704,2017-04-03,2018-04-17,,,0,47521.82,2017-04-29,47521.82,47521.82,52274.0,CC233,DEPT81,PROJ1982,,,,,2026-02-27,shawlauren,
CA,AHOC0051,BLDG,Horizontal cohesive intranet,quisquam,C,,2017-08-02,201708,2017-07-09,2020-09-22,,,0,287475.9,2017-08-02,287475.9,287475.9,316223.49,CC938,DEPT89,PROJ1430,,,,,2026-03-01,molly80,
CM,AHOC0052,FURN,Synchronized neutral framework,ut,N,,2016-07-31,201607,2016-07-29,,SUPP8432,,0,373309.77,2016-07-31,373309.77,373309.77,410640.75,CC478,DEPT49,PROJ6314,,,,,2026-03-23,singhaaron,
CM,AHOC0053,VEH,Fundamental bifurcated benchmark,quod,N,,2017-07-16,201707,2017-07-05,,,,0,215526.9,2017-07-16,215526.9,215526.9,237079.59,CC639,DEPT95,PROJ6053,,,,,2025-12-19,abdulbird,
CA,AHOC0054,SOFT,Expanded transitional Graphical User Interface,enim,N,,2022-04-07,202204,2022-03-16,,,,0,115825.25,2022-04-07,115825.25,115825.25,127407.78,CC173,DEPT60,PROJ1693,,,,,2026-02-07,leanne74,
CA,AHOC0055,VEH,Business-focused background productivity,nisi,N,T,2023-03-15,202303,2023-03-01,,SUPP2734,,0,416180.93,2023-03-15,416180.93,416180.93,457799.02,CC703,DEPT61,PROJ9584,,,,,2025-12-24,samuel05,
CA,AHOC0056,FURN,Visionary clear-thinking productivity,fuga,T,,2025-06-21,202506,2025-06-01,2025-09-14,SUPP3842,,0,118898.16,2025-06-21,118898.16,118898.16,130787.98,CC878,DEPT93,PROJ2234,,,,,2026-01-05,angelafisher,
CF,AHOC0057,SOFT,Optimized next generation access,culpa,N,,2019-05-13,201905,2019-04-25,,SUPP8565,,0,29029.89,2019-05-13,29029.89,29029.89,31932.88,CC158,DEPT57,PROJ5703,,,,,2025-12-23,hardinghollie,
CA,AHOC0058,VEH,Distributed needs-based alliance,maxime,N,,2016-12-18,201612,2016-12-04,,,,0,52647.44,2016-12-18,52647.44,52647.44,57912.18,CC761,DEPT32,PROJ1641,,,,,2026-01-14,sharonclarke,
CA,AHOC0059,VEH,Integrated high-level utilization,animi,N,N,2017-05-04,201705,2017-04-17,,SUPP3463,,0,339511.29,2017-05-04,339511.29,339511.29,373462.42,CC696,DEPT94,PROJ3317,,,,,2026-01-27,rhys31,
CF,AHOC0060,BLDG,Multi-channeled zero-defect open architecture,nemo,C,N,2024-07-29,202407,2024-07-08,2026-01-28,,,1,47633.03,2024-07-29,47633.03,47633.03,52396.33,CC416,DEPT33,PROJ4509,,,,,2026-01-26,franktaylor,
CA,,FURN,Enhanced incremental algorithm,dolorum,N,,2025-07-03,202411,2024-10-28,2025-02-02,SUPP3712,,0,10000.0,2024-11-16,299025.97,299025.97,328928.57,CC144,DEPT62,PROJ6968,,,,,2026-03-10,victoria34,DQ-AM-C01
CA,AHOC0062,BLDG,,corrupti,N,T,2025-10-11,202312,2023-11-03,,SUPP5616,,0,10000.0,2023-12-03,285639.28,285639.28,314203.21,CC614,DEPT77,PROJ7859,,,,,2026-01-03,ecarr,DQ-AM-C02
CA,AHOC0063,,Face-to-face dedicated knowledgebase,laudantium,N,,2024-08-06,201905,2019-04-17,2025-02-16,SUPP4637,,0,10000.0,2019-05-01,74526.98,74526.98,81979.68,CC457,DEPT13,PROJ7797,,,,,2025-12-20,julian30,DQ-AM-C03
CA,AHOC0064,BLDG,Switchable content-based initiative,iure,N,N,2023-07-03,201710,,2021-01-27,,,0,10000.0,2017-10-11,458780.69,458780.69,504658.76,CC822,DEPT70,PROJ8349,,,,,2026-03-02,brian45,DQ-AM-C04
CA,AHOC0065,SOFT,Stand-alone multimedia initiative,veritatis,N,,2025-04-05,201812,2018-11-27,,SUPP2816,,0,0.0,2018-12-10,319836.91,319836.91,351820.6,CC611,DEPT86,PROJ9782,,,,,2025-12-16,matthew14,DQ-AM-C05
CA,AHOC0066,SOFT,Enhanced optimal firmware,amet,N,,,,2022-05-02,,,,0,10000.0,,,,,CC581,DEPT15,PROJ7338,,,,,2026-01-30,andersonleigh,DQ-AM-C06
CA,AHOC0067,BLDG,Upgradable zero tolerance functionalities,nostrum,N,,2025-08-30,202002,2020-01-11,,,,0,10000.0,2020-02-06,321755.01,321755.01,,CC286,DEPT27,PROJ2033,,,,,2026-03-15,coopermelissa,DQ-AM-C07
CA,AHOC0068,FURN,Ergonomic eco-centric analyzer,voluptatum,X,T,2024-09-17,201901,2019-01-27,,SUPP1783,,0,10000.0,2019-01-28,376892.17,376892.17,414581.39,CC439,DEPT44,PROJ3039,,,,,2026-01-30,zwinter,DQ-AM-V01
CA,AHOC0069,FURN,Public-key systemic success,velit,N,Y,2024-09-26,201702,2017-02-12,,,,0,10000.0,2017-02-25,301624.2,301624.2,331786.62,CC181,DEPT51,PROJ5843,,,,,2026-01-22,juliewilliams,DQ-AM-V02
CA,AHOC0070,BLDG,Synchronized full-range process improvement,ipsam,N,T,2023-11-04,,2017-01-27,,SUPP3621,,0,-500.0,,,,,CC246,DEPT87,PROJ8179,,,,,2025-12-18,petersclifford,DQ-AM-V03
CA,AHOC0071,VEH,Profit-focused fault-tolerant secured line,nemo,N,,2024-12-09,201702,2024-01-01,2023-01-01,SUPP5566,,0,10000.0,2017-02-21,69709.86,69709.86,76680.85,CC216,DEPT13,PROJ4048,,,,,2026-02-15,sophie48,DQ-AM-V04
CA,AHOC0072,FURN,De-engineered content-based instruction set,vel,N,T,2022-01-01,201710,2023-01-01,,,,0,10000.0,2017-10-29,37951.97,37951.97,41747.17,CC189,DEPT97,PROJ6236,,,,,2026-03-09,ldavies,DQ-AM-V05
CA,AHOC0073,VEH,Seamless non-volatile framework,necessitatibus,N,T,2020-01-01,201812,2018-11-20,,,,0,10000.0,2022-01-01,247516.95,247516.95,272268.65,CC922,DEPT80,PROJ3126,,,,,2026-03-02,rogersrhys,DQ-AM-V06
CA,AHOC0074,VEH,Optional zero tolerance paradigm,sequi,N,,2025-10-26,,2023-06-09,2023-09-22,SUPP3981,,0,10000.0,2023-06-09,712.1,712.1,783.31,CC232,DEPT65,PROJ9238,,,,,2099-01-01,natalie77,DQ-AM-V07
CA,AHOC0075,VEH,Synergistic didactic migration,pariatur,N,T,2025-05-02,202306,2023-05-10,2023-01-01,,,0,10000.0,2023-06-09,137951.07,137951.07,151746.18,CC756,DEPT31,PROJ3526,,,,,2026-01-04,katycunningham,DQ-AM-K01
CA,AHOC0076,BLDG,Profound stable productivity,sit,N,W,2025-09-29,202012,2020-11-26,,,,0,10000.0,2020-12-15,319856.6,319856.6,351842.26,CC757,DEPT48,PROJ8912,,,,,2026-01-14,colin34,DQ-AM-K02
CA,AHOC0077,VEH,Face-to-face dedicated circuit,alias,N,,2024-03-01,201911,2019-10-24,,,,0,5000.0,,494023.66,494023.66,543426.03,CC479,DEPT75,PROJ2739,,,,,2026-01-23,smithalice,DQ-AM-K03
CA,AHOC0078,SOFT,Seamless zero administration archive,odit,N,,2024-11-19,201802,2018-01-09,,,,1,10000.0,2018-02-04,164390.47,164390.47,180829.52,,,,,,,,2026-02-11,kshah,DQ-AM-K04
CA,AHOC0001,BLDG,Ergonomic transitional standardization,molestiae,N,,2024-07-06,202301,2022-12-07,,SUPP1133,,0,10000.0,2023-01-04,421581.97,421581.97,463740.17,CC541,DEPT27,PROJ5333,,,,,2026-03-17,jmatthews,DQ-AM-D01
CA,AHOC0080,IT_EQ,Dup Desc,corrupti,N,,2023-11-22,202507,2025-06-27,,SUPP2584,,0,500.0,2025-07-16,340518.92,340518.92,374570.81,CC913,DEPT53,PROJ6990,,,,,2026-03-20,zlloyd,DQ-AM-D02
CA,AHOC0081,IT_EQ,Dup Desc,architecto,N,N,2024-11-10,202302,2023-02-09,,,,0,500.0,2023-02-19,82088.52,82088.52,90297.37,CC444,DEPT74,PROJ9351,,,,,2026-02-20,adrianmurphy,DQ-AM-D02
CA,AHOC0082,SOFT,Persistent static moderator,ratione,N,T,2025-04-02,202212,2022-12-04,2024-06-29,,ORPHAN_PARENT,0,10000.0,2022-12-19,483568.28,483568.28,531925.11,CC697,DEPT71,PROJ3793,,,,,2026-02-19,angela98,DQ-AM-R04
CA,AHOC0083,BLDG,Optimized neutral knowledge user,dolore,N,,2025-01-22,202011,2020-10-31,,NON_EXISTENT_SUPPLIER,,0,10000.0,2020-11-16,387711.18,387711.18,426482.3,CC163,DEPT27,PROJ9498,,,,,2026-01-09,wpower,DQ-AM-R05
CA,AHOC0084,VEH,Fully-configurable scalable focus group,quasi,N,,2026-02-16,202405,2024-04-25,,,,0,10000.0,2024-05-16,322011.24,322011.24,354212.36,CC352,DEPT45,PROJ5890,,,,,2026-01-11,rjohnson,
CA,AHOC0085,SOFT,Organic asynchronous structure,illo,N,T,2024-04-17,201906,2019-06-17,,SUPP7464,,0,10000.0,2019-06-20,287164.93,287164.93,315881.42,CC891,DEPT28,PROJ5758,,,,,2025-12-19,abdulgoodwin,
CA,AHOC0086,FURN,Quality-focused attitude-oriented challenge,distinctio,N,N,2024-05-31,201707,2017-06-16,,SUPP9700,,0,10000.0,2017-07-05,370704.6,370704.6,407775.06,CC338,DEPT16,PROJ2641,,,,,2026-02-04,jacquelinefaulkner,
CA,AHOC0087,IT_EQ,Triple-buffered didactic architecture,nesciunt,N,,2025-07-07,202410,2024-09-16,2025-08-06,,,0,10000.0,2024-10-16,161262.68,161262.68,177388.95,CC687,DEPT39,PROJ9767,,,,,2026-03-18,dbutcher,
CA,AHOC0088,IT_EQ,Operative analyzing database,nihil,N,T,2024-11-14,,2026-01-24,2026-02-24,,,0,10000.0,2026-01-24,611.17,611.17,672.29,CC565,DEPT92,PROJ9901,,,,,2026-02-19,lfranklin,
CA,AHOC0089,FURN,Total 3rdgeneration task-force,repellat,N,N,2023-09-24,202208,2022-08-07,,,,0,10000.0,2022-08-28,378884.09,378884.09,416772.5,CC515,DEPT64,PROJ9442,,,,,2026-01-24,wjones,
CA,AHOC0090,SOFT,Innovative web-enabled info-mediaries,nihil,N,N,2024-05-07,,2019-08-14,,SUPP6890,,0,10000.0,,,,,CC163,DEPT95,PROJ2936,,,,,2026-02-11,hollylloyd,
CA,AHOC0091,BLDG,Optional mobile algorithm,molestias,N,,2025-08-08,202301,2023-01-10,2025-06-09,,,0,10000.0,2023-01-21,351268.42,351268.42,386395.26,CC945,DEPT37,PROJ5054,,,,,2026-03-11,aimee62,
CA,AHOC0092,IT_EQ,Persistent clear-thinking process improvement,quibusdam,N,N,2025-10-03,201912,2019-11-29,,,,0,10000.0,2019-12-26,260650.43,260650.43,286715.47,CC600,DEPT21,PROJ9361,,,,,2026-02-09,walkerjenna,
CA,AHOC0093,IT_EQ,Re-contextualized stable algorithm,blanditiis,N,,2024-04-16,202408,2024-08-05,,SUPP2044,,0,10000.0,2024-08-11,289577.32,289577.32,318535.05,CC161,DEPT18,PROJ8734,,,,,2025-12-18,dkirk,
CA,AHOC0094,SOFT,Enterprise-wide actuating firmware,modi,N,T,2025-07-12,,2020-06-11,,SUPP6697,,0,10000.0,2020-06-11,967.73,967.73,1064.5,CC650,DEPT60,PROJ9664,,,,,2025-12-30,phillip75,
CA,AHOC0095,IT_EQ,Mandatory well-modulated implementation,hic,N,,2023-10-09,201806,2018-05-07,,SUPP7868,,0,10000.0,2018-06-05,437728.88,437728.88,481501.77,CC116,DEPT40,PROJ4376,,,,,2025-12-22,fsmith,
CA,AHOC0096,SOFT,Phased 3rdgeneration synergy,quis,N,N,2024-08-24,201906,2019-06-23,,SUPP6253,,0,10000.0,2019-06-30,408077.34,408077.34,448885.07,CC997,DEPT28,PROJ9540,,,,,2026-01-11,watkinsbruce,
CA,AHOC0097,SOFT,Face-to-face solution-oriented architecture,totam,N,,2024-12-29,202307,2023-06-13,,SUPP7821,,0,10000.0,2023-07-04,191196.16,191196.16,210315.78,CC407,DEPT58,PROJ4012,,,,,2026-03-20,mitchelllouis,
CA,AHOC0098,VEH,Exclusive 3rdgeneration process improvement,dolor,N,,2025-07-08,202008,2020-08-02,,,,0,10000.0,2020-08-09,128242.83,128242.83,141067.11,CC967,DEPT57,PROJ2514,,,,,2026-02-20,malcolmjones,
CA,AHOC0099,IT_EQ,Customizable non-volatile data-warehouse,omnis,N,,2026-01-20,,2016-05-27,2018-11-10,,,0,10000.0,,,,,CC348,DEPT99,PROJ4350,,,,,2026-02-02,laura29,
CA,AHOC0100,VEH,Robust value-added structure,cum,N,,2023-11-24,,2021-07-01,,,,0,10000.0,,,,,CC523,DEPT15,PROJ4625,,,,,2026-03-18,graemegriffiths,
CA,AHOC0101,BLDG,Assimilated fault-tolerant orchestration,veritatis,N,N,2026-01-21,,2020-01-07,,SUPP6770,,0,10000.0,2020-01-07,839.43,839.43,923.37,CC837,DEPT79,PROJ9000,,,,,2026-01-06,tfrost,
CA,AHOC0102,IT_EQ,Exclusive asynchronous parallelism,voluptas,N,,2023-07-04,201809,2018-09-07,,,,0,10000.0,2018-09-23,228548.82,228548.82,251403.7,CC731,DEPT71,PROJ8993,,,,,2025-12-16,timothyharrison,
CA,AHOC0103,FURN,Innovative systemic policy,cumque,N,T,2024-07-14,201705,2017-04-24,,,,0,10000.0,2017-05-10,75299.85,75299.85,82829.84,CC462,DEPT44,PROJ7502,,,,,2025-12-24,wardanne,
CA,AHOC0104,IT_EQ,Switchable holistic architecture,quae,N,,2025-11-22,202007,2020-06-17,,,,0,10000.0,2020-07-04,238526.54,238526.54,262379.19,CC965,DEPT65,PROJ6427,,,,,2026-02-24,james67,
CA,AHOC0105,VEH,Customer-focused intermediate hierarchy,tempora,N,N,2023-12-11,202205,2022-04-28,2026-02-03,SUPP4394,,0,10000.0,2022-05-16,17417.99,17417.99,19159.79,CC870,DEPT60,PROJ2260,,,,,2026-01-21,bgoddard,
CA,AHOC0106,IT_EQ,Enhanced upward-trending model,totam,N,N,2024-10-01,,2016-10-31,,SUPP7499,,0,10000.0,2016-10-31,308.93,308.93,339.82,CC434,DEPT13,PROJ5478,,,,,2026-03-24,amber87,
CA,AHOC0107,FURN,Persistent intermediate superstructure,rerum,N,,2024-09-25,201904,2019-03-28,,,,0,10000.0,2019-04-01,190620.0,190620.0,209682.0,CC209,DEPT21,PROJ1085,,,,,2026-01-22,brandon31,
CA,AHOC0108,VEH,Grass-roots local encryption,officiis,N,,2026-01-05,202206,2022-06-13,,,,1,10000.0,2022-06-15,298865.35,298865.35,328751.89,CC523,DEPT59,PROJ2387,,,,,2026-03-16,fholt,
CA,AHOC0109,BLDG,Inverse contextually-based matrix,error,N,,2024-08-06,202004,2020-04-13,,,,0,10000.0,2020-04-21,472166.93,472166.93,519383.62,CC209,DEPT27,PROJ5991,,,,,2025-12-14,garry54,
CA,AHOC0110,FURN,Right-sized tangible focus group,quos,N,T,2025-09-05,201911,2019-10-30,2022-02-28,,,0,10000.0,2019-11-18,240025.86,240025.86,264028.45,CC398,DEPT98,PROJ9044,,,,,2026-02-25,lewiskarl,
CA,AHOC0111,VEH,Configurable disintermediate success,nemo,N,T,2025-04-06,202403,2024-03-05,,,,0,10000.0,2024-03-11,219789.02,219789.02,241767.92,CC968,DEPT62,PROJ9180,,,,,2025-12-31,pduffy,
