client,asset_id,depr_book_id,trans_type,total_amount,total_cur_amount,max_trans_date,min_trans_date,transaction_count,_edge_case
LA,AHOL0035,FINBOOK,CA,10000.0,10000.0,2025-07-09,2025-07-09,3,
LA,AHOL0035,FINBOOK,ND,-3089.18,-3089.18,2026-04-20,2025-08-08,92,
LA,AHOL0036,FINBOOK,CA,10000.0,10000.0,2024-04-30,2024-04-30,2,
LA,AHOL0036,FINBOOK,ND,-3745.34,-3745.34,2026-04-20,2024-05-30,92,
LA,AHOL0037,FINBOOK,CA,10000.0,10000.0,2023-12-18,2023-12-18,1,
LA,AHOL0037,FINBOOK,ND,-2778.03,-2778.03,2026-04-20,2024-01-17,29,
LA,AHOL0038,FINBOOK,CA,10000.0,10000.0,2026-02-04,2026-02-04,2,
LA,AHOL0038,FINBOOK,ND,-2098.92,-2098.92,2026-04-20,2026-03-06,26,
LA,AHOL0039,FINBOOK,CA,10000.0,10000.0,2023-10-07,2023-10-07,2,
LA,AHOL0039,FINBOOK,ND,-4916.62,-4916.62,2026-04-20,2023-11-06,98,
LA,AHOL0040,FINBOOK,CA,10000.0,10000.0,2025-09-22,2025-09-22,1,
LA,AHOL0040,FINBOOK,ND,-4068.4,-4068.4,2026-04-20,2025-10-22,76,
LA,AHOL0041,FINBOOK,CA,10000.0,10000.0,2024-08-10,2024-08-10,2,
LA,AHOL0041,FINBOOK,ND,-6872.61,-6872.61,2026-04-20,2024-09-09,76,
LA,AHOL0042,FINBOOK,CA,10000.0,10000.0,2025-12-12,2025-12-12,5,
LA,AHOL0042,FINBOOK,ND,-3021.91,-3021.91,2026-04-20,2026-01-11,90,
LA,AHOL0043,FINBOOK,CA,10000.0,10000.0,2023-12-03,2023-12-03,2,
LA,AHOL0043,FINBOOK,ND,-3863.37,-3863.37,2026-04-20,2024-01-02,53,
LA,AHOL0044,FINBOOK,CA,10000.0,10000.0,2023-11-09,2023-11-09,4,
LA,AHOL0044,FINBOOK,ND,-8909.33,-8909.33,2026-04-20,2023-12-09,38,
LA,AHOL0045,FINBOOK,CA,10000.0,10000.0,2026-02-05,2026-02-05,3,
LA,AHOL0045,FINBOOK,ND,-8156.22,-8156.22,2026-04-20,2026-03-07,80,
LA,AHOL0046,FINBOOK,CA,10000.0,10000.0,2025-06-03,2025-06-03,5,
LA,AHOL0046,FINBOOK,ND,-4861.4,-4861.4,2026-04-20,2025-07-03,73,
LA,AHOL0047,FINBOOK,CA,10000.0,10000.0,2024-05-02,2024-05-02,3,
LA,AHOL0047,FINBOOK,ND,-5152.8,-5152.8,2026-04-20,2024-06-01,89,
LA,AHOL0048,FINBOOK,CA,10000.0,10000.0,2026-01-15,2026-01-15,2,
LA,AHOL0048,FINBOOK,ND,-5403.96,-5403.96,2026-04-20,2026-02-14,49,
LA,AHOL0049,FINBOOK,CA,10000.0,10000.0,2024-09-25,2024-09-25,5,
LA,AHOL0049,FINBOOK,ND,-6100.3,-6100.3,2026-04-20,2024-10-25,114,
LA,AHOL0050,FINBOOK,CA,10000.0,10000.0,2025-06-11,2025-06-11,2,
LA,AHOL0050,FINBOOK,ND,-1017.58,-1017.58,2026-04-20,2025-07-11,46,
LA,AHOL0051,FINBOOK,CA,10000.0,10000.0,2026-03-18,2026-03-18,4,
LA,AHOL0051,FINBOOK,ND,-1372.0,-1372.0,2026-04-20,2026-04-17,82,
LA,AHOL0052,FINBOOK,CA,10000.0,10000.0,2024-12-15,2024-12-15,3,
LA,AHOL0052,FINBOOK,ND,-5032.88,-5032.88,2026-04-20,2025-01-14,50,
LA,AHOL0053,FINBOOK,CA,10000.0,10000.0,2025-07-25,2025-07-25,2,
LA,AHOL0053,FINBOOK,ND,-2607.11,-2607.11,2026-04-20,2025-08-24,80,
LA,AHOL0054,FINBOOK,CA,10000.0,10000.0,2024-12-12,2024-12-12,1,
LA,AHOL0054,FINBOOK,ND,-5181.84,-5181.84,2026-04-20,2025-01-11,4,
LA,AHOL0055,FINBOOK,CA,10000.0,10000.0,2025-09-18,2025-09-18,5,
LA,AHOL0055,FINBOOK,ND,-7918.73,-7918.73,2026-04-20,2025-10-18,96,
LA,AHOL0056,FINBOOK,CA,10000.0,10000.0,2023-10-03,2023-10-03,4,
LA,AHOL0056,FINBOOK,ND,-7639.87,-7639.87,2026-04-20,2023-11-02,117,
LA,AHOL0057,FINBOOK,CA,10000.0,10000.0,2023-10-24,2023-10-24,2,
LA,AHOL0057,FINBOOK,ND,-2287.43,-2287.43,2026-04-20,2023-11-23,109,
LA,AHOL0058,FINBOOK,CA,10000.0,10000.0,2025-10-25,2025-10-25,5,
LA,AHOL0058,FINBOOK,ND,-1545.41,-1545.41,2026-04-20,2025-11-24,65,
LA,AHOL0059,FINBOOK,CA,10000.0,10000.0,2025-03-05,2025-03-05,5,
LA,AHOL0059,FINBOOK,ND,-8348.86,-8348.86,2026-04-20,2025-04-04,32,
LA,AHOL0060,FINBOOK,CA,10000.0,10000.0,2024-11-07,2024-11-07,1,
LA,AHOL0060,FINBOOK,ND,-2339.16,-2339.16,2026-04-20,2024-12-07,99,
LA,AHOL0061,FINBOOK,CA,10000.0,10000.0,2025-11-22,2025-11-22,1,
LA,AHOL0061,FINBOOK,ND,-1700.17,-1700.17,2026-04-20,2025-12-22,7,
LA,AHOL0062,FINBOOK,CA,10000.0,10000.0,2023-08-15,2023-08-15,5,
LA,AHOL0062,FINBOOK,ND,-1849.08,-1849.08,2026-04-20,2023-09-14,101,
LA,AHOL0063,FINBOOK,CA,10000.0,10000.0,2025-05-19,2025-05-19,2,
LA,AHOL0063,FINBOOK,ND,-1985.88,-1985.88,2026-04-20,2025-06-18,1,
LA,AHOL0064,FINBOOK,CA,10000.0,10000.0,2023-12-04,2023-12-04,4,
LA,AHOL0064,FINBOOK,ND,-6157.4,-6157.4,2026-04-20,2024-01-03,10,
LA,AHOL0065,FINBOOK,CA,10000.0,10000.0,2024-12-18,2024-12-18,5,
LA,AHOL0065,FINBOOK,ND,-3915.95,-3915.95,2026-04-20,2025-01-17,41,
LA,AHOL0066,FINBOOK,CA,10000.0,10000.0,2024-11-07,2024-11-07,5,
LA,AHOL0066,FINBOOK,ND,-1655.79,-1655.79,2026-04-20,2024-12-07,36,
LA,AHOL0067,FINBOOK,CA,10000.0,10000.0,2025-04-04,2025-04-04,2,
LA,AHOL0067,FINBOOK,ND,-3926.55,-3926.55,2026-04-20,2025-05-04,29,
LA,AHOL0068,FINBOOK,CA,10000.0,10000.0,2025-01-16,2025-01-16,2,
LA,AHOL0068,FINBOOK,ND,-7091.78,-7091.78,2026-04-20,2025-02-15,30,
LA,AHOL0069,FINBOOK,CA,10000.0,10000.0,2025-07-29,2025-07-29,4,
LA,AHOL0069,FINBOOK,ND,-6229.4,-6229.4,2026-04-20,2025-08-28,47,
LA,AHOL0070,FINBOOK,CA,10000.0,10000.0,2026-02-02,2026-02-02,5,
LA,AHOL0070,FINBOOK,ND,-6147.82,-6147.82,2026-04-20,2026-03-04,28,
LA,AHOL0071,FINBOOK,CA,10000.0,10000.0,2024-03-11,2024-03-11,2,
LA,AHOL0071,FINBOOK,ND,-6036.32,-6036.32,2026-04-20,2024-04-10,6,
LA,AHOL0072,FINBOOK,CA,10000.0,10000.0,2024-03-17,2024-03-17,5,
LA,AHOL0072,FINBOOK,ND,-2141.7,-2141.7,2026-04-20,2024-04-16,75,
LA,AHOL0073,FINBOOK,CA,10000.0,10000.0,2024-03-03,2024-03-03,5,
LA,AHOL0073,FINBOOK,ND,-1312.29,-1312.29,2026-04-20,2024-04-02,101,
LA,AHOL0074,FINBOOK,CA,10000.0,10000.0,2024-10-12,2024-10-12,4,
LA,AHOL0074,FINBOOK,ND,-7316.44,-7316.44,2026-04-20,2024-11-11,49,
LA,,FINBOOK,CA,10000.0,10000.0,2026-01-22,2026-01-22,5,DQ-AB-C01
LA,AHOL0075,FINBOOK,ND,-5180.33,-5180.33,2026-04-20,2026-02-21,67,
LA,AHOL0076,,CA,10000.0,10000.0,2024-05-17,2024-05-17,4,DQ-AB-C02
LA,AHOL0076,FINBOOK,ND,-3030.22,-3030.22,2026-04-20,2024-06-16,40,
LA,AHOL0077,FINBOOK,,10000.0,10000.0,2025-01-10,2025-01-10,1,DQ-AB-C03
LA,AHOL0077,FINBOOK,ND,-7434.95,-7434.95,2026-04-20,2025-02-09,106,
LA,AHOL0078,FINBOOK,CA,,10000.0,2025-08-06,2025-08-06,5,DQ-AB-C04
LA,AHOL0078,FINBOOK,ND,-3288.05,-3288.05,2026-04-20,2025-09-05,5,
LA,AHOL0079,FINBOOK,XX,10000.0,10000.0,2025-06-24,2025-06-24,1,DQ-AB-V01
LA,AHOL0079,FINBOOK,ND,-8353.42,-8353.42,2026-04-20,2025-07-24,71,
LA,AHOL0080,FINBOOK,CA,0.0,10000.0,2024-02-04,2024-02-04,1,DQ-AB-V02
LA,AHOL0080,FINBOOK,ND,-7423.54,-7423.54,2026-04-20,2024-03-05,33,
LA,AHOL0081,FINBOOK,CA,10000.0,10000.0,2099-01-01,2026-01-07,2,DQ-AB-V03
LA,AHOL0081,FINBOOK,ND,-6415.3,-6415.3,2026-04-20,2026-02-06,30,
LA,AHOL0082,FINBOOK,CA,1000.0,10000.0,2024-03-19,2024-03-19,2,DQ-AB-K01
LA,AHOL0082,FINBOOK,ND,-2000.0,-7981.94,2026-04-20,2024-04-18,27,
LA,AHOL0083,FINBOOK,ND,-7950.15,-7950.15,2026-04-20,2026-02-01,63,
LA,AHOL0083,FINBOOK,SA,500.0,500.0,2026-05-05,2026-05-05,1,DQ-AB-K02
LA,AHOL0084,FINBOOK,ND,-5648.07,-5648.07,2026-04-20,2024-10-15,42,DQ-AB-K03
LA,AHOL0085,FINBOOK,CA,10000.0,10000.0,2025-12-30,2025-12-30,2,
LA,AHOL0085,FINBOOK,ND,-7513.53,-7513.53,2026-04-20,2026-01-29,93,
LA,AHOL0086,FINBOOK,CA,10000.0,10000.0,2025-08-15,2025-08-15,5,
LA,AHOL0086,FINBOOK,ND,-1381.67,-1381.67,2026-04-20,2025-09-14,13,
LA,AHOL0087,FINBOOK,CA,10000.0,10000.0,2023-08-29,2023-08-29,5,
LA,AHOL0087,FINBOOK,ND,-2396.31,-2396.31,2026-04-20,2023-09-28,100,
LA,AHOL0088,FINBOOK,CA,10000.0,10000.0,2025-05-16,2025-05-16,3,
LA,AHOL0088,FINBOOK,ND,-6683.47,-6683.47,2026-04-20,2025-06-15,78,
LA,AHOL0089,FINBOOK,CA,10000.0,10000.0,2025-08-23,2025-08-23,4,
LA,AHOL0089,FINBOOK,ND,-5387.47,-5387.47,2026-04-20,2025-09-22,4,
LA,ORPHAN_BAL,FINBOOK,CA,1000.0,1000.0,2026-05-05,2026-05-05,1,DQ-AB-X01
