client,asset_id,depr_book_id,trans_type,trans_date,at_trans_date,fiscal_year,amount,dc_flag,_edge_case
CF,AHOC0009,FINBOOK,ND,2021-03-19,2021-03-19,2021,-2340.45,-1,
CF,AHOC0009,FINBOOK,ND,2021-04-18,2021-04-18,2021,-2340.45,-1,
CF,AHOC0009,FINBOOK,ND,2021-05-18,2021-05-18,2021,-2340.45,-1,
CA,AHOC0010,FINBOOK,CA,2025-12-29,2025-12-29,2025,26243.58,1,
CA,AHOC0010,FINBOOK,SA,2026-01-23,2026-01-23,2026,13121.79,-1,
CF,AHOC0011,TAXBOOK,CA,2025-03-06,2025-03-06,2025,331273.78,1,
CF,AHOC0011,TAXBOOK,ND,2025-04-05,2025-04-05,2025,-3312.74,-1,
CF,AHOC0011,TAXBOOK,ND,2025-05-05,2025-05-05,2025,-3312.74,-1,
CF,AHOC0011,TAXBOOK,ND,2025-06-04,2025-06-04,2025,-3312.74,-1,
CF,AHOC0011,FINBOOK,CA,2025-03-06,2025-03-06,2025,331273.78,1,
CF,AHOC0011,FINBOOK,ND,2025-04-05,2025-04-05,2025,-3312.74,-1,
CF,AHOC0011,FINBOOK,ND,2025-05-05,2025-05-05,2025,-3312.74,-1,
CF,AHOC0011,FINBOOK,ND,2025-06-04,2025-06-04,2025,-3312.74,-1,
CA,AHOC0012,FINBOOK,CA,2019-04-16,2019-04-16,2019,335193.26,1,
CA,AHOC0012,FINBOOK,ND,2019-05-16,2019-05-16,2019,-3351.93,-1,
CA,AHOC0012,FINBOOK,ND,2019-06-15,2019-06-15,2019,-3351.93,-1,
CA,AHOC0012,FINBOOK,ND,2019-07-15,2019-07-15,2019,-3351.93,-1,
CA,AHOC0013,FINBOOK,CA,2024-04-05,2024-04-05,2024,306227.21,1,
CA,AHOC0013,FINBOOK,ND,2024-05-05,2024-05-05,2024,-3062.27,-1,
CA,AHOC0013,FINBOOK,ND,2024-06-04,2024-06-04,2024,-3062.27,-1,
CA,AHOC0013,FINBOOK,ND,2024-07-04,2024-07-04,2024,-3062.27,-1,
CM,AHOC0014,FINBOOK,CA,2017-06-09,2017-06-09,2017,212364.31,1,
CM,AHOC0014,FINBOOK,ND,2017-07-09,2017-07-09,2017,-2123.64,-1,
CM,AHOC0014,FINBOOK,ND,2017-08-08,2017-08-08,2017,-2123.64,-1,
CM,AHOC0014,FINBOOK,ND,2017-09-07,2017-09-07,2017,-2123.64,-1,
CM,AHOC0015,FINBOOK,CA,2025-05-07,2025-05-07,2025,20907.54,1,
CM,AHOC0015,FINBOOK,ND,2025-06-06,2025-06-06,2025,-209.08,-1,
CM,AHOC0015,FINBOOK,ND,2025-07-06,2025-07-06,2025,-209.08,-1,
CM,AHOC0015,FINBOOK,ND,2025-08-05,2025-08-05,2025,-209.08,-1,
CF,AHOC0016,FINBOOK,CA,2019-05-09,2019-05-09,2019,191888.32,1,
CF,AHOC0016,FINBOOK,ND,2019-06-08,2019-06-08,2019,-1918.88,-1,
CF,AHOC0016,FINBOOK,ND,2019-07-08,2019-07-08,2019,-1918.88,-1,
CF,AHOC0016,FINBOOK,ND,2019-08-07,2019-08-07,2019,-1918.88,-1,
CF,AHOC0016,FINBOOK,SA,2020-08-18,2020-08-18,2020,95944.16,-1,
CM,AHOC0017,FINBOOK,CA,2019-04-16,2019-04-16,2019,290714.28,1,
CM,AHOC0017,FINBOOK,ND,2019-05-16,2019-05-16,2019,-2907.14,-1,
CM,AHOC0017,FINBOOK,ND,2019-06-15,2019-06-15,2019,-2907.14,-1,
CM,AHOC0017,FINBOOK,ND,2019-07-15,2019-07-15,2019,-2907.14,-1,
CM,AHOC0018,TAXBOOK,CA,2021-03-10,2021-03-10,2021,460464.66,1,
CM,AHOC0018,TAXBOOK,ND,2021-04-09,2021-04-09,2021,-4604.65,-1,
CM,AHOC0018,TAXBOOK,ND,2021-05-09,2021-05-09,2021,-4604.65,-1,
CM,AHOC0018,TAXBOOK,ND,2021-06-08,2021-06-08,2021,-4604.65,-1,
CM,AHOC0018,TAXBOOK,SA,2024-12-27,2024-12-27,2024,230232.33,-1,
CM,AHOC0018,FINBOOK,CA,2021-03-10,2021-03-10,2021,460464.66,1,
CM,AHOC0018,FINBOOK,ND,2021-04-09,2021-04-09,2021,-4604.65,-1,
CM,AHOC0018,FINBOOK,ND,2021-05-09,2021-05-09,2021,-4604.65,-1,
CM,AHOC0018,FINBOOK,ND,2021-06-08,2021-06-08,2021,-4604.65,-1,
CM,AHOC0018,FINBOOK,SA,2024-12-27,2024-12-27,2024,230232.33,-1,
CF,AHOC0019,FINBOOK,CA,2025-04-29,2025-04-29,2025,479956.17,1,
CF,AHOC0019,FINBOOK,ND,2025-05-29,2025-05-29,2025,-4799.56,-1,
CF,AHOC0019,FINBOOK,ND,2025-06-28,2025-06-28,2025,-4799.56,-1,
CF,AHOC0019,FINBOOK,ND,2025-07-28,2025-07-28,2025,-4799.56,-1,
CM,AHOC0020,FINBOOK,CA,2020-11-05,2020-11-05,2020,74638.1,1,
CM,AHOC0020,FINBOOK,ND,2020-12-05,2020-12-05,2020,-746.38,-1,
CM,AHOC0020,FINBOOK,ND,2021-01-04,2021-01-04,2021,-746.38,-1,
CM,AHOC0020,FINBOOK,ND,2021-02-03,2021-02-03,2021,-746.38,-1,
CM,AHOC0021,FINBOOK,CA,2023-04-16,2023-04-16,2023,359917.71,1,
CM,AHOC0021,FINBOOK,ND,2023-05-16,2023-05-16,2023,-3599.18,-1,
CM,AHOC0021,FINBOOK,ND,2023-06-15,2023-06-15,2023,-3599.18,-1,
CM,AHOC0021,FINBOOK,ND,2023-07-15,2023-07-15,2023,-3599.18,-1,
CM,AHOC0022,FINBOOK,CA,2018-02-13,2018-02-13,2018,107762.49,1,
CM,AHOC0022,FINBOOK,ND,2018-03-15,2018-03-15,2018,-1077.62,-1,
CM,AHOC0022,FINBOOK,ND,2018-04-14,2018-04-14,2018,-1077.62,-1,
CM,AHOC0022,FINBOOK,ND,2018-05-14,2018-05-14,2018,-1077.62,-1,
CM,AHOC0023,FINBOOK,CA,2021-11-03,2021-11-03,2021,137194.72,1,
CM,AHOC0023,FINBOOK,ND,2021-12-03,2021-12-03,2021,-1371.95,-1,
CM,AHOC0023,FINBOOK,ND,2022-01-02,2022-01-02,2022,-1371.95,-1,
CM,AHOC0023,FINBOOK,ND,2022-02-01,2022-02-01,2022,-1371.95,-1,
CA,AHOC0024,FINBOOK,CA,2020-01-15,2020-01-15,2020,380853.62,1,
CA,AHOC0024,FINBOOK,ND,2020-02-14,2020-02-14,2020,-3808.54,-1,
CA,AHOC0024,FINBOOK,ND,2020-03-15,2020-03-15,2020,-3808.54,-1,
CA,AHOC0024,FINBOOK,ND,2020-04-14,2020-04-14,2020,-3808.54,-1,
CM,AHOC0025,TAXBOOK,CA,2022-10-03,2022-10-03,2022,109764.31,1,
CM,AHOC0025,TAXBOOK,ND,2022-11-02,2022-11-02,2022,-1097.64,-1,
CM,AHOC0025,TAXBOOK,ND,2022-12-02,2022-12-02,2022,-1097.64,-1,
CM,AHOC0025,TAXBOOK,ND,2023-01-01,2023-01-01,2023,-1097.64,-1,
CM,AHOC0025,FINBOOK,CA,2022-10-03,2022-10-03,2022,109764.31,1,
CM,AHOC0025,FINBOOK,ND,2022-11-02,2022-11-02,2022,-1097.64,-1,
CM,AHOC0025,FINBOOK,ND,2022-12-02,2022-12-02,2022,-1097.64,-1,
CM,AHOC0025,FINBOOK,ND,2023-01-01,2023-01-01,2023,-1097.64,-1,
CM,AHOC0026,FINBOOK,CA,2020-03-04,2020-03-04,2020,424938.24,1,
CM,AHOC0026,FINBOOK,ND,2020-04-03,2020-04-03,2020,-4249.38,-1,
CM,AHOC0026,FINBOOK,ND,2020-05-03,2020-05-03,2020,-4249.38,-1,
CM,AHOC0026,FINBOOK,ND,2020-06-02,2020-06-02,2020,-4249.38,-1,
CF,AHOC0027,FINBOOK,CA,2026-04-10,2026-04-10,2026,375487.66,1,
CF,AHOC0027,FINBOOK,SA,2026-04-29,2026-04-29,2026,187743.83,-1,
CA,AHOC0028,FINBOOK,CA,2019-02-07,2019-02-07,2019,238570.46,1,
CA,AHOC0028,FINBOOK,ND,2019-03-09,2019-03-09,2019,-2385.7,-1,
CA,AHOC0028,FINBOOK,ND,2019-04-08,2019-04-08,2019,-2385.7,-1,
CA,AHOC0028,FINBOOK,ND,2019-05-08,2019-05-08,2019,-2385.7,-1,
CF,AHOC0029,FINBOOK,CA,2024-09-21,2024-09-21,2024,475487.9,1,
CF,AHOC0029,FINBOOK,ND,2024-10-21,2024-10-21,2024,-4754.88,-1,
CF,AHOC0029,FINBOOK,ND,2024-11-20,2024-11-20,2024,-4754.88,-1,
CF,AHOC0029,FINBOOK,ND,2024-12-20,2024-12-20,2024,-4754.88,-1,
CA,AHOC0030,TAXBOOK,CA,2016-07-14,2016-07-14,2016,142885.32,1,
CA,AHOC0030,TAXBOOK,ND,2016-08-13,2016-08-13,2016,-1428.85,-1,
CA,AHOC0030,TAXBOOK,ND,2016-09-12,2016-09-12,2016,-1428.85,-1,
CA,AHOC0030,TAXBOOK,ND,2016-10-12,2016-10-12,2016,-1428.85,-1,
CA,AHOC0030,FINBOOK,CA,2016-07-14,2016-07-14,2016,142885.32,1,
CA,AHOC0030,FINBOOK,ND,2016-08-13,2016-08-13,2016,-1428.85,-1,
CA,AHOC0030,FINBOOK,ND,2016-09-12,2016-09-12,2016,-1428.85,-1,
CA,AHOC0030,FINBOOK,ND,2016-10-12,2016-10-12,2016,-1428.85,-1,
CF,AHOC0031,FINBOOK,CA,2024-08-27,2024-08-27,2024,473847.51,1,
CF,AHOC0031,FINBOOK,ND,2024-09-26,2024-09-26,2024,-4738.48,-1,
CF,AHOC0031,FINBOOK,ND,2024-10-26,2024-10-26,2024,-4738.48,-1,
CF,AHOC0031,FINBOOK,ND,2024-11-25,2024-11-25,2024,-4738.48,-1,
CM,AHOC0032,FINBOOK,CA,2019-05-20,2019-05-20,2019,330930.34,1,
CM,AHOC0032,FINBOOK,ND,2019-06-19,2019-06-19,2019,-3309.3,-1,
CM,AHOC0032,FINBOOK,ND,2019-07-19,2019-07-19,2019,-3309.3,-1,
CM,AHOC0032,FINBOOK,ND,2019-08-18,2019-08-18,2019,-3309.3,-1,
CM,AHOC0032,FINBOOK,SA,2026-01-03,2026-01-03,2026,165465.17,-1,
CM,AHOC0033,FINBOOK,CA,2021-04-06,2021-04-06,2021,299420.29,1,
CM,AHOC0033,FINBOOK,ND,2021-05-06,2021-05-06,2021,-2994.2,-1,
CM,AHOC0033,FINBOOK,ND,2021-06-05,2021-06-05,2021,-2994.2,-1,
CM,AHOC0033,FINBOOK,ND,2021-07-05,2021-07-05,2021,-2994.2,-1,
CF,AHOC0034,FINBOOK,CA,2021-11-13,2021-11-13,2021,235535.19,1,
CF,AHOC0034,FINBOOK,ND,2021-12-13,2021-12-13,2021,-2355.35,-1,
CF,AHOC0034,FINBOOK,ND,2022-01-12,2022-01-12,2022,-2355.35,-1,
CF,AHOC0034,FINBOOK,ND,2022-02-11,2022-02-11,2022,-2355.35,-1,
CA,AHOC0035,TAXBOOK,CA,2018-06-30,2018-06-30,2018,181527.9,1,
CA,AHOC0035,TAXBOOK,ND,2018-07-30,2018-07-30,2018,-1815.28,-1,
CA,AHOC0035,TAXBOOK,ND,2018-08-29,2018-08-29,2018,-1815.28,-1,
CA,AHOC0035,TAXBOOK,ND,2018-09-28,2018-09-28,2018,-1815.28,-1,
CA,AHOC0035,FINBOOK,CA,2018-06-30,2018-06-30,2018,181527.9,1,
CA,AHOC0035,FINBOOK,ND,2018-07-30,2018-07-30,2018,-1815.28,-1,
CA,AHOC0035,FINBOOK,ND,2018-08-29,2018-08-29,2018,-1815.28,-1,
CA,AHOC0035,FINBOOK,ND,2018-09-28,2018-09-28,2018,-1815.28,-1,
CM,AHOC0036,FINBOOK,CA,2022-02-11,2022-02-11,2022,208329.68,1,
CM,AHOC0036,FINBOOK,ND,2022-03-13,2022-03-13,2022,-2083.3,-1,
CM,AHOC0036,FINBOOK,ND,2022-04-12,2022-04-12,2022,-2083.3,-1,
CM,AHOC0036,FINBOOK,ND,2022-05-12,2022-05-12,2022,-2083.3,-1,
CM,AHOC0036,FINBOOK,SA,2023-09-01,2023-09-01,2023,104164.84,-1,
CM,AHOC0037,FINBOOK,CA,2022-06-06,2022-06-06,2022,166887.54,1,
CM,AHOC0037,FINBOOK,ND,2022-07-06,2022-07-06,2022,-1668.88,-1,
CM,AHOC0037,FINBOOK,ND,2022-08-05,2022-08-05,2022,-1668.88,-1,
CM,AHOC0037,FINBOOK,ND,2022-09-04,2022-09-04,2022,-1668.88,-1,
CM,AHOC0037,FINBOOK,SA,2024-05-27,2024-05-27,2024,83443.77,-1,
CA,AHOC0038,FINBOOK,CA,2022-12-29,2022-12-29,2022,434980.46,1,
CA,AHOC0038,FINBOOK,ND,2023-01-28,2023-01-28,2023,-4349.8,-1,
CA,AHOC0038,FINBOOK,ND,2023-02-27,2023-02-27,2023,-4349.8,-1,
CA,AHOC0038,FINBOOK,ND,2023-03-29,2023-03-29,2023,-4349.8,-1,
CF,AHOC0039,TAXBOOK,CA,2023-06-26,2023-06-26,2023,498715.54,1,
CF,AHOC0039,TAXBOOK,ND,2023-07-26,2023-07-26,2023,-4987.16,-1,
CF,AHOC0039,TAXBOOK,ND,2023-08-25,2023-08-25,2023,-4987.16,-1,
CF,AHOC0039,TAXBOOK,ND,2023-09-24,2023-09-24,2023,-4987.16,-1,
CF,AHOC0039,TAXBOOK,SA,2025-02-12,2025-02-12,2025,249357.77,-1,
CF,AHOC0039,FINBOOK,CA,2023-06-26,2023-06-26,2023,498715.54,1,
CF,AHOC0039,FINBOOK,ND,2023-07-26,2023-07-26,2023,-4987.16,-1,
CF,AHOC0039,FINBOOK,ND,2023-08-25,2023-08-25,2023,-4987.16,-1,
CF,AHOC0039,FINBOOK,ND,2023-09-24,2023-09-24,2023,-4987.16,-1,
CF,AHOC0039,FINBOOK,SA,2025-02-12,2025-02-12,2025,249357.77,-1,
CF,AHOC0040,FINBOOK,CA,2019-03-27,2019-03-27,2019,333753.52,1,
CF,AHOC0040,FINBOOK,ND,2019-04-26,2019-04-26,2019,-3337.54,-1,
CF,AHOC0040,FINBOOK,ND,2019-05-26,2019-05-26,2019,-3337.54,-1,
CF,AHOC0040,FINBOOK,ND,2019-06-25,2019-06-25,2019,-3337.54,-1,
CF,AHOC0040,FINBOOK,SA,2022-02-20,2022-02-20,2022,166876.76,-1,
CA,AHOC0041,FINBOOK,CA,2024-03-19,2024-03-19,2024,11947.86,1,
CA,AHOC0041,FINBOOK,ND,2024-04-18,2024-04-18,2024,-119.48,-1,
CA,AHOC0041,FINBOOK,ND,2024-05-18,2024-05-18,2024,-119.48,-1,
CA,AHOC0041,FINBOOK,ND,2024-06-17,2024-06-17,2024,-119.48,-1,
CA,AHOC0042,FINBOOK,CA,2024-07-27,2024-07-27,2024,45976.55,1,
CA,AHOC0042,FINBOOK,ND,2024-08-26,2024-08-26,2024,-459.77,-1,
CA,AHOC0042,FINBOOK,ND,2024-09-25,2024-09-25,2024,-459.77,-1,
CA,AHOC0042,FINBOOK,ND,2024-10-25,2024-10-25,2024,-459.77,-1,
CF,AHOC0043,FINBOOK,CA,2024-11-20,2024-11-20,2024,430210.16,1,
CF,AHOC0043,FINBOOK,ND,2024-12-20,2024-12-20,2024,-4302.1,-1,
CF,AHOC0043,FINBOOK,ND,2025-01-19,2025-01-19,2025,-4302.1,-1,
CF,AHOC0043,FINBOOK,ND,2025-02-18,2025-02-18,2025,-4302.1,-1,
CF,AHOC0043,FINBOOK,SA,2025-07-09,2025-07-09,2025,215105.08,-1,
CF,AHOC0044,FINBOOK,CA,2022-09-02,2022-09-02,2022,457712.7,1,
CF,AHOC0044,FINBOOK,ND,2022-10-02,2022-10-02,2022,-4577.13,-1,
CF,AHOC0044,FINBOOK,ND,2022-11-01,2022-11-01,2022,-4577.13,-1,
CF,AHOC0044,FINBOOK,ND,2022-12-01,2022-12-01,2022,-4577.13,-1,
CF,AHOC0046,FINBOOK,CA,2023-08-11,2023-08-11,2023,31214.49,1,
CF,AHOC0046,FINBOOK,ND,2023-09-10,2023-09-10,2023,-312.14,-1,
CF,AHOC0046,FINBOOK,ND,2023-10-10,2023-10-10,2023,-312.14,-1,
CF,AHOC0046,FINBOOK,ND,2023-11-09,2023-11-09,2023,-312.14,-1,
CA,AHOC0047,TAXBOOK,CA,2025-01-15,2025-01-15,2025,394533.23,1,
CA,AHOC0047,TAXBOOK,ND,2025-02-14,2025-02-14,2025,-3945.33,-1,
CA,AHOC0047,TAXBOOK,ND,2025-03-16,2025-03-16,2025,-3945.33,-1,
CA,AHOC0047,TAXBOOK,ND,2025-04-15,2025-04-15,2025,-3945.33,-1,
CA,AHOC0047,FINBOOK,CA,2025-01-15,2025-01-15,2025,394533.23,1,
CA,AHOC0047,FINBOOK,ND,2025-02-14,2025-02-14,2025,-3945.33,-1,
CA,AHOC0047,FINBOOK,ND,2025-03-16,2025-03-16,2025,-3945.33,-1,
CA,AHOC0047,FINBOOK,ND,2025-04-15,2025-04-15,2025,-3945.33,-1,
CM,AHOC0048,FINBOOK,CA,2026-02-16,2026-02-16,2026,261204.16,1,
CM,AHOC0048,FINBOOK,ND,2026-03-18,2026-03-18,2026,-2612.04,-1,
CM,AHOC0048,FINBOOK,ND,2026-04-17,2026-04-17,2026,-2612.04,-1,
CM,AHOC0049,FINBOOK,CA,2023-02-02,2023-02-02,2023,148153.98,1,
CM,AHOC0049,FINBOOK,ND,2023-03-04,2023-03-04,2023,-1481.54,-1,
CM,AHOC0049,FINBOOK,ND,2023-04-03,2023-04-03,2023,-1481.54,-1,
CM,AHOC0049,FINBOOK,ND,2023-05-03,2023-05-03,2023,-1481.54,-1,
CF,AHOC0050,TAXBOOK,CA,2017-06-10,2017-06-10,2017,47521.82,1,
CF,AHOC0050,TAXBOOK,ND,2017-07-10,2017-07-10,2017,-475.22,-1,
CF,AHOC0050,TAXBOOK,ND,2017-08-09,2017-08-09,2017,-475.22,-1,
CF,AHOC0050,TAXBOOK,ND,2017-09-08,2017-09-08,2017,-475.22,-1,
CF,AHOC0050,TAXBOOK,SA,2018-05-29,2018-05-29,2018,23760.91,-1,
CF,AHOC0050,FINBOOK,CA,2017-06-10,2017-06-10,2017,47521.82,1,
CF,AHOC0050,FINBOOK,ND,2017-07-10,2017-07-10,2017,-475.22,-1,
CF,AHOC0050,FINBOOK,ND,2017-08-09,2017-08-09,2017,-475.22,-1,
CF,AHOC0050,FINBOOK,ND,2017-09-08,2017-09-08,2017,-475.22,-1,
CF,AHOC0050,FINBOOK,SA,2018-05-29,2018-05-29,2018,23760.91,-1,
CA,AHOC0051,FINBOOK,CA,2017-09-13,2017-09-13,2017,287475.9,1,
CA,AHOC0051,FINBOOK,ND,2017-10-13,2017-10-13,2017,-2874.76,-1,
CA,AHOC0051,FINBOOK,ND,2017-11-12,2017-11-12,2017,-2874.76,-1,
CA,AHOC0051,FINBOOK,ND,2017-12-12,2017-12-12,2017,-2874.76,-1,
CA,AHOC0051,FINBOOK,SA,2020-11-03,2020-11-03,2020,143737.95,-1,
CM,AHOC0052,FINBOOK,CA,2016-09-11,2016-09-11,2016,373309.77,1,
CM,AHOC0052,FINBOOK,ND,2016-10-11,2016-10-11,2016,-3733.1,-1,
CM,AHOC0052,FINBOOK,ND,2016-11-10,2016-11-10,2016,-3733.1,-1,
CM,AHOC0052,FINBOOK,ND,2016-12-10,2016-12-10,2016,-3733.1,-1,
CM,AHOC0053,FINBOOK,CA,2017-08-27,2017-08-27,2017,215526.9,1,
CM,AHOC0053,FINBOOK,ND,2017-09-26,2017-09-26,2017,-2155.27,-1,
CM,AHOC0053,FINBOOK,ND,2017-10-26,2017-10-26,2017,-2155.27,-1,
CM,AHOC0053,FINBOOK,ND,2017-11-25,2017-11-25,2017,-2155.27,-1,
CA,AHOC0054,FINBOOK,CA,2022-05-19,2022-05-19,2022,115825.25,1,
CA,AHOC0054,FINBOOK,ND,2022-06-18,2022-06-18,2022,-1158.25,-1,
CA,AHOC0054,FINBOOK,ND,2022-07-18,2022-07-18,2022,-1158.25,-1,
CA,AHOC0054,FINBOOK,ND,2022-08-17,2022-08-17,2022,-1158.25,-1,
CA,AHOC0055,FINBOOK,CA,2023-04-26,2023-04-26,2023,416180.93,1,
CA,AHOC0055,FINBOOK,ND,2023-05-26,2023-05-26,2023,-4161.81,-1,
CA,AHOC0055,FINBOOK,ND,2023-06-25,2023-06-25,2023,-4161.81,-1,
CA,AHOC0055,FINBOOK,ND,2023-07-25,2023-07-25,2023,-4161.81,-1,
CA,AHOC0056,FINBOOK,CA,2025-08-02,2025-08-02,2025,118898.16,1,
CA,AHOC0056,FINBOOK,ND,2025-09-01,2025-09-01,2025,-1188.98,-1,
CA,AHOC0056,FINBOOK,ND,2025-10-01,2025-10-01,2025,-1188.98,-1,
CA,AHOC0056,FINBOOK,SA,2025-10-26,2025-10-26,2025,59449.08,-1,
CF,AHOC0057,FINBOOK,CA,2019-06-24,2019-06-24,2019,29029.89,1,
CF,AHOC0057,FINBOOK,ND,2019-07-24,2019-07-24,2019,-290.3,-1,
CF,AHOC0057,FINBOOK,ND,2019-08-23,2019-08-23,2019,-290.3,-1,
CF,AHOC0057,FINBOOK,ND,2019-09-22,2019-09-22,2019,-290.3,-1,
CA,AHOC0058,FINBOOK,CA,2017-01-29,2017-01-29,2017,52647.44,1,
CA,AHOC0058,FINBOOK,ND,2017-02-28,2017-02-28,2017,-526.47,-1,
CA,AHOC0058,FINBOOK,ND,2017-03-30,2017-03-30,2017,-526.47,-1,
CA,AHOC0058,FINBOOK,ND,2017-04-29,2017-04-29,2017,-526.47,-1,
CA,AHOC0059,FINBOOK,CA,2017-06-15,2017-06-15,2017,339511.29,1,
CA,AHOC0059,FINBOOK,ND,2017-07-15,2017-07-15,2017,-3395.11,-1,
CA,AHOC0059,FINBOOK,ND,2017-08-14,2017-08-14,2017,-3395.11,-1,
CA,AHOC0059,FINBOOK,ND,2017-09-13,2017-09-13,2017,-3395.11,-1,
CF,AHOC0060,FINBOOK,CA,2024-09-09,2024-09-09,2024,47633.03,1,
CF,AHOC0060,FINBOOK,ND,2024-10-09,2024-10-09,2024,-476.33,-1,
CF,AHOC0060,FINBOOK,ND,2024-11-08,2024-11-08,2024,-476.33,-1,
CF,AHOC0060,FINBOOK,ND,2024-12-08,2024-12-08,2024,-476.33,-1,
CF,AHOC0060,FINBOOK,SA,2026-03-11,2026-03-11,2026,23816.515,-1,
CA,AHOC0061,FINBOOK,CA,2025-08-14,2025-08-14,2025,10000.0,1,
CA,AHOC0062,FINBOOK,CA,2025-11-22,2025-11-22,2025,10000.0,1,
CA,AHOC0062,FINBOOK,ND,2025-12-22,2025-12-22,2025,-100.0,-1,
CA,AHOC0062,FINBOOK,ND,2026-01-21,2026-01-21,2026,-100.0,-1,
CA,AHOC0062,FINBOOK,ND,2026-02-20,2026-02-20,2026,-100.0,-1,
CA,AHOC0063,FINBOOK,CA,2024-09-17,2024-09-17,2024,10000.0,1,
CA,AHOC0063,FINBOOK,ND,2024-10-17,2024-10-17,2024,-100.0,-1,
CA,AHOC0063,FINBOOK,ND,2024-11-16,2024-11-16,2024,-100.0,-1,
CA,AHOC0063,FINBOOK,ND,2024-12-16,2024-12-16,2024,-100.0,-1,
CA,AHOC0064,FINBOOK,CA,2023-08-14,2023-08-14,2023,10000.0,1,
CA,AHOC0065,FINBOOK,CA,2025-05-17,2025-05-17,2025,10000.0,1,
CA,AHOC0065,FINBOOK,ND,2025-06-16,2025-06-16,2025,-100.0,-1,
CA,AHOC0065,FINBOOK,ND,2025-07-16,2025-07-16,2025,-100.0,-1,
CA,AHOC0065,FINBOOK,ND,2025-08-15,2025-08-15,2025,-100.0,-1,
CA,AHOC0066,FINBOOK,CA,2024-04-24,2024-04-24,2024,10000.0,1,
CA,AHOC0066,FINBOOK,ND,2024-05-24,2024-05-24,2024,-100.0,-1,
