client,asset_id,asset_group,description,short_info,status,wf_state,cap_date_from,cap_period_from,date_from,date_to,apar_id,parent_asset,grant_flag,org_amount,org_amt_date,base_amount,std_amount,ins_amount,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,last_update,user_id,_edge_case
LA,AHOL0011,BLDG,Stand-alone coherent flexibility,dicta,N,T,2025-06-07,202506,2025-05-09,,SUPP5067,,0,357296.38,2025-06-07,357296.38,357296.38,393026.02,CC837,DEPT50,PROJ5444,,,,,2026-02-03,howardmohammad,
LA,AHOL0012,VEH,Right-sized value-added open system,illo,N,,2021-06-20,202106,2021-06-20,,,,0,185090.76,2021-06-20,185090.76,185090.76,203599.84,CC737,DEPT41,PROJ8600,,,,,2026-03-13,sharvey,
LA,AHOL0013,SOFT,Innovative tangible initiative,fugit,T,,2025-12-06,202512,2025-11-13,2026-03-01,,,0,52870.56,2025-12-06,52870.56,52870.56,58157.62,CC161,DEPT28,PROJ5584,,,,,2026-02-05,mwilliams,
LA,AHOL0014,IT_EQ,Balanced intermediate support,iste,T,,2020-01-13,202001,2020-01-03,2025-03-01,,,0,136705.98,2020-01-13,136705.98,136705.98,150376.58,CC888,DEPT84,PROJ2785,,,,,2026-02-13,richard13,
LA,AHOL0015,SOFT,Synergistic object-oriented parallelism,adipisci,N,,2024-01-25,202401,2024-01-16,,SUPP6370,,0,413366.96,2024-01-25,413366.96,413366.96,454703.66,CC828,DEPT41,PROJ6828,,,,,2026-03-16,melissa02,
LA,AHOL0016,FURN,Phased multi-state projection,numquam,N,,2017-09-16,201709,2017-09-16,,SUPP7563,,0,31772.92,2017-09-16,31772.92,31772.92,34950.21,CC745,DEPT92,PROJ2376,,,,,2026-04-09,jeremy96,
LA,AHOL0017,BLDG,Sharable mobile array,optio,N,T,2022-10-26,202210,2022-10-13,,SUPP7270,,0,411021.02,2022-10-26,411021.02,411021.02,452123.12,CC276,DEPT55,PROJ4517,,,,,2026-02-17,michelle55,
LA,AHOL0018,SOFT,Synchronized bi-directional complexity,iure,C,,2020-08-26,202008,2020-08-22,2025-06-04,SUPP9907,,0,100529.45,2020-08-26,100529.45,100529.45,110582.4,CC491,DEPT55,PROJ8859,,,,,2026-04-04,sfaulkner,
LA,AHOL0019,FURN,Switchable impactful task-force,quo,N,T,2024-12-29,202412,2024-12-11,,SUPP4951,,0,499803.27,2024-12-29,499803.27,499803.27,549783.6,CC935,DEPT17,PROJ4594,,,,,2026-04-08,murphyguy,
LA,AHOL0020,FURN,Function-based fresh-thinking budgetary management,necessitatibus,T,N,2018-07-13,201807,2018-06-17,2024-01-23,SUPP2478,,0,271520.18,2018-07-13,271520.18,271520.18,298672.2,CC716,DEPT38,PROJ1326,,,,,2026-04-02,mossjoanna,
LA,AHOL0021,VEH,Persistent incremental application,eaque,N,N,,,2025-01-11,,,,0,573.67,2025-01-11,573.67,573.67,631.04,CC778,DEPT60,PROJ2655,,,,,2026-03-09,brenda77,
LA,AHOL0022,SOFT,Virtual actuating database,fugiat,N,N,2023-04-19,202304,2023-03-25,,,,0,179055.95,2023-04-19,179055.95,179055.95,196961.55,CC851,DEPT98,PROJ5825,,,,,2026-02-10,gerardwilliams,
LA,AHOL0023,VEH,Total mobile capability,aliquam,N,,2020-02-15,202002,2020-01-23,,,,0,39825.51,2020-02-15,39825.51,39825.51,43808.06,CC190,DEPT95,PROJ6500,,,,,2026-03-23,carolynsteele,
LA,AHOL0024,BLDG,Reactive 24/7 neural-net,nemo,T,T,2020-08-16,202008,2020-08-05,2024-11-19,,,0,51612.85,2020-08-16,51612.85,51612.85,56774.14,CC876,DEPT97,PROJ4695,,,,,2026-02-14,wilsongeoffrey,
LA,AHOL0025,SOFT,Persistent bottom-line project,dolor,N,N,2017-06-02,201706,2017-05-23,,,,0,297421.24,2017-06-02,297421.24,297421.24,327163.36,CC541,DEPT93,PROJ3703,,,,,2026-04-12,sbegum,
LA,AHOL0026,BLDG,Profound tertiary flexibility,nesciunt,N,,2020-10-20,202010,2020-10-02,,SUPP6911,,1,275281.65,2020-10-20,275281.65,275281.65,302809.82,CC189,DEPT47,PROJ8869,,,,,2026-02-19,probinson,
LA,AHOL0027,BLDG,Persevering neutral circuit,molestiae,N,N,2022-06-25,202206,2022-06-13,,SUPP8303,,1,93255.73,2022-06-25,93255.73,93255.73,102581.3,CC550,DEPT69,PROJ5315,,,,,2026-02-22,junebuckley,
LA,AHOL0028,SOFT,Devolved asymmetric focus group,nesciunt,T,N,2025-10-22,202510,2025-10-10,2026-03-22,,,0,209897.41,2025-10-22,209897.41,209897.41,230887.15,CC686,DEPT40,PROJ8803,,,,,2026-03-04,kathleen40,
LA,AHOL0029,IT_EQ,Horizontal uniform framework,repudiandae,N,T,2023-01-16,202301,2023-01-08,,SUPP7510,,0,160554.99,2023-01-16,160554.99,160554.99,176610.49,CC977,DEPT45,PROJ9514,,,,,2026-03-24,ctaylor,
LA,AHOL0030,BLDG,Public-key mission-critical hardware,iusto,T,N,2019-08-18,201908,2019-07-22,2025-08-22,SUPP8955,,0,440187.76,2019-08-18,440187.76,440187.76,484206.54,CC584,DEPT14,PROJ3821,,,,,2026-03-01,umurphy,
LA,,BLDG,Ergonomic tangible encoding,rem,N,T,2025-09-08,202508,2025-07-07,2026-01-08,,,0,10000.0,2025-08-01,156163.7,156163.7,171780.07,CC989,DEPT39,PROJ3201,,,,,2026-03-04,xbarnes,DQ-AM-C01
LA,AHOL0032,FURN,,pariatur,N,,2024-02-22,202008,2020-07-16,,SUPP9303,,0,10000.0,2020-08-11,29046.7,29046.7,31951.37,CC899,DEPT77,PROJ1474,,,,,2026-02-16,qcooper,DQ-AM-C02
LA,AHOL0033,,Streamlined coherent methodology,amet,N,N,2025-09-13,201609,2016-09-09,,SUPP8775,,0,10000.0,2016-09-16,186860.91,186860.91,205547.0,CC458,DEPT54,PROJ3679,,,,,2026-02-27,stephaniearnold,DQ-AM-C03
LA,AHOL0034,IT_EQ,Managed bandwidth-monitored intranet,consequuntur,N,,2025-04-22,202202,,,SUPP3167,,0,10000.0,2022-02-07,432450.34,432450.34,475695.37,CC715,DEPT11,PROJ4666,,,,,2026-02-26,jbrown,DQ-AM-C04
LA,AHOL0035,SOFT,Open-source solution-oriented collaboration,autem,N,N,2025-07-09,202011,2020-10-19,,,,0,0.0,2020-11-06,52053.74,52053.74,57259.11,CC959,DEPT57,PROJ5631,,,,,2026-03-04,qporter,DQ-AM-C05
LA,AHOL0036,SOFT,Mandatory regional solution,nam,N,N,,202203,2022-02-23,2023-07-30,SUPP6236,,0,10000.0,2022-03-19,449943.84,449943.84,494938.22,CC838,DEPT13,PROJ9148,,,,,2026-03-03,bartonfrances,DQ-AM-C06
LA,AHOL0037,FURN,Public-key homogeneous functionalities,sunt,N,N,2023-12-18,202311,2023-11-18,,,,0,10000.0,2023-11-29,254150.11,254150.11,,CC285,DEPT47,PROJ2599,,,,,2026-03-26,ccarr,DQ-AM-C07
LA,AHOL0038,VEH,Secured asymmetric encoding,suscipit,X,,2026-02-04,202002,2020-01-24,,SUPP2929,,0,10000.0,2020-02-04,131019.06,131019.06,144120.97,CC987,DEPT91,PROJ2166,,,,,2026-03-26,julian16,DQ-AM-V01
LA,AHOL0039,FURN,Cross-platform well-modulated productivity,voluptatibus,N,Y,2023-10-07,202106,2021-06-24,,,,0,10000.0,2021-06-28,158875.35,158875.35,174762.89,CC746,DEPT32,PROJ6134,,,,,2026-04-16,williamsannette,DQ-AM-V02
LA,AHOL0040,BLDG,Innovative 4thgeneration analyzer,itaque,N,,2025-09-22,202103,2021-02-28,,SUPP1618,,0,-500.0,2021-03-12,215083.7,215083.7,236592.07,CC848,DEPT57,PROJ1230,,,,,2026-03-07,harriskaren,DQ-AM-V03
LA,AHOL0041,SOFT,Optional client-server encryption,quia,N,,2024-08-10,201908,2024-01-01,2023-01-01,,,0,10000.0,2019-08-25,364188.12,364188.12,400606.93,CC803,DEPT27,PROJ6615,,,,,2026-03-28,yarmstrong,DQ-AM-V04
LA,AHOL0042,VEH,Enterprise-wide composite conglomeration,beatae,N,,2022-01-01,202503,2023-01-01,,,,0,10000.0,2025-03-26,188221.02,188221.02,207043.12,CC708,DEPT16,PROJ2771,,,,,2026-04-18,pbibi,DQ-AM-V05
LA,AHOL0043,SOFT,Proactive optimal circuit,eveniet,N,N,2020-01-01,201910,2019-09-22,,SUPP3247,,0,10000.0,2022-01-01,331170.62,331170.62,364287.68,CC207,DEPT75,PROJ2928,,,,,2026-03-02,ddawson,DQ-AM-V06
LA,AHOL0044,VEH,Function-based static access,omnis,N,,2023-11-09,201809,2018-09-04,,SUPP1208,,0,10000.0,2018-09-26,466629.05,466629.05,513291.96,CC213,DEPT83,PROJ9095,,,,,2099-01-01,sian82,DQ-AM-V07
LA,AHOL0045,VEH,Compatible leadingedge hardware,repudiandae,N,,2026-02-05,202602,2026-02-24,2023-01-01,,,0,10000.0,2026-02-25,426272.09,426272.09,468899.3,CC856,DEPT24,PROJ2556,,,,,2026-05-02,ruth64,DQ-AM-K01
LA,AHOL0046,BLDG,Persevering exuding customer loyalty,molestiae,N,W,2025-06-03,202003,2020-03-10,,,,0,10000.0,2020-03-15,57802.17,57802.17,63582.39,CC494,DEPT98,PROJ8835,,,,,2026-03-19,ydean,DQ-AM-K02
LA,AHOL0047,FURN,Re-engineered heuristic orchestration,impedit,N,,2024-05-02,202006,2020-05-14,,SUPP8997,,0,5000.0,,15379.3,15379.3,16917.23,CC521,DEPT66,PROJ1753,,,,,2026-02-02,daniel64,DQ-AM-K03
LA,AHOL0048,BLDG,Advanced non-volatile software,architecto,N,,2026-01-15,201903,2019-02-19,,SUPP1894,,1,10000.0,2019-03-06,173528.99,173528.99,190881.89,,,,,,,,2026-03-29,slee,DQ-AM-K04
LA,AHOL0001,BLDG,Vision-oriented discrete portal,libero,N,,2024-09-25,202505,2025-05-01,,SUPP2944,,0,10000.0,2025-05-19,224601.19,224601.19,247061.31,CC863,DEPT93,PROJ1291,,,,,2026-02-07,heatherbates,DQ-AM-D01
LA,AHOL0050,IT_EQ,Dup Desc,unde,N,,2025-06-11,202003,2020-03-03,,,,0,500.0,2020-03-14,412830.18,412830.18,454113.2,CC885,DEPT89,PROJ8751,,,,,2026-04-26,teresaglover,DQ-AM-D02
LA,AHOL0051,IT_EQ,Dup Desc,ipsa,N,T,2026-03-18,202203,2022-03-15,2026-03-21,SUPP7704,,0,500.0,2022-03-26,54054.79,54054.79,59460.27,CC725,DEPT35,PROJ4072,,,,,2026-02-09,xrhodes,DQ-AM-D02
LA,AHOL0052,SOFT,Upgradable clear-thinking array,impedit,N,N,2024-12-15,202106,2021-05-26,2025-03-04,SUPP9172,ORPHAN_PARENT,1,10000.0,2021-06-09,295068.77,295068.77,324575.65,CC853,DEPT16,PROJ8091,,,,,2026-04-09,elizabeth23,DQ-AM-R04
LA,AHOL0053,VEH,De-engineered zero tolerance moratorium,maiores,N,N,2025-07-25,201902,2019-02-17,,NON_EXISTENT_SUPPLIER,,0,10000.0,2019-02-25,199537.13,199537.13,219490.84,CC236,DEPT27,PROJ7762,,,,,2026-04-12,roger47,DQ-AM-R05
LA,AHOL0054,FURN,Implemented value-added Graphical User Interface,cum,N,N,2024-12-12,,2017-11-01,,,,0,10000.0,,,,,CC430,DEPT24,PROJ6771,,,,,2026-04-06,jrobson,
LA,AHOL0055,VEH,Versatile directional service-desk,veniam,N,,2025-09-18,201905,2019-05-05,,,,0,10000.0,2019-05-29,392980.56,392980.56,432278.62,CC163,DEPT98,PROJ5835,,,,,2026-02-20,zmorgan,
LA,AHOL0056,IT_EQ,Realigned high-level array,nam,N,,2023-10-03,202505,2025-04-13,,,,0,10000.0,2025-05-08,348368.12,348368.12,383204.93,CC907,DEPT97,PROJ6122,,,,,2026-04-05,pritchardharry,
LA,AHOL0057,FURN,Persevering holistic service-desk,veniam,N,N,2023-10-24,202212,2022-12-12,,,,0,10000.0,2022-12-29,369486.57,369486.57,406435.23,CC401,DEPT67,PROJ3906,,,,,2026-04-22,fiona65,
LA,AHOL0058,VEH,Customer-focused systematic emulation,optio,N,,2025-10-25,201802,2018-01-31,,,,0,10000.0,2018-02-01,77697.99,77697.99,85467.79,CC740,DEPT88,PROJ5934,,,,,2026-03-28,bibichelsea,
LA,AHOL0059,VEH,Inverse reciprocal definition,tenetur,N,N,2025-03-05,202004,2020-04-07,,SUPP5809,,0,10000.0,2020-04-14,441814.97,441814.97,485996.47,CC870,DEPT89,PROJ9691,,,,,2026-03-26,woodsgillian,
LA,AHOL0060,SOFT,Total exuding projection,nemo,N,N,2024-11-07,202505,2025-04-11,2025-07-08,,,1,10000.0,2025-05-11,193552.09,193552.09,212907.3,CC629,DEPT57,PROJ9426,,,,,2026-03-31,davidsonian,
LA,AHOL0061,BLDG,Innovative modular budgetary management,consequatur,N,,2025-11-22,202312,2023-11-12,,,,0,10000.0,2023-12-02,387017.55,387017.55,425719.3,CC948,DEPT99,PROJ8130,,,,,2026-04-17,shannonkirk,
LA,AHOL0062,BLDG,Persevering holistic secured line,voluptatem,N,,2023-08-15,202507,2025-07-24,,SUPP7626,,0,10000.0,2025-07-31,455582.3,455582.3,501140.53,CC117,DEPT59,PROJ2938,,,,,2026-04-03,ufox,
LA,AHOL0063,IT_EQ,Distributed intangible projection,consequuntur,N,N,2025-05-19,202104,2021-04-03,,SUPP9740,,0,10000.0,2021-04-15,198161.52,198161.52,217977.67,CC864,DEPT60,PROJ9941,,,,,2026-03-03,rrichards,
LA,AHOL0064,VEH,Automated system-worthy hub,esse,N,,2023-12-04,201704,2017-04-20,,SUPP9397,,0,10000.0,2017-04-29,105816.39,105816.39,116398.03,CC288,DEPT38,PROJ5140,,,,,2026-02-18,pwilliams,
LA,AHOL0065,VEH,Multi-lateral bandwidth-monitored software,maxime,N,,2024-12-18,202407,2024-06-26,,SUPP4842,,0,10000.0,2024-07-14,244108.01,244108.01,268518.81,CC734,DEPT18,PROJ4170,,,,,2026-03-06,benjamin64,
LA,AHOL0066,BLDG,Ergonomic bottom-line knowledgebase,consectetur,N,,2024-11-07,202503,2025-02-27,2026-03-28,SUPP6889,,0,10000.0,2025-03-06,370168.29,370168.29,407185.12,CC850,DEPT52,PROJ8863,,,,,2026-03-25,jemmadawson,
LA,AHOL0067,IT_EQ,Ameliorated actuating toolset,iusto,N,,2025-04-04,201905,2019-04-20,2020-03-28,,,0,10000.0,2019-05-13,363985.26,363985.26,400383.79,CC932,DEPT84,PROJ7637,,,,,2026-05-03,malcolmgreenwood,
LA,AHOL0068,BLDG,Expanded asymmetric task-force,quod,N,N,2025-01-16,201711,2017-11-06,2023-07-20,SUPP1173,,0,10000.0,2017-11-20,255695.58,255695.58,281265.14,CC968,DEPT88,PROJ3717,,,,,2026-05-01,katestevens,
LA,AHOL0069,VEH,Focused full-range time-frame,dignissimos,N,,2025-07-29,201809,2018-08-31,,SUPP8448,,0,10000.0,2018-09-16,453955.32,453955.32,499350.85,CC140,DEPT93,PROJ6309,,,,,2026-02-07,whitejacob,
LA,AHOL0070,FURN,De-engineered needs-based extranet,doloribus,N,T,2026-02-02,201903,2019-03-03,,,,0,10000.0,2019-03-15,486364.38,486364.38,535000.82,CC988,DEPT54,PROJ8976,,,,,2026-03-27,bensonrichard,
LA,AHOL0071,BLDG,De-engineered 24/7 help-desk,ex,N,,2024-03-11,202507,2025-07-05,,,,0,10000.0,2025-07-08,330893.71,330893.71,363983.08,CC593,DEPT96,PROJ8844,,,,,2026-03-27,andrew24,
LA,AHOL0072,SOFT,Business-focused clear-thinking support,nihil,N,,2024-03-17,201805,2018-05-14,2022-12-29,,,0,10000.0,2018-05-30,300079.4,300079.4,330087.34,CC845,DEPT94,PROJ5644,,,,,2026-02-04,morrisalice,
LA,AHOL0073,SOFT,Organized zero-defect hierarchy,quam,N,,2024-03-03,201904,2019-04-25,2023-03-28,,,0,10000.0,2019-04-30,461253.62,461253.62,507378.98,CC494,DEPT26,PROJ2778,,,,,2026-01-27,priceross,
LA,AHOL0074,SOFT,Seamless 6thgeneration superstructure,unde,N,N,2024-10-12,202310,2023-09-28,,,,0,10000.0,2023-10-02,451090.39,451090.39,496199.43,CC893,DEPT96,PROJ8069,,,,,2026-04-01,clare00,
LA,AHOL0075,IT_EQ,Polarized impactful interface,vitae,N,T,2026-01-22,,2025-09-26,,SUPP5170,,0,10000.0,,,,,CC338,DEPT20,PROJ5641,,,,,2026-04-11,joneslouise,
LA,AHOL0076,FURN,Compatible attitude-oriented Graphic Interface,sequi,N,N,2024-05-17,201912,2019-11-21,,SUPP5155,,0,10000.0,2019-12-04,181772.63,181772.63,199949.89,CC648,DEPT64,PROJ6990,,,,,2026-04-13,garyclarke,
LA,AHOL0077,IT_EQ,Secured scalable paradigm,quo,N,N,2025-01-10,201712,2017-11-23,,,,0,10000.0,2017-12-20,432051.43,432051.43,475256.57,CC816,DEPT30,PROJ2642,,,,,2026-02-21,margaret98,
LA,AHOL0078,IT_EQ,Implemented logistical middleware,sed,N,T,2025-08-06,201702,2017-01-24,,,,0,10000.0,2017-02-01,111663.35,111663.35,122829.69,CC510,DEPT88,PROJ9536,,,,,2026-03-02,sgibson,
LA,AHOL0079,VEH,Customizable solution-oriented projection,quod,N,N,2025-06-24,202304,2023-03-31,,SUPP1004,,0,10000.0,2023-04-05,337338.17,337338.17,371071.99,CC188,DEPT45,PROJ7544,,,,,2026-03-11,sharonprice,
LA,AHOL0080,FURN,Focused incremental Graphical User Interface,odit,N,T,2024-02-04,,2020-04-01,,,,0,10000.0,2020-04-01,833.96,833.96,917.36,CC513,DEPT83,PROJ1076,,,,,2026-02-27,gsanderson,
LA,AHOL0081,FURN,Intuitive interactive functionalities,vel,N,T,2026-01-07,202403,2024-02-18,2025-04-09,,,0,10000.0,2024-03-03,282021.13,282021.13,310223.24,CC569,DEPT97,PROJ8548,,,,,2026-04-10,karen27,
LA,AHOL0082,IT_EQ,Cloned background artificial intelligence,consectetur,N,,2024-03-19,202205,2022-05-10,2023-11-30,SUPP6603,,0,10000.0,2022-05-10,124880.55,124880.55,137368.61,CC282,DEPT70,PROJ6142,,,,,2026-03-11,vglover,
LA,AHOL0083,IT_EQ,Multi-layered clear-thinking open architecture,assumenda,N,T,2026-01-02,202005,2020-05-04,,,,0,10000.0,2020-05-08,389690.3,389690.3,428659.33,CC779,DEPT73,PROJ1108,,,,,2026-05-02,vanessa16,
LA,AHOL0084,FURN,Multi-channeled static system engine,nisi,N,N,2024-09-15,202010,2020-10-22,,SUPP7933,,0,10000.0,2020-10-29,375334.52,375334.52,412867.97,CC653,DEPT14,PROJ9232,,,,,2026-03-10,morgangrace,
LA,AHOL0085,SOFT,Integrated heuristic benchmark,repellat,N,T,2025-12-30,201904,2019-04-18,,SUPP4013,,0,10000.0,2019-04-25,135434.71,135434.71,148978.18,CC315,DEPT63,PROJ7099,,,,,2026-03-12,deanmoss,
LA,AHOL0086,FURN,Face-to-face bi-directional hardware,quos,N,,2025-08-15,202008,2020-08-14,2026-05-05,SUPP1159,,0,10000.0,2020-08-20,73776.02,73776.02,81153.62,CC611,DEPT27,PROJ9470,,,,,2026-04-03,geoffrey49,
LA,AHOL0087,BLDG,Face-to-face interactive open architecture,soluta,N,,2023-08-29,202110,2021-09-09,,,,0,10000.0,2021-10-05,315301.24,315301.24,346831.36,CC468,DEPT81,PROJ5222,,,,,2026-03-10,johnsylvia,
LA,AHOL0088,IT_EQ,Team-oriented encompassing algorithm,ducimus,N,,2025-05-16,202502,2025-01-13,,SUPP5694,,0,10000.0,2025-02-05,224018.13,224018.13,246419.94,CC248,DEPT31,PROJ6527,,,,,2026-03-19,rita45,
LA,AHOL0089,SOFT,Monitored 24hour contingency,dicta,N,,2025-08-23,202602,2026-01-09,,,,0,10000.0,2026-02-08,182219.26,182219.26,200441.19,CC271,DEPT33,PROJ1378,,,,,2026-02-10,vrees,
