client,asset_id,depr_book_id,trans_type,total_amount,total_cur_amount,max_trans_date,min_trans_date,transaction_count,_edge_case
CA,AHOC0030,FINBOOK,ND,-24025.41,-24025.41,2026-04-20,2016-08-13,32,
CF,AHOC0031,FINBOOK,CA,473847.51,473847.51,2024-08-27,2024-08-27,3,
CF,AHOC0031,FINBOOK,ND,-59757.8,-59757.8,2026-04-20,2024-09-26,37,
CM,AHOC0032,FINBOOK,CA,330930.34,330930.34,2019-05-20,2019-05-20,3,
CM,AHOC0032,FINBOOK,ND,-149356.39,-149356.39,2026-04-20,2019-06-19,60,
CM,AHOC0032,FINBOOK,SA,181573.95,181573.95,2026-01-03,2026-01-03,1,
CM,AHOC0033,FINBOOK,CA,299420.29,299420.29,2021-04-06,2021-04-06,2,
CM,AHOC0033,FINBOOK,ND,-142644.02,-142644.02,2026-04-20,2021-05-06,84,
CF,AHOC0034,FINBOOK,CA,235535.19,235535.19,2021-11-13,2021-11-13,1,
CF,AHOC0034,FINBOOK,ND,-206363.63,-206363.63,2026-04-20,2021-12-13,52,
CA,AHOC0035,TAXBOOK,CA,181527.9,181527.9,2018-06-30,2018-06-30,1,
CA,AHOC0035,TAXBOOK,ND,-85165.32,-85165.32,2026-04-20,2018-07-30,16,
CA,AHOC0035,FINBOOK,CA,181527.9,181527.9,2018-06-30,2018-06-30,5,
CA,AHOC0035,FINBOOK,ND,-134230.98,-134230.98,2026-04-20,2018-07-30,91,
CM,AHOC0036,FINBOOK,CA,208329.68,208329.68,2022-02-11,2022-02-11,1,
CM,AHOC0036,FINBOOK,ND,-67971.97,-67971.97,2026-04-20,2022-03-13,39,
CM,AHOC0036,FINBOOK,SA,140357.71,140357.71,2023-09-01,2023-09-01,1,
CM,AHOC0037,FINBOOK,CA,166887.54,166887.54,2022-06-06,2022-06-06,4,
CM,AHOC0037,FINBOOK,ND,-148651.94,-148651.94,2026-04-20,2022-07-06,102,
CM,AHOC0037,FINBOOK,SA,18235.6,18235.6,2024-05-27,2024-05-27,1,
CA,AHOC0038,FINBOOK,CA,434980.46,434980.46,2022-12-29,2022-12-29,5,
CA,AHOC0038,FINBOOK,ND,-175735.38,-175735.38,2026-04-20,2023-01-28,41,
CF,AHOC0039,TAXBOOK,CA,498715.54,498715.54,2023-06-26,2023-06-26,4,
CF,AHOC0039,TAXBOOK,ND,-297118.91,-297118.91,2026-04-20,2023-07-26,31,
CF,AHOC0039,TAXBOOK,SA,201596.63,201596.63,2025-02-12,2025-02-12,1,
CF,AHOC0039,FINBOOK,CA,498715.54,498715.54,2023-06-26,2023-06-26,3,
CF,AHOC0039,FINBOOK,ND,-192888.55,-192888.55,2026-04-20,2023-07-26,56,
CF,AHOC0039,FINBOOK,SA,305826.99,305826.99,2025-02-12,2025-02-12,1,
CF,AHOC0040,FINBOOK,CA,333753.52,333753.52,2019-03-27,2019-03-27,3,
CF,AHOC0040,FINBOOK,ND,-86566.85,-86566.85,2026-04-20,2019-04-26,50,
CF,AHOC0040,FINBOOK,SA,247186.67,247186.67,2022-02-20,2022-02-20,1,
CA,AHOC0041,FINBOOK,CA,11947.86,11947.86,2024-03-19,2024-03-19,2,
CA,AHOC0041,FINBOOK,ND,-7199.76,-7199.76,2026-04-20,2024-04-18,116,
CA,AHOC0042,FINBOOK,CA,45976.55,45976.55,2024-07-27,2024-07-27,4,
CA,AHOC0042,FINBOOK,ND,-40179.24,-40179.24,2026-04-20,2024-08-26,38,
CF,AHOC0043,FINBOOK,CA,430210.16,430210.16,2024-11-20,2024-11-20,3,
CF,AHOC0043,FINBOOK,ND,-244207.97,-244207.97,2026-04-20,2024-12-20,106,
CF,AHOC0043,FINBOOK,SA,186002.19,186002.19,2025-07-09,2025-07-09,1,
CF,AHOC0044,FINBOOK,CA,457712.7,457712.7,2022-09-02,2022-09-02,4,
CF,AHOC0044,FINBOOK,ND,-88291.13,-88291.13,2026-04-20,2022-10-02,31,
CF,AHOC0046,FINBOOK,CA,31214.49,31214.49,2023-08-11,2023-08-11,5,
CF,AHOC0046,FINBOOK,ND,-8245.76,-8245.76,2026-04-20,2023-09-10,107,
CA,AHOC0047,TAXBOOK,CA,394533.23,394533.23,2025-01-15,2025-01-15,5,
CA,AHOC0047,TAXBOOK,ND,-226830.1,-226830.1,2026-04-20,2025-02-14,58,
CA,AHOC0047,FINBOOK,CA,394533.23,394533.23,2025-01-15,2025-01-15,3,
CA,AHOC0047,FINBOOK,ND,-44434.25,-44434.25,2026-04-20,2025-02-14,34,
CM,AHOC0048,FINBOOK,CA,261204.16,261204.16,2026-02-16,2026-02-16,5,
CM,AHOC0048,FINBOOK,ND,-57116.75,-57116.75,2026-04-20,2026-03-18,17,
CM,AHOC0049,FINBOOK,CA,148153.98,148153.98,2023-02-02,2023-02-02,1,
CM,AHOC0049,FINBOOK,ND,-51859.62,-51859.62,2026-04-20,2023-03-04,41,
CF,AHOC0050,TAXBOOK,CA,47521.82,47521.82,2017-06-10,2017-06-10,2,
CF,AHOC0050,TAXBOOK,ND,-10634.63,-10634.63,2026-04-20,2017-07-10,62,
CF,AHOC0050,TAXBOOK,SA,36887.19,36887.19,2018-05-29,2018-05-29,1,
CF,AHOC0050,FINBOOK,CA,47521.82,47521.82,2017-06-10,2017-06-10,4,
CF,AHOC0050,FINBOOK,ND,-37754.84,-37754.84,2026-04-20,2017-07-10,93,
CF,AHOC0050,FINBOOK,SA,9766.98,9766.98,2018-05-29,2018-05-29,1,
CA,AHOC0051,FINBOOK,CA,287475.9,287475.9,2017-09-13,2017-09-13,3,
CA,AHOC0051,FINBOOK,ND,-109476.21,-109476.21,2026-04-20,2017-10-13,24,
CA,AHOC0051,FINBOOK,SA,177999.69,177999.69,2020-11-03,2020-11-03,1,
CM,AHOC0052,FINBOOK,CA,373309.77,373309.77,2016-09-11,2016-09-11,1,
CM,AHOC0052,FINBOOK,ND,-118593.9,-118593.9,2026-04-20,2016-10-11,85,
CM,AHOC0053,FINBOOK,CA,215526.9,215526.9,2017-08-27,2017-08-27,2,
CM,AHOC0053,FINBOOK,ND,-153310.47,-153310.47,2026-04-20,2017-09-26,38,
CA,AHOC0054,FINBOOK,CA,115825.25,115825.25,2022-05-19,2022-05-19,5,
CA,AHOC0054,FINBOOK,ND,-49056.43,-49056.43,2026-04-20,2022-06-18,82,
CA,AHOC0055,FINBOOK,CA,416180.93,416180.93,2023-04-26,2023-04-26,1,
CA,AHOC0055,FINBOOK,ND,-211580.82,-211580.82,2026-04-20,2023-05-26,15,
CA,AHOC0056,FINBOOK,CA,118898.16,118898.16,2025-08-02,2025-08-02,5,
CA,AHOC0056,FINBOOK,ND,-42632.91,-42632.91,2026-04-20,2025-09-01,81,
CA,AHOC0056,FINBOOK,SA,76265.25,76265.25,2025-10-26,2025-10-26,1,
CF,AHOC0057,FINBOOK,CA,29029.89,29029.89,2019-06-24,2019-06-24,1,
CF,AHOC0057,FINBOOK,ND,-13347.56,-13347.56,2026-04-20,2019-07-24,104,
CA,AHOC0058,FINBOOK,CA,52647.44,52647.44,2017-01-29,2017-01-29,4,
CA,AHOC0058,FINBOOK,ND,-22481.27,-22481.27,2026-04-20,2017-02-28,44,
CA,AHOC0059,FINBOOK,CA,339511.29,339511.29,2017-06-15,2017-06-15,1,
CA,AHOC0059,FINBOOK,ND,-118036.37,-118036.37,2026-04-20,2017-07-15,49,
CF,AHOC0060,FINBOOK,CA,47633.03,47633.03,2024-09-09,2024-09-09,1,
CF,AHOC0060,FINBOOK,ND,-24109.54,-24109.54,2026-04-20,2024-10-09,70,
CF,AHOC0060,FINBOOK,SA,23523.49,23523.49,2026-03-11,2026-03-11,1,
CA,AHOC0061,FINBOOK,CA,10000.0,10000.0,2025-08-14,2025-08-14,2,
CA,AHOC0061,FINBOOK,ND,-3475.74,-3475.74,2026-04-20,2025-09-13,104,
CA,AHOC0062,FINBOOK,CA,10000.0,10000.0,2025-11-22,2025-11-22,1,
CA,AHOC0062,FINBOOK,ND,-6691.21,-6691.21,2026-04-20,2025-12-22,67,
CA,AHOC0063,FINBOOK,CA,10000.0,10000.0,2024-09-17,2024-09-17,1,
CA,AHOC0063,FINBOOK,ND,-3549.48,-3549.48,2026-04-20,2024-10-17,13,
CA,AHOC0064,FINBOOK,CA,10000.0,10000.0,2023-08-14,2023-08-14,5,
CA,AHOC0064,FINBOOK,ND,-5222.17,-5222.17,2026-04-20,2023-09-13,15,
CA,AHOC0065,FINBOOK,CA,10000.0,10000.0,2025-05-17,2025-05-17,2,
CA,AHOC0065,FINBOOK,ND,-6314.97,-6314.97,2026-04-20,2025-06-16,11,
CA,AHOC0066,FINBOOK,CA,10000.0,10000.0,2024-04-24,2024-04-24,1,
CA,AHOC0066,FINBOOK,ND,-7172.01,-7172.01,2026-04-20,2024-05-24,95,
CA,AHOC0067,FINBOOK,CA,10000.0,10000.0,2025-10-11,2025-10-11,1,
CA,AHOC0067,FINBOOK,ND,-3524.77,-3524.77,2026-04-20,2025-11-10,40,
CA,AHOC0068,FINBOOK,CA,10000.0,10000.0,2024-10-29,2024-10-29,4,
CA,AHOC0068,FINBOOK,ND,-3938.78,-3938.78,2026-04-20,2024-11-28,103,
CA,AHOC0069,FINBOOK,CA,10000.0,10000.0,2024-11-07,2024-11-07,3,
CA,AHOC0069,FINBOOK,ND,-5918.81,-5918.81,2026-04-20,2024-12-07,56,
CA,AHOC0070,FINBOOK,CA,10000.0,10000.0,2023-12-16,2023-12-16,1,
CA,AHOC0070,FINBOOK,ND,-5840.76,-5840.76,2026-04-20,2024-01-15,87,
CA,AHOC0071,FINBOOK,CA,10000.0,10000.0,2025-01-20,2025-01-20,2,
CA,AHOC0071,FINBOOK,ND,-8970.92,-8970.92,2026-04-20,2025-02-19,37,
CA,AHOC0072,FINBOOK,CA,10000.0,10000.0,2024-07-29,2024-07-29,2,
CA,AHOC0072,FINBOOK,ND,-7349.57,-7349.57,2026-04-20,2024-08-28,66,
CA,AHOC0073,FINBOOK,CA,10000.0,10000.0,2026-01-30,2026-01-30,5,
CA,AHOC0073,FINBOOK,ND,-4286.36,-4286.36,2026-04-20,2026-03-01,53,
CA,AHOC0074,FINBOOK,CA,10000.0,10000.0,2025-12-07,2025-12-07,2,
CA,AHOC0074,FINBOOK,ND,-3768.18,-3768.18,2026-04-20,2026-01-06,67,
CA,AHOC0075,FINBOOK,CA,10000.0,10000.0,2025-06-13,2025-06-13,1,
CA,AHOC0075,FINBOOK,ND,-8588.37,-8588.37,2026-04-20,2025-07-13,99,
CA,AHOC0076,FINBOOK,CA,10000.0,10000.0,2025-11-10,2025-11-10,4,
CA,AHOC0076,FINBOOK,ND,-4874.01,-4874.01,2026-04-20,2025-12-10,27,
CA,AHOC0077,FINBOOK,CA,10000.0,10000.0,2024-04-12,2024-04-12,3,
CA,AHOC0077,FINBOOK,ND,-8563.08,-8563.08,2026-04-20,2024-05-12,111,
CA,AHOC0078,FINBOOK,CA,10000.0,10000.0,2024-12-31,2024-12-31,4,
CA,AHOC0078,FINBOOK,ND,-8733.49,-8733.49,2026-04-20,2025-01-30,28,
CA,AHOC0079,FINBOOK,CA,10000.0,10000.0,2024-08-17,2024-08-17,3,
CA,AHOC0079,FINBOOK,ND,-5425.78,-5425.78,2026-04-20,2024-09-16,10,
CA,AHOC0080,FINBOOK,CA,10000.0,10000.0,2024-01-03,2024-01-03,4,
CA,AHOC0080,FINBOOK,ND,-5154.66,-5154.66,2026-04-20,2024-02-02,20,
CA,AHOC0081,FINBOOK,CA,10000.0,10000.0,2024-12-22,2024-12-22,4,
CA,AHOC0081,FINBOOK,ND,-5669.62,-5669.62,2026-04-20,2025-01-21,102,
CA,AHOC0082,FINBOOK,CA,10000.0,10000.0,2025-05-14,2025-05-14,1,
CA,AHOC0082,FINBOOK,ND,-2526.27,-2526.27,2026-04-20,2025-06-13,57,
CA,AHOC0083,FINBOOK,CA,10000.0,10000.0,2025-03-05,2025-03-05,2,
CA,AHOC0083,FINBOOK,ND,-4677.31,-4677.31,2026-04-20,2025-04-04,69,
CA,AHOC0084,FINBOOK,CA,10000.0,10000.0,2026-03-30,2026-03-30,4,
CA,AHOC0084,FINBOOK,ND,-3536.33,-3536.33,2026-04-29,2026-04-29,45,
CA,AHOC0085,FINBOOK,CA,10000.0,10000.0,2024-05-29,2024-05-29,2,
CA,AHOC0085,FINBOOK,ND,-2616.54,-2616.54,2026-04-20,2024-06-28,69,
CA,AHOC0086,FINBOOK,CA,10000.0,10000.0,2024-07-12,2024-07-12,2,
CA,AHOC0086,FINBOOK,ND,-4255.26,-4255.26,2026-04-20,2024-08-11,120,
CA,AHOC0087,FINBOOK,CA,10000.0,10000.0,2025-08-18,2025-08-18,4,
CA,AHOC0087,FINBOOK,ND,-7303.69,-7303.69,2026-04-20,2025-09-17,24,
CA,AHOC0088,FINBOOK,CA,10000.0,10000.0,2024-12-26,2024-12-26,4,
CA,AHOC0088,FINBOOK,ND,-6186.28,-6186.28,2026-04-20,2025-01-25,92,
CA,AHOC0089,FINBOOK,CA,10000.0,10000.0,2023-11-05,2023-11-05,2,
CA,AHOC0089,FINBOOK,ND,-1054.64,-1054.64,2026-04-20,2023-12-05,50,
CA,AHOC0090,FINBOOK,CA,10000.0,10000.0,2024-06-18,2024-06-18,3,
CA,AHOC0090,FINBOOK,ND,-5917.0,-5917.0,2026-04-20,2024-07-18,29,
CA,AHOC0091,FINBOOK,CA,10000.0,10000.0,2025-09-19,2025-09-19,1,
CA,AHOC0091,FINBOOK,ND,-7630.19,-7630.19,2026-04-20,2025-10-19,116,
CA,AHOC0092,FINBOOK,CA,10000.0,10000.0,2025-11-14,2025-11-14,4,
CA,AHOC0092,FINBOOK,ND,-6382.14,-6382.14,2026-04-20,2025-12-14,40,
CA,AHOC0093,FINBOOK,CA,10000.0,10000.0,2024-05-28,2024-05-28,4,
CA,AHOC0093,FINBOOK,ND,-3995.69,-3995.69,2026-04-20,2024-06-27,115,
CA,AHOC0094,FINBOOK,CA,10000.0,10000.0,2025-08-23,2025-08-23,4,
CA,AHOC0094,FINBOOK,ND,-5255.47,-5255.47,2026-04-20,2025-09-22,106,
CA,AHOC0095,FINBOOK,CA,10000.0,10000.0,2023-11-20,2023-11-20,4,
CA,AHOC0095,FINBOOK,ND,-2874.71,-2874.71,2026-04-20,2023-12-20,28,
CA,AHOC0096,FINBOOK,CA,10000.0,10000.0,2024-10-05,2024-10-05,2,
CA,AHOC0096,FINBOOK,ND,-6007.95,-6007.95,2026-04-20,2024-11-04,55,
CA,AHOC0097,FINBOOK,CA,10000.0,10000.0,2025-02-09,2025-02-09,4,
CA,AHOC0097,FINBOOK,ND,-8317.93,-8317.93,2026-04-20,2025-03-11,72,
CA,AHOC0098,FINBOOK,CA,10000.0,10000.0,2025-08-19,2025-08-19,5,
CA,AHOC0098,FINBOOK,ND,-2736.13,-2736.13,2026-04-20,2025-09-18,27,
CA,AHOC0099,FINBOOK,CA,10000.0,10000.0,2026-03-03,2026-03-03,3,
CA,AHOC0099,FINBOOK,ND,-3877.16,-3877.16,2026-04-20,2026-04-02,113,
CA,AHOC0100,FINBOOK,CA,10000.0,10000.0,2024-01-05,2024-01-05,2,
CA,AHOC0100,FINBOOK,ND,-4038.72,-4038.72,2026-04-20,2024-02-04,107,
CA,AHOC0101,FINBOOK,CA,10000.0,10000.0,2026-03-04,2026-03-04,1,
CA,AHOC0101,FINBOOK,ND,-4299.14,-4299.14,2026-04-20,2026-04-03,108,
CA,AHOC0102,FINBOOK,CA,10000.0,10000.0,2023-08-15,2023-08-15,5,
CA,AHOC0102,FINBOOK,ND,-7505.26,-7505.26,2026-04-20,2023-09-14,87,
CA,AHOC0103,FINBOOK,CA,10000.0,10000.0,2024-08-25,2024-08-25,1,
CA,AHOC0103,FINBOOK,ND,-6229.89,-6229.89,2026-04-20,2024-09-24,110,
CA,AHOC0104,FINBOOK,CA,10000.0,10000.0,2026-01-03,2026-01-03,5,
CA,AHOC0104,FINBOOK,ND,-4804.0,-4804.0,2026-04-20,2026-02-02,6,
CA,,FINBOOK,CA,10000.0,10000.0,2024-01-22,2024-01-22,2,DQ-AB-C01
CA,AHOC0105,FINBOOK,ND,-7323.98,-7323.98,2026-04-20,2024-02-21,89,
CA,AHOC0106,,CA,10000.0,10000.0,2024-11-12,2024-11-12,4,DQ-AB-C02
CA,AHOC0106,FINBOOK,ND,-1685.55,-1685.55,2026-04-20,2024-12-12,80,
CA,AHOC0107,FINBOOK,,10000.0,10000.0,2024-11-06,2024-11-06,4,DQ-AB-C03
CA,AHOC0107,FINBOOK,ND,-4590.75,-4590.75,2026-04-20,2024-12-06,72,
CA,AHOC0108,FINBOOK,CA,,10000.0,2026-02-16,2026-02-16,2,DQ-AB-C04
CA,AHOC0108,FINBOOK,ND,-1506.14,-1506.14,2026-04-20,2026-03-18,56,
CA,AHOC0109,FINBOOK,XX,10000.0,10000.0,2024-09-17,2024-09-17,3,DQ-AB-V01
CA,AHOC0109,FINBOOK,ND,-4444.93,-4444.93,2026-04-20,2024-10-17,106,
CA,AHOC0110,FINBOOK,CA,0.0,10000.0,2025-10-17,2025-10-17,5,DQ-AB-V02
CA,AHOC0110,FINBOOK,ND,-2439.42,-2439.42,2026-04-20,2025-11-16,99,
CA,AHOC0111,FINBOOK,CA,10000.0,10000.0,2099-01-01,2025-05-18,4,DQ-AB-V03
CA,AHOC0111,FINBOOK,ND,-1591.72,-1591.72,2026-04-20,2025-06-17,77,
CA,AHOC0112,FINBOOK,CA,1000.0,10000.0,2025-10-04,2025-10-04,4,DQ-AB-K01
CA,AHOC0112,FINBOOK,ND,-2000.0,-8734.49,2026-04-20,2025-11-03,43,
CA,AHOC0113,FINBOOK,ND,-7650.54,-7650.54,2026-04-20,2025-11-06,94,
CA,AHOC0113,FINBOOK,SA,500.0,500.0,2026-05-05,2026-05-05,1,DQ-AB-K02
CA,AHOC0114,FINBOOK,ND,-5127.95,-5127.95,2026-04-20,2026-01-24,71,DQ-AB-K03
CA,AHOC0115,FINBOOK,CA,10000.0,10000.0,2025-04-06,2025-04-06,1,
CA,AHOC0115,FINBOOK,ND,-5618.78,-5618.78,2026-04-20,2025-05-06,103,
CA,AHOC0116,FINBOOK,CA,10000.0,10000.0,2023-12-03,2023-12-03,3,
CA,AHOC0116,FINBOOK,ND,-8349.46,-8349.46,2026-04-20,2024-01-02,76,
CA,AHOC0117,FINBOOK,CA,10000.0,10000.0,2024-02-15,2024-02-15,2,
CA,AHOC0117,FINBOOK,ND,-2496.79,-2496.79,2026-04-20,2024-03-16,108,
CA,AHOC0118,FINBOOK,CA,10000.0,10000.0,2025-08-05,2025-08-05,2,
CA,AHOC0118,FINBOOK,ND,-3336.72,-3336.72,2026-04-20,2025-09-04,36,
CA,AHOC0119,FINBOOK,CA,10000.0,10000.0,2025-02-14,2025-02-14,2,
CA,AHOC0119,FINBOOK,ND,-3381.67,-3381.67,2026-04-20,2025-03-16,5,
CA,ORPHAN_BAL,FINBOOK,CA,1000.0,1000.0,2026-05-05,2026-05-05,1,DQ-AB-X01
