client,apar_id,voucher_no,sequence_no,voucher_type,voucher_date,trans_date,status,amount,rest_amount,currency,orig_reference,_edge_case
HOL,CHOL0067,ARH580636,1,SINV,2025-04-04,2025-04-04,C,22283.33,0.0,GBP,,
HOL,CHOL0010,ARH138669,1,SINV,2025-03-27,2025-03-27,C,14769.06,0.0,GBP,,
HOL,CHOL0061,ARH748410,1,PINV,2024-12-19,2024-12-19,C,7431.94,0.0,GBP,,
HOL,CHOL0017,ARH115063,1,DINV,2025-04-28,2025-04-28,C,19053.31,0.0,GBP,,
HOL,CHOL0013,ARH578344,1,SINV,2025-04-26,2025-04-26,C,25093.49,0.0,GBP,,
HOL,CHOL0014,ARH219726,1,PINV,2026-03-27,2026-03-27,C,17930.33,0.0,GBP,,
HOL,CHOL0029,ARH166175,1,PINV,2025-05-29,2025-05-29,C,12901.1,0.0,GBP,,
HOL,CHOL0052,ARH439984,1,PINV,2025-03-06,2025-03-06,C,29280.43,0.0,GBP,,
HOL,CHOL0070,ARH244000,1,SINV,2025-09-28,2025-09-28,C,25125.53,0.0,GBP,,
HOL,CHOL0006,ARH721894,1,SINV,2025-04-29,2025-04-29,C,10198.01,0.0,GBP,,
HOL,CHOL0036,ARH248097,1,DINV,2026-01-02,2026-01-02,C,5207.92,0.0,GBP,,
HOL,CHOL0071,ARH273021,1,PINV,2026-01-26,2026-01-26,C,7460.61,0.0,GBP,,
HOL,CHOL0006,ARH239849,1,PINV,2025-02-13,2025-02-13,C,23773.36,0.0,GBP,,
HOL,CHOL0079,ARH494401,1,DINV,2025-04-13,2025-04-13,C,665.78,0.0,GBP,,
HOL,CHOL0011,ARH106658,1,SINV,2024-11-10,2024-11-10,C,5546.5,0.0,GBP,,
HOL,CHOL0076,ARH397514,1,DINV,2026-01-03,2026-01-03,C,20866.41,0.0,GBP,,
HOL,CHOL0017,ARH316174,1,PINV,2025-03-29,2025-03-29,C,19266.81,0.0,GBP,,
HOL,CHOL0058,ARH532046,1,PINV,2025-07-05,2025-07-05,C,28155.07,0.0,GBP,,
HOL,CHOL0005,ARH725236,1,PINV,2025-05-06,2025-05-06,C,21572.52,0.0,GBP,,
HOL,CHOL0012,ARH757658,1,SINV,2025-09-07,2025-09-07,C,10566.04,0.0,GBP,,
HOL,CHOL0072,ARH347085,1,PINV,2025-05-18,2025-05-18,C,3701.73,0.0,GBP,,
HOL,CHOL0013,ARH748985,1,PINV,2025-11-08,2025-11-08,C,25909.39,0.0,GBP,,
HOL,CHOL0065,ARH329927,1,PINV,2026-02-21,2026-02-21,C,23155.87,0.0,GBP,,
HOL,CHOL0027,ARH389854,1,SINV,2024-12-27,2024-12-27,C,5972.83,0.0,GBP,,
HOL,CHOL0061,ARH621682,1,SINV,2025-05-02,2025-05-02,C,4960.84,0.0,GBP,,
HOL,CHOL0007,ARH776185,1,DINV,2025-11-10,2025-11-10,C,8694.92,0.0,GBP,,
HOL,CHOL0033,ARH450533,1,PINV,2026-02-10,2026-02-10,C,1490.86,0.0,GBP,,
HOL,CHOL0007,ARH663463,1,SINV,2025-05-02,2025-05-02,C,4909.76,0.0,GBP,,
HOL,CHOL0063,ARH639915,1,SINV,2025-03-01,2025-03-01,C,2311.61,0.0,GBP,,
HOL,CHOL0057,ARH721497,1,PINV,2025-10-02,2025-10-02,C,12688.17,0.0,GBP,,
HOL,CHOL0042,ARH341238,1,SINV,2025-02-23,2025-02-23,C,9918.74,0.0,GBP,,
HOL,CHOL0031,ARH873584,1,DINV,2025-12-30,2025-12-30,C,26122.61,0.0,GBP,,
HOL,CHOL0029,ARH177101,1,SINV,2026-02-28,2026-02-28,C,17635.75,0.0,GBP,,
HOL,CHOL0056,ARH251981,1,DINV,2025-06-12,2025-06-12,C,27851.04,0.0,GBP,,
HOL,CHOL0023,ARH506145,1,PINV,2025-11-20,2025-11-20,C,4264.86,0.0,GBP,,
HOL,CHOL0025,ARH762722,1,SINV,2025-11-05,2025-11-05,C,29271.57,0.0,GBP,,
HOL,CHOL0043,ARH233391,1,SINV,2024-12-05,2024-12-05,C,20827.87,0.0,GBP,,
HOL,CHOL0036,ARH243132,1,DINV,2025-02-24,2025-02-24,C,25579.21,0.0,GBP,,
HOL,CHOL0054,ARH279517,1,DINV,2025-10-20,2025-10-20,C,6751.64,0.0,GBP,,
HOL,CHOL0078,ARH264404,1,PINV,2025-04-26,2025-04-26,C,17428.02,0.0,GBP,,
HOL,CHOL0030,ARH190674,1,DINV,2025-12-29,2025-12-29,C,25737.82,0.0,GBP,,
HOL,CHOL0028,ARH720317,1,DINV,2026-03-02,2026-03-02,C,25142.27,0.0,GBP,,
HOL,CHOL0002,ARH865479,1,SINV,2026-01-15,2026-01-15,C,22138.13,0.0,GBP,,
HOL,CHOL0032,ARH443194,1,PINV,2026-01-21,2026-01-21,C,17468.12,0.0,GBP,,
HOL,CHOL0020,ARH701568,1,SINV,2024-11-08,2024-11-08,C,12649.6,0.0,GBP,,
HOL,CHOL0006,ARH593515,1,PINV,2026-04-03,2026-04-03,C,1201.89,0.0,GBP,,
HOL,CHOL0051,ARH602550,1,SINV,2025-02-11,2025-02-11,C,13682.75,0.0,GBP,,
HOL,CHOL0011,ARH685616,1,DINV,2024-11-15,2024-11-15,C,20856.16,0.0,GBP,,
HOL,CHOL0028,ARH239158,1,PINV,2025-11-05,2025-11-05,C,9014.55,0.0,GBP,,
HOL,CHOL0012,ARH116703,1,SINV,2026-03-09,2026-03-09,C,20137.26,0.0,GBP,,
HOL,CHOL0059,ARH999596,1,DINV,2024-11-27,2024-11-27,C,29297.34,0.0,GBP,,
HOL,CHOL0018,ARH837290,1,DINV,2025-12-23,2025-12-23,C,5711.38,0.0,GBP,,
HOL,CHOL0081,ARH586849,1,SINV,2024-11-04,2024-11-04,C,25839.4,0.0,GBP,,
HOL,CHOL0050,ARH824304,1,DINV,2025-10-09,2025-10-09,C,16021.43,0.0,GBP,,
HOL,CHOL0055,ARH889460,1,PINV,2025-08-06,2025-08-06,C,21002.04,0.0,GBP,,
HOL,CHOL0070,ARH703171,1,SINV,2025-06-03,2025-06-03,C,23673.22,0.0,GBP,,
HOL,CHOL0080,ARH452001,1,PINV,2024-12-29,2024-12-29,C,15539.15,0.0,GBP,,
HOL,CHOL0047,ARH154067,1,DINV,2025-02-24,2025-02-24,C,11612.06,0.0,GBP,,
HOL,CHOL0080,ARH142859,1,PINV,2025-11-12,2025-11-12,C,11119.7,0.0,GBP,,
HOL,CHOL0072,ARH839113,1,SINV,2025-01-10,2025-01-10,C,16910.59,0.0,GBP,,
HOL,CHOL0018,ARH451199,1,PINV,2025-07-05,2025-07-05,C,16281.09,0.0,GBP,,
HOL,CHOL0062,ARH873199,1,SINV,2025-06-05,2025-06-05,C,22644.57,0.0,GBP,,
HOL,CHOL0042,ARH469844,1,DINV,2025-08-03,2025-08-03,C,15206.27,0.0,GBP,,
HOL,CHOL0036,ARH157105,1,DINV,2025-01-06,2025-01-06,C,11309.85,0.0,GBP,,
HOL,CHOL0063,ARH625808,1,PINV,2025-03-08,2025-03-08,C,14210.88,0.0,GBP,,
HOL,CHOL0069,ARH406461,1,PINV,2026-02-08,2026-02-08,C,18704.35,0.0,GBP,,
HOL,CHOL0009,ARH297503,1,DINV,2026-02-14,2026-02-14,C,2801.8,0.0,GBP,,
HOL,CHOL0023,ARH402380,1,DINV,2025-01-20,2025-01-20,C,3459.07,0.0,GBP,,
HOL,CHOL0015,ARH830943,1,SINV,2025-04-03,2025-04-03,C,14990.6,0.0,GBP,,
HOL,CHOL0067,ARH757746,1,PINV,2024-11-26,2024-11-26,C,8936.45,0.0,GBP,,
HOL,CHOL0070,ARH238440,1,DINV,2026-03-03,2026-03-03,C,10531.67,0.0,GBP,,
HOL,CHOL0003,ARH405677,1,SINV,2025-05-15,2025-05-15,C,2075.9,0.0,GBP,,
HOL,CHOL0067,ARH775987,1,DINV,2025-10-12,2025-10-12,C,12468.41,0.0,GBP,,
HOL,CHOL0042,ARH609763,1,PINV,2026-02-01,2026-02-01,C,13848.61,0.0,GBP,,
HOL,CHOL0017,ARH927691,1,DINV,2025-09-12,2025-09-12,C,5317.77,0.0,GBP,,
HOL,CHOL0030,ARH607765,1,SINV,2025-11-18,2025-11-18,C,29127.58,0.0,GBP,,
HOL,CHOL0019,ARH470274,1,SINV,2025-08-21,2025-08-21,C,13786.61,0.0,GBP,,
HOL,CHOL0080,ARH268600,1,SINV,2025-08-22,2025-08-22,C,5631.96,0.0,GBP,,
HOL,CHOL0020,ARH269087,1,DINV,2025-07-04,2025-07-04,C,3684.14,0.0,GBP,,
HOL,CHOL0074,ARH232617,1,SINV,2026-01-28,2026-01-28,C,7960.13,0.0,GBP,,
HOL,CHOL0027,ARH689810,1,DINV,2024-12-08,2024-12-08,C,20033.49,0.0,GBP,,
HOL,CHOL0019,ARH491029,1,SINV,2026-02-05,2026-02-05,C,16288.02,0.0,GBP,,
HOL,CHOL0069,ARH416208,1,DINV,2025-03-07,2025-03-07,C,27628.93,0.0,GBP,,
HOL,CHOL0064,ARH905849,1,DINV,2025-03-31,2025-03-31,C,28444.11,0.0,GBP,,
HOL,CHOL0020,ARH104502,1,DINV,2025-10-08,2025-10-08,C,19487.87,0.0,GBP,,
HOL,CHOL0061,ARH403905,1,PINV,2025-04-02,2025-04-02,C,24027.37,0.0,GBP,,
HOL,CHOL0057,ARH455136,1,SINV,2025-02-26,2025-02-26,C,22002.89,0.0,GBP,,
HOL,CHOL0018,ARH810943,1,DINV,2025-03-02,2025-03-02,C,9380.85,308.76,GBP,,HIS_REST_NOT_ZERO
HOL,CHOL0018,ARH331069,1,DINV,2026-02-02,,C,10850.33,0.0,GBP,,HIS_DATE_MISSING
HOL,CHOL0018,ARH157706,1,DCRN,2025-05-21,2025-05-21,C,-276.14,0.0,GBP,,HIS_CN_NO_REF
HOL,CHOL0018,ARH187649,1,SINV,2026-02-02,2026-02-02,C,20376.49,0.0,GBP,,HIS_DUP
HOL,CHOL0018,ARH187649,1,DINV,2025-12-11,2025-12-11,C,5994.61,0.0,GBP,,HIS_DUP
HOL,CGHOST9999,ARH732471,1,DINV,2024-12-30,2024-12-30,C,27271.72,0.0,GBP,,HIS_ORPHANED
