client,apar_id,voucher_no,sequence_no,voucher_type,voucher_date,trans_date,due_date,description,amount,cur_amount,currency,rest_amount,rest_curr,discount,dc_flag,status,pay_flag,pay_method,payment_date,period,payperiod,ext_inv_ref,orig_reference,order_id,contract_id,tax_code,exch_rate,rem_level,remind_date,collect_status,collect_agency,intrule_id,int_status,last_update,wf_state,_edge_case
HOL,CHOL0045,AR605048,1,DINV,2026-01-10,2026-01-10,2026-02-09,Dolor consequatur corrupti quibusdam non.,40333.03,,GBP,26075.78,,,1,N,0,DD,,202601,,INV44053,,PO3551,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0002,AR100096,1,SINV,2025-12-07,2025-12-07,2026-01-06,Praesentium totam quidem reiciendis repudiandae quis.,17522.3,,GBP,10945.16,,,1,N,0,DD,,202512,,INV72530,,PO5908,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0056,AR936726,1,DINV,2024-08-22,2024-08-22,2024-11-20,Sit aspernatur ipsum provident aspernatur natus aperiam molestias.,11945.16,,GBP,11876.18,,,1,N,0,CHQ,,202408,,INV63967,,PO8161,,S1,,1,,,,RULE1,,2026-05-05,T,
HOL,CHOL0032,AR271200,1,PINV,2025-03-09,2025-03-09,2025-05-08,Dicta modi cum sequi ipsam perspiciatis quaerat.,11419.33,,GBP,10695.71,,,1,N,0,CHQ,,202503,,INV77713,,PO5454,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0069,AR948097,1,SINV,2024-07-04,2024-07-04,2024-09-02,At magni repellat iste maiores itaque animi.,9806.03,,GBP,9268.94,,,1,N,0,INT,,202407,,INV24464,,PO8460,,S1,,2,,,,RULE1,,2026-05-05,T,
HOL,CHOL0058,AR385353,1,PINV,2025-10-04,2025-10-04,2025-11-03,Perferendis est accusantium ducimus a dolor asperiores.,16371.86,,GBP,14379.09,,,1,N,0,BACS,,202510,,INV34371,,PO2675,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0035,AR231113,1,SINV,2025-06-16,2025-06-16,2025-09-14,Exercitationem aperiam voluptatibus vel architecto ut.,906.1,,GBP,840.72,,,1,N,0,DD,,202506,,INV38467,,PO6601,,S1,,1,,,,RULE1,,2026-05-05,T,
HOL,CHOL0040,AR923892,1,DINV,2025-10-17,2025-10-17,2025-12-16,Enim debitis consequatur.,23452.38,,GBP,8603.75,,,1,N,0,BACS,,202510,,INV29148,,PO1918,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0051,AR174852,1,DINV,2026-01-17,2026-01-17,2026-03-18,Fugiat tempora ipsum totam fugiat aspernatur.,9489.39,,GBP,2689.68,,,1,N,0,DD,,202601,,INV11653,,PO2998,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0050,AR908688,1,DINV,2025-06-26,2025-06-26,2025-07-26,Consequatur similique blanditiis voluptatibus hic consectetur voluptatem.,37012.14,,GBP,36019.91,,,1,N,0,BACS,,202506,,INV78306,,PO4415,,S1,,1,,,,RULE1,,2026-05-05,T,
HOL,CHOL0050,AR814544,1,PINV,2024-10-01,2024-10-01,2024-11-30,Quidem voluptatem iure.,8351.27,,GBP,3485.91,,,1,N,0,BACS,,202410,,INV43202,,PO8884,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0026,AR477934,1,PINV,2023-04-17,2023-04-17,2023-07-16,Incidunt fugit dolorem itaque culpa deleniti soluta.,11280.52,,GBP,10261.41,,,1,N,0,DD,,202304,,INV52534,,PO1246,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0036,AR713099,1,SINV,2023-09-03,2023-09-03,2023-11-02,Adipisci optio nostrum vel.,39562.62,,GBP,39279.99,,,1,N,0,DD,,202309,,INV88146,,PO3539,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0012,AR360804,1,PINV,2023-11-19,2023-11-19,2024-01-18,Dolores architecto nisi.,5024.38,,GBP,2537.73,,,1,N,0,BACS,,202311,,INV17834,,PO6824,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0069,AR929912,1,PINV,2023-08-08,2023-08-08,2023-09-07,Nisi praesentium aliquid qui illo doloremque dolor.,24648.22,,GBP,18402.57,,,1,N,0,INT,,202308,,INV67503,,PO4161,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0049,AR475565,1,DINV,2023-10-03,2023-10-03,2023-12-02,Consequuntur voluptatibus doloremque totam.,44983.82,,GBP,27519.22,,,1,N,0,INT,,202310,,INV81137,,PO9029,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0073,AR295692,1,PINV,2026-01-18,2026-01-18,2026-03-19,Eum nisi perferendis eum error corporis optio.,16522.2,,GBP,10331.07,,,1,N,0,CHQ,,202601,,INV19027,,PO9702,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0058,AR410035,1,PINV,2024-06-23,2024-06-23,2024-09-21,Impedit eius nam nihil quasi.,18672.08,,GBP,18661.33,,,1,N,0,DD,,202406,,INV34318,,PO1306,,S1,,2,,,,RULE1,,2026-05-05,T,
HOL,CHOL0047,AR913712,1,PINV,2024-05-04,2024-05-04,2024-07-03,Numquam incidunt libero voluptas.,36189.68,,GBP,17131.05,,,1,N,0,DD,,202405,,INV34886,,PO9586,,S1,,1,,,,RULE1,,2026-05-05,T,
HOL,CHOL0071,AR261618,1,SINV,2024-08-02,2024-08-02,2024-10-01,Ratione eum impedit corrupti fugiat quidem.,20785.32,,GBP,15430.62,,,1,N,0,BACS,,202408,,INV15737,,PO3126,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0005,AR311895,1,PINV,2023-08-08,2023-08-08,2023-10-07,Dolores dolorem similique corporis iure animi impedit.,9985.02,,GBP,9730.86,,,1,N,0,DD,,202308,,INV96235,,PO9026,,S1,,2,,,,RULE1,,2026-05-05,T,
HOL,CHOL0080,AR835381,1,PINV,2026-04-23,2026-04-23,2026-06-22,Nam consequatur doloribus dignissimos officia ullam.,2929.74,,GBP,2412.41,,,1,N,0,BACS,,202604,,INV11715,,PO4419,,S1,,1,,,,RULE1,,2026-05-05,T,
HOL,CHOL0011,AR590795,1,DINV,2023-05-05,2023-05-05,2023-07-04,At quam deleniti eaque perferendis nobis.,28121.98,,GBP,7013.76,,,1,N,0,INT,,202305,,INV17641,,PO5355,,S1,,2,,,,RULE1,,2026-05-05,T,
HOL,CHOL0006,AR869969,1,PINV,2023-05-25,2023-05-25,2023-07-24,Deleniti quis quam nam.,4357.8,,GBP,3605.12,,,1,N,0,BACS,,202305,,INV23267,,PO4784,,S1,,2,,,,RULE1,,2026-05-05,T,
HOL,CHOL0050,AR298663,1,SINV,2024-01-31,2024-01-31,2024-04-30,Distinctio tenetur esse tenetur distinctio deleniti qui.,33015.39,,GBP,17959.64,,,1,N,0,DD,,202401,,INV23829,,PO6864,,S1,,1,,,,RULE1,,2026-05-05,T,
HOL,CHOL0055,AR209159,1,PINV,2023-12-08,2023-12-08,2024-01-07,Totam possimus provident id dolores eum eligendi.,27723.29,,GBP,16529.89,,,1,N,0,CHQ,,202312,,INV79979,,PO8258,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0041,AR676802,1,PINV,2024-10-26,2024-10-26,2024-12-25,Modi facere ea maiores libero atque voluptatem.,20910.99,,GBP,10317.64,,,1,N,0,INT,,202410,,INV89745,,PO4943,,S1,,2,,,,RULE1,,2026-05-05,T,
HOL,CHOL0070,AR324319,1,DINV,2025-02-07,2025-02-07,2025-05-08,Quis eum dicta est aliquid sint qui.,46344.27,,GBP,36923.81,,,1,N,0,DD,,202502,,INV62047,,PO1003,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0037,AR724702,1,SINV,2023-02-03,2023-02-03,2023-05-04,Ea vel neque.,7186.74,,GBP,2067.92,,,1,N,0,INT,,202302,,INV39083,,PO4519,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0003,AR909000,1,PINV,2024-07-19,2024-07-19,2024-10-17,Eos deserunt dolorem necessitatibus doloribus mollitia.,25807.94,,GBP,14025.72,,,1,N,0,CHQ,,202407,,INV22358,,PO1618,,S1,,1,,,,RULE1,,2026-05-05,T,
HOL,CHOL0046,AR263690,1,SINV,2023-10-11,2023-10-11,2023-12-10,Ducimus reprehenderit vitae odit laudantium cumque.,18670.6,,GBP,9975.24,,,1,N,0,INT,,202310,,INV49361,,PO2505,,S1,,2,,,,RULE1,,2026-05-05,T,
HOL,CHOL0052,AR696707,1,DINV,2024-03-21,2024-03-21,2024-06-19,Cumque quam laborum totam molestiae odit.,4321.48,,GBP,3198.96,,,1,N,0,CHQ,,202403,,INV73999,,PO2562,,S1,,2,,,,RULE1,,2026-05-05,T,
HOL,CHOL0039,AR139186,1,DINV,2026-03-26,2026-03-26,2026-05-25,Minima saepe asperiores repellendus.,4384.63,,GBP,4188.47,,,1,N,0,INT,,202603,,INV66925,,PO7824,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0030,AR883997,1,DINV,2023-01-24,2023-01-24,2023-04-24,Quisquam impedit sapiente.,38982.22,,GBP,27054.07,,,1,N,0,BACS,,202301,,INV51853,,PO9846,,S1,,2,,,,RULE1,,2026-05-05,T,
HOL,CHOL0020,AR442707,1,PINV,2025-10-25,2025-10-25,2026-01-23,Architecto corrupti dolor iste aperiam.,11429.46,,GBP,10967.53,,,1,N,0,DD,,202510,,INV68407,,PO9269,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0029,AR552917,1,DINV,2024-08-16,2024-08-16,2024-10-15,Totam omnis accusamus minus illum accusantium quam modi.,7826.61,,GBP,5721.76,,,1,N,0,BACS,,202408,,INV81847,,PO7540,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0011,AR517885,1,SINV,2025-10-24,2025-10-24,2025-12-23,Accusantium repellat perferendis rem tenetur.,38804.34,,GBP,34757.04,,,1,N,0,DD,,202510,,INV83308,,PO4245,,S1,,1,,,,RULE1,,2026-05-05,T,
HOL,CHOL0051,AR783932,1,PINV,2026-03-16,2026-03-16,2026-04-15,Ullam minima dolores nulla.,28277.8,,GBP,5721.64,,,1,N,0,CHQ,,202603,,INV41760,,PO2173,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0056,AR439121,1,DINV,2026-03-25,2026-03-25,2026-04-24,Repellendus eaque id fuga illo.,6070.23,,GBP,4061.8,,,1,N,0,INT,,202603,,INV34967,,PO6254,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0077,AR787247,1,DINV,2023-02-19,2023-02-19,2023-04-20,Doloribus possimus error repudiandae aspernatur voluptatibus officiis.,8878.14,,GBP,6394.28,,,1,N,0,CHQ,,202302,,INV67732,,PO1735,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0026,AR818651,1,SINV,2025-02-04,2025-02-04,2025-03-06,Atque fugit mollitia.,38007.82,,GBP,12078.46,,,1,N,0,BACS,,202502,,INV41856,,PO3419,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0002,AR459946,1,SINV,2023-08-16,2023-08-16,2023-10-15,Odio praesentium assumenda sapiente.,22778.05,,GBP,22363.52,,,1,N,0,CHQ,,202308,,INV36712,,PO9952,,S1,,2,,,,RULE1,,2026-05-05,T,
HOL,CHOL0034,AR675458,1,PINV,2025-09-16,2025-09-16,2025-12-15,Natus similique atque minus aliquam distinctio.,36631.22,,GBP,32489.04,,,1,N,0,BACS,,202509,,INV59362,,PO9631,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0033,AR278593,1,DINV,2023-05-04,2023-05-04,2023-07-03,Labore aliquid asperiores unde tempore natus adipisci.,10434.45,,GBP,4620.15,,,1,N,0,BACS,,202305,,INV70943,,PO1136,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0050,AR792451,1,SINV,2024-07-09,2024-07-09,2024-10-07,Accusamus dignissimos corporis reprehenderit reprehenderit ut.,42678.11,,GBP,20140.64,,,1,N,0,BACS,,202407,,INV48337,,PO7332,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0049,AR633243,1,SINV,2023-07-23,2023-07-23,2023-09-21,Cum dolores rerum harum tempore.,24490.78,,GBP,12791.9,,,1,N,0,CHQ,,202307,,INV36066,,PO9202,,S1,,1,,,,RULE1,,2026-05-05,T,
HOL,CHOL0072,AR847078,1,DINV,2023-02-14,2023-02-14,2023-03-16,Fugit qui ratione porro aspernatur quia.,12745.91,,GBP,7347.61,,,1,N,0,DD,,202302,,INV61563,,PO3572,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0045,AR817552,1,PINV,2024-12-21,2024-12-21,2025-02-19,Amet ipsa saepe excepturi quisquam veritatis.,31448.93,,GBP,25506.22,,,1,N,0,INT,,202412,,INV18127,,PO5221,,S1,,1,,,,RULE1,,2026-05-05,T,
HOL,CHOL0004,AR681896,1,PINV,2024-07-27,2024-07-27,2024-08-26,Voluptas eveniet odio quos iste dolorem.,8009.55,,GBP,2260.77,,,1,N,0,CHQ,,202407,,INV21507,,PO7262,,S1,,2,,,,RULE1,,2026-05-05,T,
HOL,CHOL0079,AR755910,1,DINV,2024-04-10,2024-04-10,2024-06-09,Velit inventore perspiciatis optio assumenda nulla reiciendis.,12397.86,,GBP,10882.85,,,1,N,0,INT,,202404,,INV68873,,PO9883,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0027,AR784167,1,SINV,2023-10-11,2023-10-11,2024-01-09,Aspernatur culpa quae odio.,27297.01,,GBP,9824.63,,,1,N,0,INT,,202310,,INV78656,,PO3215,,S1,,1,,,,RULE1,,2026-05-05,T,
HOL,CHOL0019,AR788108,1,PINV,2026-03-02,2026-03-02,2026-04-01,Et autem a est facere earum.,16216.06,,GBP,8985.77,,,1,N,0,BACS,,202603,,INV34134,,PO6203,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0004,AR902616,1,PINV,2024-10-14,2024-10-14,2024-12-13,Assumenda inventore nam maiores.,48079.21,,GBP,36411.42,,,1,N,0,INT,,202410,,INV29917,,PO4079,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0017,AR293720,1,PINV,2023-02-23,2023-02-23,2023-05-24,Ad explicabo at nisi.,31038.85,,GBP,16001.04,,,1,N,0,CHQ,,202302,,INV88166,,PO4804,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0004,AR476712,1,PINV,2023-06-12,2023-06-12,2023-09-10,Sint accusamus impedit quod quam nam.,39101.4,,GBP,34907.02,,,1,N,0,DD,,202306,,INV95140,,PO7126,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0050,AR615318,1,DINV,2025-08-28,2025-08-28,2025-09-27,Nemo cumque fugit consequuntur error.,8607.43,,GBP,7049.33,,,1,N,0,BACS,,202508,,INV45370,,PO7767,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0026,AR894586,1,DINV,2024-02-23,2024-02-23,2024-03-24,Corporis cumque eius error quos facere velit.,9265.37,,GBP,2188.86,,,1,N,0,DD,,202402,,INV52584,,PO8496,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0055,AR524533,1,DINV,2023-03-27,2023-03-27,2023-06-25,Libero nulla itaque consequatur ab id sapiente fugit.,36898.92,,GBP,25670.6,,,1,N,0,DD,,202303,,INV90151,,PO9784,,S1,,2,,,,RULE1,,2026-05-05,T,
HOL,CHOL0005,AR645940,1,SINV,2023-08-12,2023-08-12,2023-10-11,Ipsam inventore reprehenderit officiis nisi error.,23116.57,,GBP,6883.8,,,1,N,0,DD,,202308,,INV15144,,PO7347,,S1,,2,,,,RULE1,,2026-05-05,T,
HOL,CHOL0081,AR151690,1,DINV,2024-01-24,2024-01-24,2024-03-24,Veniam dicta et vitae voluptas eos possimus laudantium.,22257.92,,GBP,6510.04,,,1,N,0,DD,,202401,,INV31821,,PO7921,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0079,AR157196,1,SINV,2025-11-24,2025-11-24,2025-12-24,Quos eveniet eligendi ratione facilis ut dicta.,23447.16,,GBP,11327.76,,,1,N,0,BACS,,202511,,INV33562,,PO9952,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0051,AR533648,1,PINV,2024-10-24,2024-10-24,2024-12-23,Debitis quisquam ad quas velit distinctio reiciendis.,1733.15,,GBP,1104.11,,,1,N,0,CHQ,,202410,,INV69596,,PO2477,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0042,AR825318,1,PINV,2023-12-02,2023-12-02,2024-03-01,Reprehenderit recusandae illum libero.,36796.49,,GBP,34112.08,,,1,N,0,DD,,202312,,INV93109,,PO6946,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0068,AR841635,1,SINV,2025-02-25,2025-02-25,2025-05-26,Doloribus omnis quaerat ratione asperiores.,39657.8,,GBP,23424.55,,,1,N,0,DD,,202502,,INV82134,,PO7235,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0022,AR451475,1,SINV,2026-03-04,2026-03-04,2026-06-02,Laboriosam id magni ullam porro molestiae ratione facere.,43202.29,,GBP,37598.98,,,1,N,0,CHQ,,202603,,INV16725,,PO7874,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0040,AR865630,1,SINV,2025-07-02,2025-07-02,2025-08-31,Nisi totam autem dolorum optio cumque nostrum.,31509.42,,GBP,28546.17,,,1,N,0,CHQ,,202507,,INV10463,,PO5146,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0059,AR621800,1,DINV,2025-10-18,2025-10-18,2026-01-16,Voluptates perspiciatis id quibusdam vitae inventore ab.,40469.0,,GBP,20785.4,,,1,N,0,CHQ,,202510,,INV38426,,PO8794,,S1,,1,,,,RULE1,,2026-05-05,T,
HOL,CHOL0053,AR563339,1,PINV,2023-06-12,2023-06-12,2023-09-10,Dolore quia nam porro dolore.,30205.05,,GBP,24291.79,,,1,N,0,INT,,202306,,INV91233,,PO4401,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0024,AR255457,1,SINV,2023-04-23,2023-04-23,2023-07-22,Hic quo nihil magnam exercitationem ad.,17776.48,,GBP,15709.08,,,1,N,0,INT,,202304,,INV53399,,PO2436,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0014,AR537211,1,PINV,2024-01-01,2024-01-01,2024-01-31,Eos ullam assumenda rerum.,33768.48,,GBP,17260.02,,,1,N,0,CHQ,,202401,,INV69682,,PO6901,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0012,AR905843,1,SINV,2024-09-04,2024-09-04,2024-11-03,Expedita exercitationem quos maxime.,18744.19,,GBP,13061.86,,,1,N,0,DD,,202409,,INV82151,,PO2063,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0061,AR241081,1,DINV,2023-09-07,2023-09-07,2023-12-06,Labore ipsa possimus eum error repellat.,43040.69,,GBP,31705.2,,,1,N,0,CHQ,,202309,,INV37400,,PO1953,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0074,AR865175,1,PINV,2025-12-19,2025-12-19,2026-01-18,Ad exercitationem autem reiciendis.,24441.32,,GBP,10976.02,,,1,N,0,INT,,202512,,INV65974,,PO6185,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0068,AR703080,1,PINV,2024-12-25,2024-12-25,2025-01-24,Maiores mollitia ex incidunt iure.,30907.35,,GBP,18633.5,,,1,N,0,DD,,202412,,INV74553,,PO3947,,S1,,2,,,,RULE1,,2026-05-05,T,
HOL,CHOL0030,AR843007,1,PINV,2024-08-17,2024-08-17,2024-09-16,Occaecati delectus omnis hic qui sunt.,578.26,,GBP,567.16,,,1,N,0,BACS,,202408,,INV37175,,PO7793,,S1,,1,,,,RULE1,,2026-05-05,T,
HOL,CHOL0006,AR450006,1,PINV,2024-12-17,2024-12-17,2025-03-17,Nihil harum provident dignissimos quibusdam repellat aperiam.,40399.15,,GBP,33536.53,,,1,N,0,CHQ,,202412,,INV46913,,PO5168,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0040,AR414870,1,PINV,2025-11-03,2025-11-03,2026-02-01,Reiciendis modi facilis deserunt.,16534.23,,GBP,16453.13,,,1,N,0,INT,,202511,,INV54742,,PO7488,,S1,,2,,,,RULE1,,2026-05-05,T,
HOL,CHOL0079,AR130531,1,PINV,2023-12-26,2023-12-26,2024-01-25,Ea similique minus odit.,16860.48,,GBP,12302.26,,,1,N,0,DD,,202312,,INV72193,,PO1582,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0062,AR262934,1,DINV,2025-08-01,2025-08-01,2025-10-30,Harum hic beatae explicabo itaque cupiditate perferendis reiciendis.,44848.47,,GBP,28255.61,,,1,N,0,BACS,,202508,,INV78298,,PO5904,,S1,,2,,,,RULE1,,2026-05-05,T,
HOL,CHOL0041,AR682145,1,DINV,2026-01-02,2026-01-02,2026-02-01,Nihil perferendis est dolores blanditiis fuga consequuntur harum.,10808.99,,GBP,4881.4,,,1,N,0,BACS,,202601,,INV29569,,PO5595,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0044,AR493468,1,PINV,2025-12-30,2025-12-30,2026-01-29,Consequuntur fugit delectus odio possimus officia voluptatum mollitia.,28763.59,,GBP,19799.33,,,1,N,0,BACS,,202512,,INV50407,,PO6152,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0035,AR533973,1,DINV,2023-06-27,2023-06-27,2023-08-26,Enim deleniti sapiente nulla sint veritatis laborum.,43913.91,,GBP,30859.76,,,1,N,0,CHQ,,202306,,INV78825,,PO5953,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0015,AR492393,1,SINV,2023-03-18,2023-03-18,2023-04-17,Repellendus vitae magnam libero placeat.,45711.02,,GBP,29482.73,,,1,N,0,DD,,202303,,INV75543,,PO3524,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0044,AR606957,1,SINV,2025-12-08,2025-12-08,2026-02-06,Quae ipsam cumque natus recusandae dolore.,38888.89,,GBP,34430.82,,,1,N,0,CHQ,,202512,,INV36894,,PO1598,,S1,,1,,,,RULE1,,2026-05-05,T,
HOL,CHOL0050,AR848344,1,PINV,2025-12-05,2025-12-05,2026-01-04,Eius modi cumque.,703.44,,GBP,178.77,,,1,N,0,BACS,,202512,,INV53684,,PO8649,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0014,AR645865,1,SINV,2024-10-01,2024-10-01,2024-10-31,Natus quo libero magni nemo eaque molestiae.,29089.21,,GBP,21825.22,,,1,N,0,INT,,202410,,INV36287,,PO4154,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0036,AR658131,1,SINV,2024-10-15,2024-10-15,2024-12-14,Molestiae quidem quis ipsam dolor incidunt.,33720.64,,GBP,26365.38,,,1,N,0,INT,,202410,,INV25002,,PO1249,,S1,,2,,,,RULE1,,2026-05-05,T,
HOL,CHOL0072,AR639031,1,DINV,2023-07-29,2023-07-29,2023-08-28,Error voluptatum ipsum expedita repellendus.,27355.17,,GBP,15332.78,,,1,N,0,CHQ,,202307,,INV47128,,PO5011,,S1,,0,,,,RULE1,,2026-05-05,T,
HOL,CHOL0010,AR426503,1,SRCT,2024-11-24,2024-11-24,,Sint blanditiis repellat distinctio qui porro.,4379.36,,GBP,4379.36,,,1,N,1,BACS,,202411,,,,PO7284,,S1,,0,,,,RULE1,,2026-05-05,T,UNAPPLIED_RECEIPT_SEQ18
HOL,CHOL0023,AR838908,1,SRCT,2026-05-05,2026-05-05,,Odio cumque consequuntur dignissimos dignissimos animi expedita eligendi.,9742.08,,GBP,9742.08,,,1,N,1,INT,,202605,,,,PO6444,,S1,,0,,,,RULE1,,2026-05-05,T,UNAPPLIED_RECEIPT_SEQ18
