client,apar_id,voucher_no,sequence_no,voucher_type,voucher_date,trans_date,status,amount,rest_amount,currency,orig_reference,_edge_case
HOC,CHOC0011,ARH489906,1,PINV,2025-04-21,2025-04-21,C,1743.26,0.0,GBP,,
HOC,CHOC0040,ARH861253,1,SINV,2025-06-30,2025-06-30,C,12991.08,0.0,GBP,,
HOC,CHOC0013,ARH101139,1,SINV,2025-06-09,2025-06-09,C,14408.84,0.0,GBP,,
HOC,CHOC0076,ARH337178,1,PINV,2026-02-01,2026-02-01,C,476.75,0.0,GBP,,
HOC,CHOC0044,ARH956800,1,DINV,2025-03-06,2025-03-06,C,29647.02,0.0,GBP,,
HOC,CHOC0017,ARH600905,1,SINV,2025-01-14,2025-01-14,C,7022.62,0.0,GBP,,
HOC,CHOC0014,ARH208214,1,DINV,2025-09-19,2025-09-19,C,11153.34,0.0,GBP,,
HOC,CHOC0018,ARH501312,1,PINV,2025-03-19,2025-03-19,C,19318.97,0.0,GBP,,
HOC,CHOC0019,ARH171734,1,SINV,2024-11-11,2024-11-11,C,18387.51,0.0,GBP,,
HOC,CHOC0057,ARH468247,1,SINV,2025-06-09,2025-06-09,C,18916.79,0.0,GBP,,
HOC,CHOC0053,ARH746002,1,SINV,2026-01-30,2026-01-30,C,25826.88,0.0,GBP,,
HOC,CHOC0013,ARH246814,1,DINV,2025-03-09,2025-03-09,C,17769.3,0.0,GBP,,
HOC,CHOC0045,ARH550246,1,SINV,2025-09-21,2025-09-21,C,23774.08,0.0,GBP,,
HOC,CHOC0036,ARH775933,1,PINV,2025-01-28,2025-01-28,C,7595.38,0.0,GBP,,
HOC,CHOC0077,ARH856211,1,PINV,2025-08-21,2025-08-21,C,23413.3,0.0,GBP,,
HOC,CHOC0004,ARH989079,1,PINV,2025-09-07,2025-09-07,C,6322.28,0.0,GBP,,
HOC,CHOC0066,ARH297810,1,SINV,2025-12-09,2025-12-09,C,9007.15,0.0,GBP,,
HOC,CHOC0031,ARH618927,1,DINV,2025-12-03,2025-12-03,C,3559.76,0.0,GBP,,
HOC,CHOC0082,ARH722780,1,SINV,2025-01-14,2025-01-14,C,15942.94,0.0,GBP,,
HOC,CHOC0047,ARH431845,1,PINV,2025-03-18,2025-03-18,C,11727.78,0.0,GBP,,
HOC,CHOC0054,ARH483162,1,SINV,2025-04-28,2025-04-28,C,22929.23,0.0,GBP,,
HOC,CHOC0003,ARH715895,1,SINV,2025-01-11,2025-01-11,C,611.04,0.0,GBP,,
HOC,CHOC0006,ARH163406,1,PINV,2025-12-15,2025-12-15,C,15297.0,0.0,GBP,,
HOC,CHOC0065,ARH904373,1,DINV,2026-01-02,2026-01-02,C,12822.54,0.0,GBP,,
HOC,CHOC0011,ARH771652,1,DINV,2025-04-08,2025-04-08,C,8468.54,0.0,GBP,,
HOC,CHOC0011,ARH636141,1,SINV,2025-05-30,2025-05-30,C,29234.54,0.0,GBP,,
HOC,CHOC0069,ARH442622,1,PINV,2025-12-08,2025-12-08,C,17675.83,0.0,GBP,,
HOC,CHOC0009,ARH425236,1,SINV,2026-01-24,2026-01-24,C,21952.76,0.0,GBP,,
HOC,CHOC0008,ARH356355,1,SINV,2025-01-30,2025-01-30,C,27753.91,0.0,GBP,,
HOC,CHOC0059,ARH742039,1,PINV,2024-12-29,2024-12-29,C,9416.84,0.0,GBP,,
HOC,CHOC0023,ARH225245,1,PINV,2024-11-15,2024-11-15,C,21295.44,0.0,GBP,,
HOC,CHOC0002,ARH271790,1,PINV,2026-03-26,2026-03-26,C,28599.88,0.0,GBP,,
HOC,CHOC0067,ARH921021,1,SINV,2025-07-26,2025-07-26,C,5175.5,0.0,GBP,,
HOC,CHOC0035,ARH868538,1,SINV,2025-03-03,2025-03-03,C,23188.62,0.0,GBP,,
HOC,CHOC0043,ARH946313,1,SINV,2026-01-16,2026-01-16,C,8305.02,0.0,GBP,,
HOC,CHOC0034,ARH846925,1,PINV,2025-01-20,2025-01-20,C,14985.2,0.0,GBP,,
HOC,CHOC0047,ARH158132,1,SINV,2026-03-29,2026-03-29,C,25808.92,0.0,GBP,,
HOC,CHOC0048,ARH264951,1,PINV,2025-07-22,2025-07-22,C,23245.2,0.0,GBP,,
HOC,CHOC0015,ARH339499,1,SINV,2024-11-05,2024-11-05,C,1512.33,0.0,GBP,,
HOC,CHOC0032,ARH148215,1,SINV,2026-03-01,2026-03-01,C,11046.5,0.0,GBP,,
HOC,CHOC0023,ARH999138,1,PINV,2024-12-09,2024-12-09,C,16675.37,0.0,GBP,,
HOC,CHOC0054,ARH335421,1,PINV,2025-09-28,2025-09-28,C,7598.24,0.0,GBP,,
HOC,CHOC0041,ARH384434,1,SINV,2025-01-21,2025-01-21,C,17231.77,0.0,GBP,,
HOC,CHOC0065,ARH806033,1,PINV,2024-12-26,2024-12-26,C,5544.46,0.0,GBP,,
HOC,CHOC0006,ARH520400,1,DINV,2025-01-12,2025-01-12,C,26334.34,0.0,GBP,,
HOC,CHOC0040,ARH443199,1,SINV,2025-01-30,2025-01-30,C,16682.12,0.0,GBP,,
HOC,CHOC0048,ARH310418,1,DINV,2025-08-28,2025-08-28,C,17001.44,0.0,GBP,,
HOC,CHOC0080,ARH354367,1,DINV,2026-02-21,2026-02-21,C,11174.55,0.0,GBP,,
HOC,CHOC0026,ARH868043,1,DINV,2025-07-12,2025-07-12,C,4686.88,0.0,GBP,,
HOC,CHOC0004,ARH344315,1,PINV,2025-10-23,2025-10-23,C,19151.07,0.0,GBP,,
HOC,CHOC0002,ARH451291,1,DINV,2024-11-04,2024-11-04,C,22816.09,0.0,GBP,,
HOC,CHOC0040,ARH208998,1,SINV,2025-06-01,2025-06-01,C,15988.47,0.0,GBP,,
HOC,CHOC0054,ARH615929,1,SINV,2025-01-03,2025-01-03,C,29182.27,0.0,GBP,,
HOC,CHOC0036,ARH197545,1,PINV,2024-12-17,2024-12-17,C,27653.98,0.0,GBP,,
HOC,CHOC0053,ARH834891,1,PINV,2025-11-19,2025-11-19,C,13862.05,0.0,GBP,,
HOC,CHOC0011,ARH708982,1,PINV,2025-02-08,2025-02-08,C,15261.75,0.0,GBP,,
HOC,CHOC0051,ARH178465,1,SINV,2025-01-05,2025-01-05,C,13162.49,0.0,GBP,,
HOC,CHOC0031,ARH405844,1,DINV,2025-07-28,2025-07-28,C,25557.23,0.0,GBP,,
HOC,CHOC0042,ARH433507,1,SINV,2026-02-09,2026-02-09,C,8304.28,0.0,GBP,,
HOC,CHOC0026,ARH242723,1,SINV,2025-02-22,2025-02-22,C,4831.23,0.0,GBP,,
HOC,CHOC0058,ARH588694,1,PINV,2025-09-20,2025-09-20,C,12314.07,0.0,GBP,,
HOC,CHOC0046,ARH907756,1,DINV,2025-06-03,2025-06-03,C,13667.13,0.0,GBP,,
HOC,CHOC0034,ARH993892,1,PINV,2025-03-05,2025-03-05,C,2894.54,0.0,GBP,,
HOC,CHOC0039,ARH966529,1,DINV,2024-12-14,2024-12-14,C,6607.62,0.0,GBP,,
HOC,CHOC0019,ARH195643,1,DINV,2025-07-15,2025-07-15,C,29058.32,0.0,GBP,,
HOC,CHOC0066,ARH151328,1,SINV,2025-09-05,2025-09-05,C,7952.97,0.0,GBP,,
HOC,CHOC0004,ARH524035,1,PINV,2026-02-09,2026-02-09,C,16767.42,0.0,GBP,,
HOC,CHOC0032,ARH199326,1,SINV,2026-02-19,2026-02-19,C,3236.84,0.0,GBP,,
HOC,CHOC0016,ARH112537,1,SINV,2025-01-05,2025-01-05,C,24945.1,0.0,GBP,,
HOC,CHOC0017,ARH307757,1,PINV,2025-12-18,2025-12-18,C,11292.74,0.0,GBP,,
HOC,CHOC0011,ARH710610,1,SINV,2025-07-26,2025-07-26,C,27539.37,0.0,GBP,,
HOC,CHOC0003,ARH167603,1,DINV,2025-05-24,2025-05-24,C,27094.38,0.0,GBP,,
HOC,CHOC0017,ARH196446,1,DINV,2025-10-08,2025-10-08,C,3851.32,0.0,GBP,,
HOC,CHOC0007,ARH276149,1,DINV,2026-01-20,2026-01-20,C,24686.22,0.0,GBP,,
HOC,CHOC0064,ARH130914,1,SINV,2025-11-29,2025-11-29,C,20559.74,0.0,GBP,,
HOC,CHOC0046,ARH325146,1,DINV,2025-05-13,2025-05-13,C,8394.46,0.0,GBP,,
HOC,CHOC0020,ARH136332,1,DINV,2025-07-12,2025-07-12,C,19488.9,0.0,GBP,,
HOC,CHOC0053,ARH677438,1,DINV,2026-03-08,2026-03-08,C,2017.18,0.0,GBP,,
HOC,CHOC0050,ARH243902,1,PINV,2026-01-06,2026-01-06,C,6143.84,0.0,GBP,,
HOC,CHOC0032,ARH761393,1,PINV,2024-11-22,2024-11-22,C,29684.23,0.0,GBP,,
HOC,CHOC0046,ARH602985,1,PINV,2026-03-14,2026-03-14,C,10452.22,0.0,GBP,,
HOC,CHOC0065,ARH437226,1,SINV,2025-12-05,2025-12-05,C,8258.98,0.0,GBP,,
HOC,CHOC0041,ARH726121,1,DINV,2025-06-15,2025-06-15,C,1073.24,0.0,GBP,,
HOC,CHOC0008,ARH947935,1,PINV,2026-03-01,2026-03-01,C,15977.08,0.0,GBP,,
HOC,CHOC0030,ARH267378,1,SINV,2025-02-13,2025-02-13,C,7586.14,0.0,GBP,,
HOC,CHOC0035,ARH659614,1,SINV,2024-12-30,2024-12-30,C,22968.68,0.0,GBP,,
HOC,CHOC0074,ARH987624,1,SINV,2025-12-05,2025-12-05,C,10773.18,0.0,GBP,,
HOC,CHOC0023,ARH348041,1,PINV,2025-09-24,2025-09-24,C,24225.06,0.0,GBP,,
HOC,CHOC0046,ARH720298,1,DINV,2024-12-01,2024-12-01,C,21162.9,0.0,GBP,,
HOC,CHOC0073,ARH690984,1,SINV,2025-03-28,2025-03-28,C,16980.64,0.0,GBP,,
HOC,CHOC0064,ARH668458,1,SINV,2025-09-15,2025-09-15,C,5431.59,0.0,GBP,,
HOC,CHOC0012,ARH158896,1,SINV,2025-06-29,2025-06-29,C,18129.55,0.0,GBP,,
HOC,CHOC0068,ARH601207,1,PINV,2024-11-03,2024-11-03,C,10085.67,0.0,GBP,,
HOC,CHOC0026,ARH945619,1,SINV,2025-03-16,2025-03-16,C,10354.62,0.0,GBP,,
HOC,CHOC0042,ARH162448,1,PINV,2024-11-25,2024-11-25,C,4601.82,0.0,GBP,,
HOC,CHOC0019,ARH911982,1,DINV,2025-02-24,2025-02-24,C,25425.13,0.0,GBP,,
HOC,CHOC0010,ARH491738,1,DINV,2025-12-13,2025-12-13,C,17663.3,0.0,GBP,,
HOC,CHOC0039,ARH438273,1,PINV,2025-03-22,2025-03-22,C,29280.65,0.0,GBP,,
HOC,CHOC0056,ARH930307,1,SINV,2026-03-16,2026-03-16,C,19545.57,353.59,GBP,,HIS_REST_NOT_ZERO
HOC,CHOC0056,ARH689275,1,PINV,2025-11-03,,C,6852.47,0.0,GBP,,HIS_DATE_MISSING
HOC,CHOC0056,ARH954017,1,DCRN,2025-05-01,2025-05-01,C,-214.61,0.0,GBP,,HIS_CN_NO_REF
HOC,CHOC0056,ARH864234,1,PINV,2024-11-04,2024-11-04,C,28473.89,0.0,GBP,,HIS_DUP
HOC,CHOC0056,ARH864234,1,PINV,2025-12-08,2025-12-08,C,25552.56,0.0,GBP,,HIS_DUP
HOC,CGHOST9999,ARH133955,1,PINV,2025-05-08,2025-05-08,C,18151.18,0.0,GBP,,HIS_ORPHANED
